sort2,sort1,species,replicate,tag_ID,site,age,date,year,segment,node_below,node_above,plant_status,use_status,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,diameter_ave,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
2030,,BAER,6,BAER_006,Basin2005,7,3-May-12,2012,2,1,2,alive,,,,,8.55,,,8.55,,,,,
30,,BAER,6,BAER_006,Basin2005,7,28-May-13,2013,2,1,2,alive,,46230,53720,,11.84,,,11.84,56482.2,71684.1,128166.3,,
2031,,BAER,6,BAER_006,Basin2005,7,3-May-12,2012,3,2,3,alive,,,,,4,,,4,,,,,
31,,BAER,6,BAER_006,Basin2005,7,28-May-13,2013,3,2,3,alive,,9770,16439.7,,6.35,,,6.35,10252.2,17964.1,28216.3,,
2032,,BAER,6,BAER_006,Basin2005,7,3-May-12,2012,4,3,4,alive,,,,,1.56,,,1.56,,,,,
32,,BAER,6,BAER_006,Basin2005,7,28-May-13,2013,4,3,4,alive,,413,1164.4,,2.65,,,2.65,482.2,1524.4,2006.6,,
2033,,BAER,6,BAER_006,Basin2005,7,3-May-12,2012,5,4,5,alive,,,,,,,,,,,,,
33,,BAER,6,BAER_006,Basin2005,7,28-May-13,2013,5,4,5,alive,,69.2,360,,1.04,,,1.04,69.2,360,429.2,,
34,1669,BAER,6,BAER_006,Basin2005,7,28-May-13,2013,shed,,,alive,,7,,,,,,,,,,,
2035,,BAER,7,BAER_007,Basin2005,7,3-May-12,2012,1,0,1,alive,use,,,,21.93,22,22.29,22.07,,,,990,
35,,BAER,7,BAER_007,Basin2005,7,28-May-13,2013,1,0,1,alive,use,95840,52450,,28.66,28.48,28.15,28.43,228600.5,194658.6,423259.1,1120,
2036,,BAER,7,BAER_007,Basin2005,7,3-May-12,2012,2,1,2,alive,,,,,12.36,,,12.36,,,,,
36,,BAER,7,BAER_007,Basin2005,7,28-May-13,2013,2,1,2,alive,,107630,102900,,18.63,,,18.63,132760.5,142208.6,274969.1,,
2037,3465,BAER,7,BAER_007,Basin2005,7,3-May-12,2012,3,2,3,alive,,,,,6.67,,,6.67,,,,,
37,1465,BAER,7,BAER_007,Basin2005,7,28-May-13,2013,3,2,3,alive,,19260,25950,,9.37,,,9.37,25130.5,39308.6,64439.1,,
2038,3463,BAER,7,BAER_007,Basin2005,7,3-May-12,2012,4,3,4,alive,,,,,3.62,,,3.62,,,,,
38,1463,BAER,7,BAER_007,Basin2005,7,28-May-13,2013,4,3,4,alive,,5460,11880,,5.71,,,5.71,5870.5,13358.6,19229.1,,
2039,3661,BAER,7,BAER_007,Basin2005,7,3-May-12,2012,5,4,5,alive,,,,,1.74,,,1.74,,,,,
39,1661,BAER,7,BAER_007,Basin2005,7,28-May-13,2013,5,4,5,alive,,377.5,1259.1,,2.18,,,2.18,410.5,1478.6,1889.1,,
2040,3659,BAER,7,BAER_007,Basin2005,7,3-May-12,2012,6,5,6,alive,,,,,,,,,,,,,
40,1659,BAER,7,BAER_007,Basin2005,7,28-May-13,2013,6,5,6,alive,,33,219.5,,1.23,,,1.23,33,219.5,252.5,,
41,1667,BAER,7,BAER_007,Basin2005,7,28-May-13,2013,shed,,,alive,,1743.5,92.6,,,,,,,,,,
2042,3574,BOLE,1,BOLE_001,Basin2005,7,15-Mar-12,2012,1,0,1,alive,use,,,,4.58,4.48,4.5,,,,,1100,
42,1574,BOLE,1,BOLE_001,Basin2005,7,9-May-13,2013,1,0,1,alive,use,1530,40.9,,4.65,4.65,4.91,4.74,2576,396.8,2972.8,580,
2043,,BOLE,1,BOLE_001,Basin2005,7,15-Mar-12,2012,2,1,2,alive,,,,,2.43,,,2.43,,,,,
43,,BOLE,1,BOLE_001,Basin2005,7,9-May-13,2013,2,1,2,alive,,960,250.4,,2.87,,,2.87,1046,355.9,1401.9,,
2044,,BOLE,1,BOLE_001,Basin2005,7,15-Mar-12,2012,3,2,3,alive,,,,,0.81,,,0.81,,,,,
44,,BOLE,1,BOLE_001,Basin2005,7,9-May-13,2013,3,2,3,alive,,86,105.5,,1.24,,,1.24,86,105.5,191.5,,
45,,BOLE,1,BOLE_001,Basin2005,7,9-May-13,2013,shed,,,alive,,1270,,,,,,,,,,,
2046,3617,BOLE,2,BOLE_002,Basin2005,7,23-Mar-12,2012,1,0,1,alive,use,,,,3.34,3.16,3.1,3.2,,,,640,
46,1617,BOLE,2,BOLE_002,Basin2005,7,9-May-13,2013,1,0,1,alive,use,949.6,0,,3.4,3.4,3.46,3.42,1227.1,336.2,1563.3,430,630 mm tall in 2013 if dead branches included
2047,3614,BOLE,2,BOLE_002,Basin2005,7,23-Mar-12,2012,2,1,2,alive,,,,,1.47,,,1.47,,,,,
47,1614,BOLE,2,BOLE_002,Basin2005,7,9-May-13,2013,2,1,2,alive,,209.2,121.2,,1.59,,,1.59,277.5,336.2,613.7,,
2048,3611,BOLE,2,BOLE_002,Basin2005,7,23-Mar-12,2012,3,2,3,alive,,,,,,,,,,,,,
48,1611,BOLE,2,BOLE_002,Basin2005,7,9-May-13,2013,3,2,3,alive,,68.3,215,,1.29,,,1.29,68.3,215,283.3,,
49,1618,BOLE,2,BOLE_002,Basin2005,7,9-May-13,2013,shed,,,alive,,985.4,,,,,,,,,,,
2050,3604,BOLE,3,BOLE_003,Basin2005,7,23-Mar-12,2012,1,0,1,alive,use,,,,4.39,4.39,4.38,4.39,,,,515,
50,1604,BOLE,3,BOLE_003,Basin2005,7,9-May-13,2013,1,0,1,alive,use,3670,665.1,,4.65,4.76,4.73,4.71,4219.9,849.5,5069.4,520,
2051,3603,BOLE,3,BOLE_003,Basin2005,7,23-Mar-12,2012,2,1,2,alive,,,,,2.06,,,2.06,,,,,
51,1603,BOLE,3,BOLE_003,Basin2005,7,9-May-13,2013,2,1,2,alive,,507.1,105.5,,2.36,,,2.36,549.9,184.4,734.3,,
2052,3605,BOLE,3,BOLE_003,Basin2005,7,23-Mar-12,2012,3,2,3,alive,,,,,0.75,,,0.75,,,,,
52,1605,BOLE,3,BOLE_003,Basin2005,7,9-May-13,2013,3,2,3,alive,,42.8,78.9,,1.1,,,1.1,42.8,78.9,121.7,,
53,1597,BOLE,3,BOLE_003,Basin2005,7,9-May-13,2013,shed,,,alive,,615.8,,,,,,,,,,,
2055,,BOLE,4,BOLE_004,Basin2005,7,23-Mar-12,2012,1,0,1,alive,use,,,,3.33,3.27,3.26,3.29,,,,672,
55,,BOLE,4,BOLE_004,Basin2005,7,16-May-13,2013,1,0,1,alive,use,1510.2,0,,4.01,3.95,4.04,4,861.6,115.9,977.5,672,
2054,,BOLE,4,BOLE_004,Basin2005,7,23-Mar-12,2012,1.2,1,9,alive,,,,,2.13,,,2.13,,,,,
54,,BOLE,4,BOLE_004,Basin2005,7,16-May-13,2013,1.2,1,9,alive,,861.6,115.9,,2.28,,,2.28,861.6,115.9,977.5,,
2056,,BOLE,4,BOLE_004,Basin2005,7,23-Mar-12,2012,2,1,2,alive,,,,,1.96,,,1.96,,,,,
56,,BOLE,4,BOLE_004,Basin2005,7,16-May-13,2013,2,1,2,alive,,324.3,0,,1.96,,,1.96,0,0,0,,
2057,,BOLE,4,BOLE_004,Basin2005,7,23-Mar-12,2012,3,2,3,alive,,,,,1.3,,,1.3,,,,,
57,,BOLE,4,BOLE_004,Basin2005,7,16-May-13,2013,3,2,3,alive,,207.1,165,,1.53,,,1.53,0,0,0,,
57,,BOLE,4,BOLE_004,Basin2005,7,16-May-13,2013,shed,,,alive,,109,,,,,,,,,,,
2058,,BOLE,6,BOLE_006,Basin2005,7,3-May-12,2012,1,0,1,alive,use,,,,2.95,2.91,2.95,2.94,,,,620,
58,,BOLE,6,BOLE_006,Basin2005,7,16-May-13,2013,1,0,1,alive,use,903.4,0,,3.51,3.3,3.43,3.41,1246.8,325.2,1572,365,610 mm tall in 2013 if dead branches included
2059,,BOLE,6,BOLE_006,Basin2005,7,3-May-12,2012,2,1,2,alive,,,,,1.15,,,1.15,,,,,
59,,BOLE,6,BOLE_006,Basin2005,7,16-May-13,2013,2,1,2,alive,,278.2,128.6,,1.72,,,1.72,343.4,325.2,668.6,,
2060,,BOLE,6,BOLE_006,Basin2005,7,3-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
60,,BOLE,6,BOLE_006,Basin2005,7,16-May-13,2013,3,2,3,alive,,65.2,196.6,,0.96,,,0.96,65.2,196.6,261.8,,
61,,BOLE,6,BOLE_006,Basin2005,7,16-May-13,2013,shed,,,alive,,2041.4,0,,2.75,,,2.75,,,,,segment 1.2
2062,,BOLE,7,BOLE_007,Basin2005,7,3-May-12,2012,1,0,1,alive,use,,,,6.31,,,,,,,745,
62,,BOLE,7,BOLE_007,Basin2005,7,16-May-13,2013,1,0,1,alive,use,5950,56.8,,6.42,6.35,6.36,6.38,8771.8,245.7,9017.5,680,710 mm tall in 2013 if dead branches included
2063,,BOLE,7,BOLE_007,Basin2005,7,3-May-12,2012,1.2,1,9,alive,,,,,3.68,,,3.68,,,,,
63,,BOLE,7,BOLE_007,Basin2005,7,16-May-13,2013,1.2,1,9,alive,,1599.8,3.4,,3.84,,,3.84,1606.6,44,1650.6,,
2064,,BOLE,7,BOLE_007,Basin2005,7,3-May-12,2012,2,1,2,alive,,,,,2.9,,,2.9,,,,,
64,,BOLE,7,BOLE_007,Basin2005,7,16-May-13,2013,2,1,2,alive,,1167.8,56.9,,3.05,,,3.05,1222,185.5,1407.5,,
2065,,BOLE,7,BOLE_007,Basin2005,7,3-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
65,,BOLE,7,BOLE_007,Basin2005,7,16-May-13,2013,3,2,3,alive,,54.2,128.6,,0.99,,,0.99,54.2,128.6,182.8,,
2066,,BOLE,7,BOLE_007,Basin2005,7,3-May-12,2012,1.2.1,9,11,alive,,,,,,,,,,,,,
66,,BOLE,7,BOLE_007,Basin2005,7,16-May-13,2013,1.2.1,9,11,alive,,6.8,40.6,,0.74,,,0.74,6.8,40.6,47.4,,
67,,BOLE,7,BOLE_007,Basin2005,7,16-May-13,2013,shed,,,alive,,2270,,,,,,,,,,,
2068,,BOLE,8,BOLE_008,Basin2005,7,1-Jun-12,2012,1,0,1,alive,use,,,,3.98,4,3.93,3.97,,,,675,
68,,BOLE,8,BOLE_008,Basin2005,7,9-May-13,2013,1,0,1,alive,use,6020,152.8,,5.31,5.24,5.22,5.26,7317.2,1091.3,8408.5,530,
2069,,BOLE,8,BOLE_008,Basin2005,7,1-Jun-12,2012,2,1,2,alive,,,,,2.33,,,2.33,,,,,
69,,BOLE,8,BOLE_008,Basin2005,7,9-May-13,2013,2,1,2,alive,,1124.4,705.3,,2.6,,,2.6,1297.2,938.5,2235.7,,
2070,,BOLE,8,BOLE_008,Basin2005,7,1-Jun-12,2012,3,2,3,alive,,,,,1.18,,,1.18,,,,,
70,,BOLE,8,BOLE_008,Basin2005,7,9-May-13,2013,3,2,3,alive,,172.8,233.2,,1.49,,,1.49,172.8,233.2,406,,
71,,BOLE,8,BOLE_008,Basin2005,7,9-May-13,2013,shed,,,alive,,370.9,,,,,,,,,,,
2072,3388,COER,1,COER_001,Basin2005,7,15-Mar-12,2012,1,0,1,alive,use,,,,4.05,3.88,3.94,3.96,,,,575,
72,1388,COER,1,COER_001,Basin2005,7,10-May-13,2013,1,0,1,alive,use,2278.8,85.8,,5.13,5.11,5,5.08,3546.1,1501.3,5047.4,620,
2073,3414,COER,1,COER_001,Basin2005,7,15-Mar-12,2012,2,1,2,alive,,,,,2.78,,,2.78,,,,,
73,1414,COER,1,COER_001,Basin2005,7,10-May-13,2013,2,1,2,alive,,913.1,923.5,,3.56,,,3.56,1267.3,1415.5,2682.8,,
2074,3413,COER,1,COER_001,Basin2005,7,15-Mar-12,2012,3,2,3,alive,,,,,1.62,,,1.62,,,,,
74,1413,COER,1,COER_001,Basin2005,7,10-May-13,2013,3,2,3,alive,,325.1,402.9,,2.21,,,2.21,354.2,492,846.2,,
2075,3416,COER,1,COER_001,Basin2005,7,15-Mar-12,2012,4,3,4,alive,,,,,1.26,,,1.26,,,,,
75,1416,COER,1,COER_001,Basin2005,7,10-May-13,2013,4,3,4,alive,,29.1,89.1,,1.46,,,1.46,29.1,89.1,118.2,,
2076,,COER,2,COER_002,Basin2005,7,15-Mar-12,2012,1,0,1,dead,do_not_use,,,,5.33,,,5.33,,,,,
76,,COER,2,COER_002,Basin2005,7,16-May-13,2013,1,0,1,dead,do_not_use,6360,50.8,,5.26,5.24,5.35,5.28,,,,960,
2077,,COER,3,COER_003,Basin2005,7,15-Mar-12,2012,1,0,1,alive,use,,,,3.39,3.42,3.3,3.37,,,,420,
77,,COER,3,COER_003,Basin2005,7,9-May-13,2013,1,0,1,alive,use,1205.4,261.9,,4.16,4.24,4.17,4.19,1679.2,1032,2711.2,470,
2078,,COER,3,COER_003,Basin2005,7,15-Mar-12,2012,2,1,2,alive,,,,,1.82,,,1.82,,,,,
78,,COER,3,COER_003,Basin2005,7,9-May-13,2013,2,1,2,alive,,440.3,657.4,,2.28,,,2.28,473.8,770.1,1243.9,,
2079,,COER,3,COER_003,Basin2005,7,15-Mar-12,2012,3,2,3,alive,,,,,,,,,,,,,
79,,COER,3,COER_003,Basin2005,7,9-May-13,2013,3,2,3,alive,,33.5,112.7,,1.24,,,1.24,33.5,112.7,146.2,,
2080,3452,COER,4,COER_004,Basin2005,7,16-Mar-12,2012,1,0,1,dead,do_not_use,,,,2.62,,,2.62,,,,,
80,1452,COER,4,COER_004,Basin2005,7,10-May-13,2013,1,0,1,dead,do_not_use,943.4,92.5,,3.3,3.2,3.2,3.23,,,,335,
2081,3430,COER,5,COER_005,Basin2005,7,23-Mar-12,2012,1,0,1,alive,use,,,,2.42,2.38,2.37,2.39,,,,375,
81,1430,COER,5,COER_005,Basin2005,7,10-May-13,2013,1,0,1,alive,use,1040.9,503.8,,3.23,3.29,3.23,3.25,1112.9,674,1786.9,375,
2082,3436,COER,5,COER_005,Basin2005,7,23-Mar-12,2012,2,1,2,alive,,,,,1.05,,,1.05,,,,,
82,1436,COER,5,COER_005,Basin2005,7,10-May-13,2013,2,1,2,alive,,63.7,141.8,,1.48,,,1.48,72,170.2,242.2,,
2083,3437,COER,5,COER_005,Basin2005,7,23-Mar-12,2012,3,2,3,alive,,,,,,,,,,,,,
83,1437,COER,5,COER_005,Basin2005,7,10-May-13,2013,3,2,3,alive,,8.3,28.4,,0.79,,,0.79,8.3,28.4,36.7,,
2084,,COER,6,COER_006,Basin2005,7,23-Mar-12,2012,1,0,1,dead,do_not_use,,,,4.81,,,4.81,,,,,
84,,COER,6,COER_006,Basin2005,7,16-May-13,2013,1,0,1,dead,do_not_use,5950,0,,5.01,5.02,4.95,4.99,,,,825,
2085,,COER,7,COER_007,Basin2005,7,23-Mar-12,2012,1,0,1,dead,do_not_use,,,,2.79,,,2.79,,,,,
85,,COER,7,COER_007,Basin2005,7,16-May-13,2013,1,0,1,dead,do_not_use,747.1,0,,2.81,,,2.81,,,,375,
2086,,EPMI,1,EPMI_001,Basin2005,7,24-May-12,2012,1,0,1,alive,use,,,,1.04,0.94,0.98,0.99,,,,208,
86,,EPMI,1,EPMI_001,Basin2005,7,14-May-13,2013,1,0,1,alive,use,63.6,0,,1.29,1.4,1.32,1.34,158.7,136.6,295.3,245,
2087,,EPMI,1,EPMI_001,Basin2005,7,24-May-12,2012,2,1,2,alive,,,,,0.89,,,0.89,,,,,
87,,EPMI,1,EPMI_001,Basin2005,7,14-May-13,2013,2,1,2,alive,,83.2,112.4,,1.1,,,1.1,95.1,136.6,231.7,,
2088,,EPMI,1,EPMI_001,Basin2005,7,24-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
88,,EPMI,1,EPMI_001,Basin2005,7,14-May-13,2013,3,2,3,alive,,11.9,24.2,,0.72,,,0.72,11.9,24.2,36.1,,
2089,3654,EPMI,2,EPMI_002,Basin2005,7,24-May-12,2012,1,0,1,alive,use,,,,1.08,1.14,1.09,1.1,,,,208,
89,1654,EPMI,2,EPMI_002,Basin2005,7,9-May-13,2013,1,0,1,alive,use,98.7,34.8,,1.35,1.34,1.38,1.36,148.9,137.5,286.4,260,
2090,3653,EPMI,2,EPMI_002,Basin2005,7,24-May-12,2012,2,1,2,alive,,,,,0.82,,,0.82,,,,,
90,1653,EPMI,2,EPMI_002,Basin2005,7,9-May-13,2013,2,1,2,alive,,33.1,65.6,,0.86,1.033333333,,0.95,50.2,102.7,152.9,,measured dry diameter and increased by 10%
2091,3652,EPMI,2,EPMI_002,Basin2005,7,24-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
91,1652,EPMI,2,EPMI_002,Basin2005,7,9-May-13,2013,3,2,3,alive,,17.1,37.1,,0.85,,,0.85,17.1,37.1,54.2,,
2092,3633,EPMI,3,EPMI_003,Basin2005,7,24-May-12,2012,1,0,1,alive,use,,,,1.9,1.84,1.79,1.84,,,,406,
92,1633,EPMI,3,EPMI_003,Basin2005,7,9-May-13,2013,1,0,1,alive,use,442.1,95.2,,2.07,2.08,2.17,2.11,784.7,416.3,1201,493,
2093,3634,EPMI,3,EPMI_003,Basin2005,7,24-May-12,2012,2,1,2,alive,,,,,1.36,,,1.36,,,,,
93,1634,EPMI,3,EPMI_003,Basin2005,7,9-May-13,2013,2,1,2,alive,,197,139.2,,1.71,,,1.71,342.6,321.1,663.7,,
2094,3636,EPMI,3,EPMI_003,Basin2005,7,24-May-12,2012,3,2,3,alive,,,,,1.13,,,1.13,,,,,
94,1636,EPMI,3,EPMI_003,Basin2005,7,9-May-13,2013,3,2,3,alive,,104.4,118.5,,1.27,,,1.27,145.6,181.9,327.5,,
2095,3635,EPMI,3,EPMI_003,Basin2005,7,24-May-12,2012,4,3,4,alive,,,,,,,,,,,,,
95,1635,EPMI,3,EPMI_003,Basin2005,7,9-May-13,2013,4,3,4,alive,,41.2,63.4,,0.77,,,0.77,41.2,63.4,104.6,,
2096,3648,EPMI,4,EPMI_004,Basin2005,7,24-May-12,2012,1,0,1,alive,use,,,,2.03,1.96,2.05,2.01,,,,340,
96,1648,EPMI,4,EPMI_004,Basin2005,7,9-May-13,2013,1,0,1,alive,use,1023.9,305.4,,2.43,2.49,2.48,,1153.8,449.8,1603.6,410,
2097,3646,EPMI,4,EPMI_004,Basin2005,7,24-May-12,2012,2,1,2,alive,,,,,1.24,,,1.24,,,,,
97,1646,EPMI,4,EPMI_004,Basin2005,7,9-May-13,2013,2,1,2,alive,,114.5,112.5,,1.22,,,1.22,129.9,144.4,274.3,,"initial diameter about 3 mm bigger than expected, but same measurements on dry stem"
2098,3647,EPMI,4,EPMI_004,Basin2005,7,24-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
98,1647,EPMI,4,EPMI_004,Basin2005,7,9-May-13,2013,3,2,3,alive,,15.4,31.9,,0.83,,,0.83,15.4,31.9,47.3,,
99,1649,EPMI,4,EPMI_004,Basin2005,7,9-May-13,2013,shed,,,alive,,7.1,,,,,,,,,,,
2100,3507,EPMI,5,EPMI_005,Basin2005,7,24-May-12,2012,1,0,1,alive,use,,,,1.69,1.64,1.68,1.67,,,,447,
100,1507,EPMI,5,EPMI_005,Basin2005,7,14-May-13,2013,1,0,1,alive,use,609.2,31.2,,2.2,2.2,2.15,2.18,883.9,378.4,1262.3,490,
2101,3506,EPMI,5,EPMI_005,Basin2005,7,24-May-12,2012,2,1,2,alive,,,,,1.59,,,1.59,,,,,
101,1506,EPMI,5,EPMI_005,Basin2005,7,14-May-13,2013,2,1,2,alive,,243.3,287.9,,1.7,,,1.7,274.7,347.2,621.9,,
2102,3505,EPMI,5,EPMI_005,Basin2005,7,24-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
102,1505,EPMI,5,EPMI_005,Basin2005,7,14-May-13,2013,3,2,3,alive,,31.4,59.3,,0.88,,,0.88,31.4,59.3,90.7,,
2103,3528,EPMI,6,EPMI_006,Basin2005,7,24-May-12,2012,1,0,1,alive,use,,,,1.5,1.54,1.51,1.52,,,,395,
103,1528,EPMI,6,EPMI_006,Basin2005,7,14-May-13,2013,1,0,1,alive,use,544,76.7,,2.1,2.11,2.2,2.14,712.7,296.3,1009,460,
2104,3529,EPMI,6,EPMI_006,Basin2005,7,24-May-12,2012,2,1,2,alive,,,,,1.15,,,1.15,,,,,
104,1529,EPMI,6,EPMI_006,Basin2005,7,14-May-13,2013,2,1,2,alive,,123.3,144.2,,1.38,,,1.38,168.7,219.6,388.3,,
2105,3530,EPMI,6,EPMI_006,Basin2005,7,24-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
105,1530,EPMI,6,EPMI_006,Basin2005,7,14-May-13,2013,3,2,3,alive,,45.4,75.4,,0.91,,,0.91,45.4,75.4,120.8,,
2106,3632,EPMI,7,EPMI_007,Basin2005,7,24-May-12,2012,1,0,1,alive,use,,,,2.76,2.66,2.64,2.69,,,,430,
106,1632,EPMI,7,EPMI_007,Basin2005,7,9-May-13,2013,1,0,1,alive,use,1698.3,531.9,,3.36,3.39,3.33,3.36,2211.4,849.5,3060.9,400,includes 0 buds
2107,3630,EPMI,7,EPMI_007,Basin2005,7,24-May-12,2012,2,1,2,alive,,,,,1.98,,,1.98,,,,,
107,1630,EPMI,7,EPMI_007,Basin2005,7,9-May-13,2013,2,1,2,alive,,319,131.9,,2.26,,,2.26,513.1,317.6,830.7,,includes 3 mini buds
2108,3631,EPMI,7,EPMI_007,Basin2005,7,24-May-12,2012,3,2,3,alive,,,,,1.75,,,1.75,,,,,
108,1631,EPMI,7,EPMI_007,Basin2005,7,9-May-13,2013,3,2,3,alive,,194.1,185.7,,2,,,2,194.1,185.7,379.8,,includes 90 mini buds
2109,3354,GRBU,2,GRBU_002,Basin2005,7,16-Mar-12,2012,1,0,1,alive,use,,,,6.44,6.5,6.45,6.46,,,,580,
109,1354,GRBU,2,GRBU_002,Basin2005,7,10-May-13,2013,1,0,1,alive,use,8940,6470,,8.67,8.38,8.51,8.52,13475.9,10156.1,23632,630,
2110,3357,GRBU,2,GRBU_002,Basin2005,7,16-Mar-12,2012,2,1,2,alive,,,,,4.33,,,4.33,,,,,
110,1357,GRBU,2,GRBU_002,Basin2005,7,10-May-13,2013,2,1,2,alive,,3960,2370,,6.06,,,6.06,4535.9,3686.1,8222,,
2111,3412,GRBU,2,GRBU_002,Basin2005,7,16-Mar-12,2012,3,2,3,alive,,,,,1.77,,,1.77,,,,,
111,1412,GRBU,2,GRBU_002,Basin2005,7,10-May-13,2013,3,2,3,alive,,499.6,965,,2.39,,,2.39,575.9,1316.1,1892,,
2112,3411,GRBU,2,GRBU_002,Basin2005,7,16-Mar-12,2012,4,3,4,alive,,,,,,,,,,,,,
112,1411,GRBU,2,GRBU_002,Basin2005,7,10-May-13,2013,4,3,4,alive,,76.3,351.1,,1.47,,,1.47,76.3,351.1,427.4,,
113,1410,GRBU,2,GRBU_002,Basin2005,7,10-May-13,2013,shed,,,alive,,305.3,48,,,,,,,,,,
2114,3595,GRBU,3,GRBU_003,Basin2005,7,22-Mar-12,2012,1,0,1,alive,use,,,,8.59,8.55,8.6,8.58,,,,645,
114,1595,GRBU,3,GRBU_003,Basin2005,7,9-May-13,2013,1,0,1,alive,use,20380,11740,,9.18,9.28,9.19,9.22,25087.3,17683.9,42771.2,890,
2115,3594,GRBU,3,GRBU_003,Basin2005,7,22-Mar-12,2012,2,1,2,alive,,,,,2.8,,,2.8,,,,,
115,1594,GRBU,3,GRBU_003,Basin2005,7,9-May-13,2013,2,1,2,alive,,3440,3363.5,,4.52,,,4.52,4707.3,5943.9,10651.2,,
2116,3567,GRBU,3,GRBU_003,Basin2005,7,22-Mar-12,2012,3,2,3,alive,,,,,0.69,,,0.69,,,,,
116,1567,GRBU,3,GRBU_003,Basin2005,7,3-May-13,2013,3,2,3,alive,,1267.3,2580.4,,3.02,,,3.02,1267.3,2580.4,3847.7,,
117,1564,GRBU,3,GRBU_003,Basin2005,7,3-May-13,2013,shed,,,alive,,608.5,,,,,,,,,,,
2118,3459,GRBU,5,GRBU_005,Basin2005,7,22-May-12,2012,1,0,1,dead,do_not_use,,,,4.22,,,4.22,,,,,
118,1459,GRBU,5,GRBU_005,Basin2005,7,10-May-13,2013,1,0,1,dead,do_not_use,3060,,,4.38,4.36,4.35,4.36,,,,395,
2119,3457,GRBU,6,GRBU_006,Basin2005,7,23-Mar-12,2012,1,0,1,dead,do_not_use,,,,5.56,5.6,5.7,5.62,,,,435,
119,1457,GRBU,6,GRBU_006,Basin2005,7,10-May-13,2013,1,0,1,dead,do_not_use,2013.3,0,,5.84,5.81,5.86,5.84,4404.7,300,4704.7,440,dead plant
2120,3455,GRBU,6,GRBU_006,Basin2005,7,23-Mar-12,2012,1.2,1,9,dead,do_not_use,,,,2.84,,,2.84,,,,,
120,1455,GRBU,6,GRBU_006,Basin2005,7,10-May-13,2013,1.2,1,9,dead,do_not_use,713.4,0,,2.93,,,2.93,713.4,0,713.4,,dead plant
2121,3456,GRBU,6,GRBU_006,Basin2005,7,23-Mar-12,2012,2,1,2,dead,do_not_use,,,,4.01,,,4.01,,,,,
121,1456,GRBU,6,GRBU_006,Basin2005,7,10-May-13,2013,2,1,2,dead,do_not_use,1678,0,,4.06,,,4.06,1678,300,1978,,300 mg dry leaves still attached to plant; recently dead
2122,3358,GRBU,7,GRBU_007,Basin2005,7,23-Mar-12,2012,1,0,1,alive,use,,,,6.51,6.61,6.57,6.56,,,,510,
122,1358,GRBU,7,GRBU_007,Basin2005,7,10-May-13,2013,1,0,1,alive,use,8980,3410,,10.79,11.22,11.41,11.14,10981.3,5154.3,16135.6,580,
2123,3427,GRBU,7,GRBU_007,Basin2005,7,23-Mar-12,2012,2,1,2,alive,,,,,3.61,,,3.61,,,,,
123,1427,GRBU,7,GRBU_007,Basin2005,7,10-May-13,2013,2,1,2,alive,,1730.1,1099.8,,3.99,,,3.99,2001.3,1744.3,3745.6,,
2124,3428,GRBU,7,GRBU_007,Basin2005,7,23-Mar-12,2012,3,2,3,alive,,,,,1.29,,,1.29,,,,,
124,1428,GRBU,7,GRBU_007,Basin2005,7,10-May-13,2013,3,2,3,alive,,196.1,411.3,,1.94,,,1.94,271.2,644.5,915.7,,
2125,3429,GRBU,7,GRBU_007,Basin2005,7,23-Mar-12,2012,4,3,4,alive,,,,,,,,,,,,,
125,1429,GRBU,7,GRBU_007,Basin2005,7,10-May-13,2013,4,3,4,alive,,75.1,233.2,,1.09,,,1.09,75.1,233.2,308.3,,
126,1434,GRBU,7,GRBU_007,Basin2005,7,10-May-13,2013,shed,,,alive,,681.7,,,,,,,,,,,
2127,3568,GRBU,8,GRBU_008,Basin2005,7,23-Mar-12,2012,1,0,1,alive,use,,,,4.2,4.22,4.37,4.26,,,,470,
127,1568,GRBU,8,GRBU_008,Basin2005,7,3-May-13,2013,1,0,1,alive,use,5650,1541.1,,6.77,6.95,7.04,6.92,6867,3582.5,10449.5,535,
2128,3566,GRBU,8,GRBU_008,Basin2005,7,23-Mar-12,2012,2,1,2,alive,,,,,1.93,,,1.93,,,,,
128,1566,GRBU,8,GRBU_008,Basin2005,7,3-May-13,2013,2,1,2,alive,,1057.4,1596.9,,2.87,,,2.87,1217,2041.4,3258.4,,
2129,,GRBU,8,GRBU_008,Basin2005,7,23-Mar-12,2012,3,2,3,alive,,,,,,,,,,,,,
129,,GRBU,8,GRBU_008,Basin2005,7,9-May-13,2013,3,2,3,alive,,159.6,444.5,,1.51,,,1.51,159.6,444.5,604.1,,
130,1571,GRBU,8,GRBU_008,Basin2005,7,3-May-13,2013,shed,,,alive,,132.2,,,,,,,,,,,
2131,,GRBU,9,GRBU_009,Basin2005,7,23-Mar-12,2012,1,0,1,alive,use,,,,6.9,6.64,6.61,6.72,,,,760,
