sort2,sort1,species,replicate,tag_ID,site,age,date,year,segment,node_below,node_above,plant_status,use_status,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,diameter_ave,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
,39,GRSP,152,GRSP_152,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,393,391,391,391.6666667,,,,620,
,141,GRSP,152,GRSP_152,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,9.25,5.29,,587,623,589,,,,,718,
,,GRSP,152,GRSP_152,Waratah2011,3,14-Jun-13,2013,2,1,2,alive,,,,,247,,,,,,,,
,,GRSP,152,GRSP_152,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,3.6036,2.2951,,393,,,,,,,,
,,GRSP,152,GRSP_152,Waratah2011,3,14-Jun-13,2013,3,2,3,alive,,,,,144,,,,,,,,
,,GRSP,152,GRSP_152,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,1.0372,1.2353,,269,,,,,,,,
,,GRSP,152,GRSP_152,Waratah2011,3,31-Jul-14,2014,4,3,4,alive,,0.1286,0.3188,,156,,,,,,,,
,,GRSP,152,GRSP_152,Waratah2011,3,31-Jul-14,2014,5,4,5,alive,,0.068,0.2463,,124,,,,,,,,
,40,GRSP,153,GRSP_153,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,524,530,532,528.6666667,,,,360,
,142,GRSP,153,GRSP_153,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,14.65,13.55,,946,985,958,,,,,445,
,,GRSP,153,GRSP_153,Waratah2011,3,14-Jun-13,2013,2,1,2,alive,,,,,311,,,,,,,,
,,GRSP,153,GRSP_153,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,4.343,5.0577,,564,,,,,,,,
,,GRSP,153,GRSP_153,Waratah2011,3,14-Jun-13,2013,3,2,3,alive,,,,,170,,,,,,,,
,,GRSP,153,GRSP_153,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.7562,0.9669,,315,,,,,,,,
,,GRSP,153,GRSP_153,Waratah2011,3,31-Jul-14,2014,4,3,4,alive,,0.2159,0.5283,,145,,,,,,,,
,41,GRSP,154,GRSP_154,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,268,280,293,280.3333333,,,,415,
,143,GRSP,154,GRSP_154,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,2.9912,2.4206,,435,452,458,,,,,355,
,,GRSP,154,GRSP_154,Waratah2011,3,18-Jun-13,2013,2,1,2,alive,,,,,171,,,,,,,,
,,GRSP,154,GRSP_154,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,1.2879,1.8841,,309,,,,,,,,
,,GRSP,154,GRSP_154,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.0875,0.1958,,97,,,,,,,,
,42,GRSP,155,GRSP_155,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,313,329,319,320.3333333,,,,287,
,144,GRSP,155,GRSP_155,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,7.53,7.05,,709,750,736,,,,,450,
,,GRSP,155,GRSP_155,Waratah2011,3,18-Jun-13,2013,2,1,2,alive,,,,,114,,,,,,,,
,,GRSP,155,GRSP_155,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,1.2161,1.8066,,314,,,,,,,,
,,GRSP,155,GRSP_155,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.5236,0.8871,,220,,,,,,,,
,,GRSP,155,GRSP_155,Waratah2011,3,30-Jul-14,2014,4,3,4,alive,,0.2216,0.4194,,142,,,,,,,,
,43,GRSP,156,GRSP_156,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,431,428,420,426.3333333,,,,366,
,145,GRSP,156,GRSP_156,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,6.47,4.3,,664,670,670,,,,,660,
,,GRSP,156,GRSP_156,Waratah2011,3,18-Jun-13,2013,2,1,2,alive,,,,,210,,,,,,,,
,,GRSP,156,GRSP_156,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,4.87,4.587,,517,,,,,,,,
,,GRSP,156,GRSP_156,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,1.629,2.6964,,288,,,,,,,,
,,GRSP,156,GRSP_156,Waratah2011,3,31-Jul-14,2014,4,3,4,alive,,0.2276,0.5269,,139,,,,,,,,
,44,GRSP,157,GRSP_157,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,648,648,643,646.3333333,,,,565,
,146,GRSP,157,GRSP_157,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,46.26,47.96,,1033,1028,1073,,,,,925,
,,GRSP,157,GRSP_157,Waratah2011,3,18-Jun-13,2013,2,1,2,alive,,,,,359,,,,,,,,
,,GRSP,157,GRSP_157,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,11.03,12.89,,651,,,,,,,,
,,GRSP,157,GRSP_157,Waratah2011,3,18-Jun-13,2013,3,2,3,alive,,,,,152,,,,,,,,
,,GRSP,157,GRSP_157,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,7.92,10.34,,502,,,,,,,,
,,GRSP,157,GRSP_157,Waratah2011,3,18-Jun-13,2013,4,3,4,alive,,,,,97,,,,,,,,
,,GRSP,157,GRSP_157,Waratah2011,3,31-Jul-14,2014,4,3,4,alive,,3.13,4.0266,,398,,,,,,,,
,,GRSP,157,GRSP_157,Waratah2011,3,31-Jul-14,2014,5,4,5,alive,,1.88,2.8147,,310,,,,,,,,
,,GRSP,157,GRSP_157,Waratah2011,3,31-Jul-14,2014,6,5,6,alive,,0.2757,0.5048,,134,,,,,,,,
,45,HATE,151,HATE_151,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,244,243,239,242,,,,255,
,147,HATE,151,HATE_151,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,1.1861,1.4219,,350,348,362,,,,,488,
,,HATE,151,HATE_151,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.4697,2.2079,,239,,,,,,,,
,,HATE,151,HATE_151,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.0732,0.4114,,110,,,,,,,,
,46,HATE,152,HATE_152,Waratah2011,3,14-Jun-13,2013,1,0,1,dead,use,,,,357,352,352,353.6666667,,,,243,
,47,HATE,153,HATE_153,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,656,660,610,642,,,,780,
,149,HATE,153,HATE_153,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,19.31,19.09,,1011,1024,1063,,,,,1330,
,,HATE,153,HATE_153,Waratah2011,3,14-Jun-13,2013,2,1,2,alive,,,,,237,,,,,,,,
,,HATE,153,HATE_153,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,5.46,9.77,,630,,,,,,,,
,,HATE,153,HATE_153,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,2.7676,2.767,,410,,,,,,,,
,,HATE,153,HATE_153,Waratah2011,3,31-Jul-14,2014,4,3,4,alive,,0.3679,1.0291,,216,,,,,,,,
,48,HATE,154,HATE_154,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,341,345,345,343.6666667,,,,545,
,150,HATE,154,HATE_154,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,5.4745,2.1745,,606,601,605,,,,,1224,
,,HATE,154,HATE_154,Waratah2011,3,18-Jun-13,2013,2,1,2,alive,,,,,145,,,,,,,,
,,HATE,154,HATE_154,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,1.096,1.3888,,476,,,,,,,,
,,HATE,154,HATE_154,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,2.0001,3.151,,386,,,,,,,,
,,HATE,154,HATE_154,Waratah2011,3,31-Jul-14,2014,4,3,4,alive,,0.5975,1.5219,,230,,,,,,,,
,49,HATE,155,HATE_155,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,531,569,533,544.3333333,,,,564,
,151,HATE,155,HATE_155,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,4.5894,3.0407,,725,742,722,,,,,885,
,,HATE,155,HATE_155,Waratah2011,3,18-Jun-13,2013,2,1,2,alive,,,,,354,,,,,,,,
,,HATE,155,HATE_155,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,4.23,6.54,,551,,,,,,,,
,,HATE,155,HATE_155,Waratah2011,3,18-Jun-13,2013,3,2,3,alive,,,,,191,,,,,,,,
,,HATE,155,HATE_155,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,2.7288,3.8062,,462,,,,,,,,
,,HATE,155,HATE_155,Waratah2011,3,31-Jul-14,2014,4,3,4,alive,,0.7193,1.9526,,267,,,,,,,,
,,HATE,155,HATE_155,Waratah2011,3,31-Jul-14,2014,5,4,5,alive,,0.2275,0.6316,,191,,,,,,,,
,50,HATE,156,HATE_156,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,213,219,226,219.3333333,,,,197,
,152,HATE,156,HATE_156,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,1.1246,1.5575,,405,439,420,,,,,578,
,,HATE,156,HATE_156,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.4476,1.2519,,259,,,,,,,,
,,HATE,156,HATE_156,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.3003,1.5903,,178,,,,,,,,
,51,HATE,157,HATE_157,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,254,267,258,259.6666667,,,,230,
,153,HATE,157,HATE_157,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,1.7868,2.6017,,439,442,443,,,,,705,
,,HATE,157,HATE_157,Waratah2011,3,18-Jun-13,2013,2,1,2,alive,,,,,221,,,,,,,,
,,HATE,157,HATE_157,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.7065,1.6093,,385,,,,,,,,
,,HATE,157,HATE_157,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.3312,1.4519,,262,,,,,,,,"IF #S WEIRD, possible that all diameters off by 1 - divisions, but not segment names marked on map"
,52,HATE ,161,HATE _161,Waratah2011,3,3-Sep-13,2013,1,0,1,alive,use,,,,267,259,273,266.3333333,,,,160,
,154,HATE ,161,HATE _161,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.3675,0.2106,,399,433,415,,,,,388,
,,HATE ,161,HATE _161,Waratah2011,3,3-Sep-13,2013,2,1,2,alive,,,,,179,,,,,,,,
,,HATE ,161,HATE _161,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.3637,0.8859,,271,,,,,,,,
,,HATE ,161,HATE _161,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.3726,1.7982,,184,,,,,,,,
,53,HEPU,151,HEPU_151,Waratah2011,3,13-Jun-13,2013,1,0,1,alive,use,,,,126,122,124,124,,,,215,
,155,HEPU,151,HEPU_151,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.3328,0.3271,,220,211,215,,,,,247,
,,HEPU,151,HEPU_151,Waratah2011,3,13-Jun-13,2013,2,1,2,alive,,,,,41,,,,,,,,
,,HEPU,151,HEPU_151,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.034,0.091,,82,,,,,,,,
,,HEPU,151,HEPU_151,Waratah2011,3,30-Jul-14,2014,1.2,1,9,alive,,0.0238,0.0823,,56,,,,,,,,
,54,HEPU,152,HEPU_152,Waratah2011,3,13-Jun-13,2013,1,0,1,alive,use,,,,146,150,156,150.6666667,,,,274,
,156,HEPU,152,HEPU_152,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,1.0154,0.952,,349,355,345,,,,,417,
,,HEPU,152,HEPU_152,Waratah2011,3,13-Jun-13,2013,2,1,2,alive,,,,,61,,,,,,,,
,,HEPU,152,HEPU_152,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.3869,0.3805,,175,,,,,,,,
,,HEPU,152,HEPU_152,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.0875,0.1127,,96,,,,,,,,
,55,HEPU,153,HEPU_153,Waratah2011,3,13-Jun-13,2013,1,0,1,alive,use,,,,143,145,139,142.3333333,,,,305,
,157,HEPU,153,HEPU_153,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.7387,0.8143,,233,234,239,,,,,452,
,,HEPU,153,HEPU_153,Waratah2011,3,13-Jun-13,2013,2,1,2,alive,,,,,67,,,,,,,,
,,HEPU,153,HEPU_153,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.0843,0.1606,,115,,,,,,,,
,,HEPU,153,HEPU_153,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.0757,0.1436,,76,,,,,,,,
,56,HEPU,154,HEPU_154,Waratah2011,3,13-Jun-13,2013,1,0,1,alive,use,,,,153,141,145,146.3333333,,,,330,
,158,HEPU,154,HEPU_154,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.3944,0.304,,221,227,204,,,,,602,
,,HEPU,154,HEPU_154,Waratah2011,3,13-Jun-13,2013,2,1,2,alive,,,,,91,,,,,,,,
,,HEPU,154,HEPU_154,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.3697,0.41,,149,,,,,,,,
,,HEPU,154,HEPU_154,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.0937,0.1145,,79,,,,,,,,
,57,HEPU,155,HEPU_155,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,96,100,93,96.33333333,,,,270,
,159,HEPU,155,HEPU_155,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.2233,0.1759,,128,126,126,,,,,190,
,,HEPU,155,HEPU_155,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.002055,0.006079,,30,,,,,,,,check if this looks right; not sure I correctly marked segment cut location
,,HEPU,155,HEPU_155,Waratah2011,3,31-Jul-14,2014,1.2,1,9,alive,,0.002985,0.00812,,35,,,,,,,,
,58,HEPU,156,HEPU_156,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,143,146,148,145.6666667,,,,375,
,160,HEPU,156,HEPU_156,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.312,0.1869,,193,182,201,,,,,353,
,,HEPU,156,HEPU_156,Waratah2011,3,14-Jun-13,2013,2,1,2,alive,,,,,81,,,,,,,,
,,HEPU,156,HEPU_156,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.1502,0.2159,,122,,,,,,,,
,,HEPU,156,HEPU_156,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.001325,0.005294,,30,,,,,,,,
,59,HEPU,157,HEPU_157,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,161,159,167,162.3333333,,,,320,
,161,HEPU,157,HEPU_157,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.7765,0.4537,,246,243,269,,,,,487,
,,HEPU,157,HEPU_157,Waratah2011,3,14-Jun-13,2013,2,1,2,alive,,,,,103,,,,,,,,
,,HEPU,157,HEPU_157,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.4816,0.5462,,167,,,,,,,,
,,HEPU,157,HEPU_157,Waratah2011,3,14-Jun-13,2013,3,2,3,alive,,,,,35,,,,,,,,
,,HEPU,157,HEPU_157,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.0778,0.1138,,87,,,,,,,,
,,HEPU,157,HEPU_157,Waratah2011,3,30-Jul-14,2014,4,3,4,alive,,0.0255,0.0448,,40,,,,,,,,
,60,LEES,152,LEES_152,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,159,141,157,152.3333333,,,,165,
,162,LEES,152,LEES_152,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.7015,0.7303,,239,263,236,,,,,312,
,,LEES,152,LEES_152,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.1136,0.2159,,122,,,,,,,,
,,LEES,152,LEES_152,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.0217,0.0701,,85,,,,,,,,
,61,LEES,153,LEES_153,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,162,166,168,165.3333333,,,,270,
,163,LEES,153,LEES_153,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,1.5561,0.5408,,345,364,345,,,,,478,
,,LEES,153,LEES_153,Waratah2011,3,14-Jun-13,2013,2,1,2,alive,,,,,136,,,,,,,,
,,LEES,153,LEES_153,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,1.1344,2.1259,,256,,,,,,,,
,,LEES,153,LEES_153,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.1531,0.2897,,139,,,,,,,,
,,LEES,153,LEES_153,Waratah2011,3,31-Jul-14,2014,4,3,4,alive,,0.0194,0.0861,,77,,,,,,,,
,62,LEES,155,LEES_155,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,50,53,58,53.66666667,,,,55,
,164,LEES,155,LEES_155,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.0331,0.0185,,74,77,87,,,,,100,
,,LEES,155,LEES_155,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.0145,0.0832,,65,,,,,,,,
,63,LEES,156,LEES_156,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,107,115,109,110.3333333,,,,158,
,165,LEES,156,LEES_156,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.4197,0.2183,,255,238,237,,,,,360,
,,LEES,156,LEES_156,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.3065,0.4545,,175,,,,,,,,
,,LEES,156,LEES_156,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.0372,0.0848,,110,,,,,,,,
,,LEES,156,LEES_156,Waratah2011,3,31-Jul-14,2014,4,3,4,alive,,0.0226,0.067,,58,,,,,,,,
,64,LEES,157,LEES_157,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,140,134,139,137.6666667,,,,218,
,166,LEES,157,LEES_157,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.6217,0.5071,,203,195,221,,,,,343,
,,LEES,157,LEES_157,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.1007,0.1988,,112,,,,,,,,
,65,PELA,151,PELA_151,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,122,112,120,118,,,,58,
,167,PELA,151,PELA_151,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.0868,0.3907,,111,123,119,,,,,65,
,66,PELA,152,PELA_152,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,211,204,230,215,,,,83,
,168,PELA,152,PELA_152,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.3768,0.9457,,289,296,284,,,,,163,
,,PELA,152,PELA_152,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.2144,1.9706,,217,,,,,,,,
,67,PELA,153,PELA_153,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,295,280,277,284,,,,215,
,169,PELA,153,PELA_153,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.556,0,,604,587,595,,,,,342,
,,PELA,153,PELA_153,Waratah2011,3,18-Jun-13,2013,2,1,2,alive,,,,,240,,,,,,,,
,,PELA,153,PELA_153,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,1.1592,2.5657,,437,429,,,,,,,
,,PELA,153,PELA_153,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.565,3.5427,,333,329,,,,,,,
,68,PELA,154,PELA_154,Waratah2011,3,18-Jun-13,2013,1,0,1,dead,use,,,,191,181,195,189,,,,64,
,69,PELA,155,PELA_155,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,205,204,204,204.3333333,,,,75,
,171,PELA,155,PELA_155,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.3436,1.5908,,275,276,276,,,,,137,
,,PELA,155,PELA_155,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.1462,1.4137,,232,222,,,,,,,
,70,PELA,156,PELA_156,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,146,164,153,154.3333333,,,,31,
,172,PELA,156,PELA_156,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.0577,0.1076,,177,178,172,,,,,62,
,,PELA,156,PELA_156,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.0616,0.1405,,147,,,,,,,,
,71,PELA,157,PELA_157,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,186,184,179,183,,,,74,
,173,PELA,157,PELA_157,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.2272,0.7455,,282,305,287,,,,,145,
,,PELA,157,PELA_157,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.1608,1.3048,,209,,,,,,,,
,72,PELA,158,PELA_158,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,153,141,139,144.3333333,,,,105,
,174,PELA,158,PELA_158,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.2114,0.3889,,221,212,199,,,,,223,
,,PELA,158,PELA_158,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.1615,1.0397,,144,,,,,,,,
,73,PELA,161,PELA_161,Waratah2011,3,20-Sep-13,2013,1,0,1,alive,use,,,,250,245,247,247.3333333,,,,155,
,175,PELA,161,PELA_161,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.4838,0.3371,,415,405,398,,,,,341,need to find old map
,,PELA,161,PELA_161,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.8676,3.3234,,291,,,,,,,,
,,PELA,161,PELA_161,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.1281,0.742,,174,,,,,,,,
,74,PELA,162,PELA_162,Waratah2011,3,20-Sep-13,2013,1,0,1,alive,use,,,,227,231,222,226.6666667,,,,105,
,176,PELA,162,PELA_162,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.163,0,,363,360,358,,,,,240,
,,PELA,162,PELA_162,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.6462,2.9239,,320,,,,,,,,
,,PELA,162,PELA_162,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.1844,1.7995,,211,,,,,,,,
,75,PEPU,151,PEPU_151,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,221,206,204,210.3333333,,,,55,
,177,PEPU,151,PEPU_151,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.1163,0.2551,,274,262,272,,,,,96,
,,PEPU,151,PEPU_151,Waratah2011,3,14-Jun-13,2013,2,1,2,alive,,,,,157,,,,,,,,
,,PEPU,151,PEPU_151,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.0676,0.2659,,223,,,,,,,,
,,PEPU,151,PEPU_151,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.0899,1.1282,,190,,,,,,,,
,76,PEPU,152,PEPU_152,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,131,147,141,139.6666667,,,,24,
,178,PEPU,152,PEPU_152,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.006674,0.004086,,133,141,150,,,,,28,
,,PEPU,152,PEPU_152,Waratah2011,3,14-Jun-13,2013,2,1,2,alive,,,,,92,,,,,,,,
,,PEPU,152,PEPU_152,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.01,0.054,,101,,,,,,,,
,,PEPU,152,PEPU_152,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.003999,0.0452,,74,,,,,,,,
,77,PEPU,153,PEPU_153,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,158,156,152,155.3333333,,,,25,
,179,PEPU,153,PEPU_153,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.0695,0.1738,,201,205,198,,,,,90,
,,PEPU,153,PEPU_153,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.039,0.2561,,170,,,,,,,,
,,PEPU,153,PEPU_153,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.0412,0.5125,,129,,,,,,,,
,78,PEPU,154,PEPU_154,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,157,166,174,165.6666667,,,,30,
,180,PEPU,154,PEPU_154,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.0431,0.2061,,206,181,177,,,,,47,
,,PEPU,154,PEPU_154,Waratah2011,3,14-Jun-13,2013,2,1,2,alive,,,,,120,,,,,,,,
,,PEPU,154,PEPU_154,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.0281,0.0801,,141,151,,,,,,,
,,PEPU,154,PEPU_154,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.0271,0.3682,,125,,,,,,,,
,79,PEPU,155,PEPU_155,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,139,131,131,133.6666667,,,,105,
,181,PEPU,155,PEPU_155,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.0772,0.0228,,267,272,260,,,,,350,
,,PEPU,155,PEPU_155,Waratah2011,3,14-Jun-13,2013,2,1,2,alive,,,,,112,,,,,,,,
,,PEPU,155,PEPU_155,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.1468,0.5308,,191,,,,,,,,
,,PEPU,155,PEPU_155,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.2452,1.0695,,153,,,,,,,,
,80,PEPU,156,PEPU_156,Waratah2011,3,14-Jun-13,2013,1,0,1,alive,use,,,,80,95,83,86,,,,35,
,182,PEPU,156,PEPU_156,Waratah2011,3,31-Jul-14,2014,1,0,1,alive,use,0.0389,0.0436,,129,144,142,,,,,170,
,,PEPU,156,PEPU_156,Waratah2011,3,31-Jul-14,2014,2,1,2,alive,,0.0347,0.1667,,129,137,,,,,,,
,,PEPU,156,PEPU_156,Waratah2011,3,31-Jul-14,2014,3,2,3,alive,,0.0681,0.3884,,103,102,,,,,,,
,81,PEPU,157,PEPU_157,Waratah2011,3,18-Jun-13,2013,1,0,1,alive,use,,,,110,112,114,112,,,,30,
,183,PEPU,157,PEPU_157,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.0554,0.2027,,177,169,180,,,,,51,
,,PEPU,157,PEPU_157,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,0.019,0.2444,,136,,,,,,,,
,82,PEPU,158,PEPU_158,Waratah2011,3,18-Jun-13,2013,1,0,1,dead,use,,,,170,169,185,174.6666667,,,,35,
,83,PHPH,161,PHPH_161,Waratah2011,3,3-Sep-13,2013,1,0,1,alive,use,,,,,,,,,,,310,
,185,PHPH,161,PHPH_161,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,1.8868,2.1141,,505,552,528,,,,,455,need final basal diameter
,,PHPH,161,PHPH_161,Waratah2011,3,3-Sep-13,2013,2,1,2,alive,,,,,159,167,164,,,,,,
,,PHPH,161,PHPH_161,Waratah2011,3,30-Jul-14,2014,2,1,2,alive,,1.2528,1.4019,,336,323,312,,,,,,
,,PHPH,161,PHPH_161,Waratah2011,3,30-Jul-14,2014,3,2,3,alive,,0.134,0.4424,,151,,,,,,,,
,84,PHPH,162,PHPH_162,Waratah2011,3,3-Sep-13,2013,1,0,1,alive,use,,,,148,147,136,143.6666667,,,,242,
,186,PHPH,162,PHPH_162,Waratah2011,3,30-Jul-14,2014,1,0,1,alive,use,0.397,0.5685,,251,244,242,,,,,358,
,,PHPH,162,PHPH_162,Waratah2011,3,3-Sep-13,2013,2,1,2,alive,,,,,119,,,,,,,,
