species,replicate,tag_ID,site,age,date_tagged,use_RA_calc,use_allometric
PILI,110,PILI_110,Waratah2011,1.4,15-Jun-12,use,use
PILI,111,PILI_111,Waratah2011,1.4,30-Aug-12,use,use
PILI,401,PILI_401,Basin2007,5,20-Apr-12,use,use
PILI,402,PILI_402,Basin2007,5,20-Apr-12,use,use
PILI,403,PILI_403,Basin2007,5,20-Apr-12,use,use
PILI,404,PILI_404,Basin2007,5,26-Apr-12,use,use
PILI,405,PILI_405,Basin2007,5,26-Apr-12,use,use
PILI,406,PILI_406,Basin2007,5,26-Apr-12,use,use
PILI,407,PILI_407,Basin2007,5,27-Apr-12,use,use
PILI,801,PILI_801,Waratah2003,9,17-May-12,do_not_use,do_not_use
PILI,802,PILI_802,Waratah2003,9,15-May-12,do_not_use,do_not_use
PILI,803,PILI_803,Waratah2003,9,15-May-12,use,use
PILI,804,PILI_804,Waratah2003,9,17-May-12,use,use
PILI,805,PILI_805,Waratah2003,9,17-May-12,use,use
PILI,807,PILI_807,Waratah2003,9,18-May-12,do_not_use,do_not_use
PILI,901,PILI_901,Basin1981,32,7-Jun-12,do_not_use,do_not_use
PILI,902,PILI_902,Basin1981,32,7-Jun-12,do_not_use,do_not_use
PILI,903,PILI_903,Basin1981,32,14-Jun-12,do_not_use,do_not_use
PILI,904,PILI_904,Basin1981,32,28-Jun-12,do_not_use,do_not_use
PILI,905,PILI_905,Basin1981,32,28-Jun-12,do_not_use,do_not_use
PILI,906,PILI_906,Basin1981,32,28-Jun-12,do_not_use,do_not_use
PILI,907,PILI_907,Basin1981,32,28-Jun-12,do_not_use,do_not_use
PUTU,1,PUTU_001,Basin2005,7,15-Mar-12,use,use
PUTU,2,PUTU_002,Basin2005,7,1-May-12,use,use
PUTU,3,PUTU_003,Basin2005,7,3-May-12,use,use
PUTU,4,PUTU_004,Basin2005,7,3-May-12,use,use
PUTU,5,PUTU_005,Basin2005,7,3-May-12,use,use
PUTU,6,PUTU_006,Basin2005,7,3-May-12,use,use
PUTU,7,PUTU_007,Basin2005,7,3-May-12,use,use
PUTU,101,PUTU_101,Waratah2011,1.4,4-May-12,use,use
PUTU,102,PUTU_102,Waratah2011,1.4,4-May-12,use,use
PUTU,103,PUTU_103,Waratah2011,1.4,4-May-12,use,use
PUTU,105,PUTU_105,Waratah2011,1.4,4-May-12,use,use
PUTU,106,PUTU_106,Waratah2011,1.4,4-May-12,use,use
PUTU,107,PUTU_107,Waratah2011,1.4,4-May-12,use,use
PUTU,108,PUTU_108,Waratah2011,1.4,9-Aug-12,use,use
PUTU,109,PUTU_109,Waratah2011,1.4,30-Aug-12,use,use
PUTU,401,PUTU_401,Basin2007,5,26-Apr-12,use,use
PUTU,402,PUTU_402,Basin2007,5,26-Apr-12,use,use
PUTU,403,PUTU_403,Basin2007,5,26-Apr-12,use,use
PUTU,404,PUTU_404,Basin2007,5,26-Apr-12,use,use
PUTU,405,PUTU_405,Basin2007,5,26-Apr-12,use,use
PUTU,406,PUTU_406,Basin2007,5,26-Apr-12,use,use
PUTU,407,PUTU_407,Basin2007,5,27-Apr-12,use,use
PUTU,801,PUTU_801,Waratah2003,9,11-May-12,use,use
PUTU,802,PUTU_802,Waratah2003,9,11-May-12,use,use
PUTU,803,PUTU_803,Waratah2003,9,11-May-12,use,use
PUTU,804,PUTU_804,Waratah2003,9,15-May-12,use,use
PUTU,805,PUTU_805,Waratah2003,9,15-May-12,use,use
PUTU,806,PUTU_806,Waratah2003,9,15-May-12,use,use
PUTU,807,PUTU_807,Waratah2003,9,15-May-12,use,use
PUTU,902,PUTU_902,Basin1981,32,7-Jun-12,use,use
PUTU,903,PUTU_903,Basin1981,32,7-Jun-12,use,use
PUTU,904,PUTU_904,Basin1981,32,7-Jun-12,use,use
PUTU,905,PUTU_905,Basin1981,32,7-Jun-12,use,use
PUTU,906,PUTU_906,Basin1981,32,7-Jun-12,use,use
PUTU,907,PUTU_907,Basin1981,32,8-Jun-12,use,use
PUTU,908,PUTU_908,Basin1981,32,7-Aug-12,use,use
BAER,151,BAER_151,Waratah2011,2.4,14-Jun-13,use,use
BAER,152,BAER_152,Waratah2011,2.4,14-Jun-13,use,use
BAER,153,BAER_153,Waratah2011,2.4,14-Jun-13,use,use
BAER,154,BAER_154,Waratah2011,2.4,14-Jun-13,use,use
BAER,155,BAER_155,Waratah2011,2.4,14-Jun-13,use,use
BAER,156,BAER_156,Waratah2011,2.4,14-Jun-13,use,use
BAER,157,BAER_157,Waratah2011,2.4,18-Jun-13,use,use
BAER,301,BAER_301,Wilunga2012,1.35,18-Jun-13,use,use
BAER,302,BAER_302,Wilunga2012,1.35,18-Jun-13,use,use
BAER,303,BAER_303,Wilunga2012,1.35,18-Jun-13,use,use
BAER,306,BAER_306,Wilunga2012,1.35,18-Jun-13,use,use
BAER,308,BAER_308,Wilunga2012,1.35,18-Jun-13,use,use
BAER,309,BAER_309,Wilunga2012,1.35,27-Jun-13,use,use
BAER,311,BAER_311,Wilunga2012,1.35,27-Jun-13,use,use
BAER,315,BAER_315,Wilunga2012,1.35,27-Jun-13,use,use
BAER,B-01,BAER_B-01,baby,0.1,28-Jun-13,do_not_use,use
BAER,B-02,BAER_B-02,baby,0.1,28-Jun-13,do_not_use,use
BAER,B-03,BAER_B-03,baby,0.1,28-Jun-13,do_not_use,use
BAER,B-04,BAER_B-04,baby,0.1,28-Jun-13,do_not_use,use
BAER ,B-05,BAER_B-05,baby,0.1,28-Jun-13,do_not_use,use
BAER,B-06,BAER_B-06,baby,0.1,28-Jun-13,do_not_use,use
BAER,B-09,BAER_B-09,baby,0.1,22-Jan-14,do_not_use,use
BAER,B-099,BAER_B-099,baby,0.1,22-Jan-14,do_not_use,use
BAER,B-10,BAER_B-10,baby,0.1,22-Jan-14,do_not_use,use
BOLE,151,BOLE_151,Waratah2011,2.4,14-Jun-13,use,use
BOLE,152,BOLE_152,Waratah2011,2.4,14-Jun-13,use,use
BOLE,153,BOLE_153,Waratah2011,2.4,14-Jun-13,use,use
BOLE,154,BOLE_154,Waratah2011,2.4,14-Jun-13,use,use
BOLE,155,BOLE_155,Waratah2011,2.4,14-Jun-13,use,use
BOLE,156,BOLE_156,Waratah2011,2.4,14-Jun-13,use,use
BOLE,157,BOLE_157,Waratah2011,2.4,14-Jun-13,use,use
BOLE,303,BOLE_303,Wilunga2012,1.35,18-Jun-13,use,use
BOLE,305,BOLE_305,Wilunga2012,1.35,18-Jun-13,use,use
BOLE,306,BOLE_306,Wilunga2012,1.35,18-Jun-13,use,use
BOLE,307,BOLE_307,Wilunga2012,1.35,27-Jun-13,use,use
BOLE,308,BOLE_308,Wilunga2012,1.35,27-Jun-13,use,use
BOLE,313,BOLE_313,Wilunga2012,1.35,27-Jun-13,use,use
BOLE,316,BOLE_316,Wilunga2012,1.35,27-Jun-13,use,use
BOLE,317,BOLE_317,Wilunga2012,1.35,28-Jun-13,use,use
BOLE,B-01,BOLE_B-01,baby,0.1,28-Jun-13,do_not_use,use
BOLE,B-02,BOLE_B-02,baby,0.1,28-Jun-13,do_not_use,use
BOLE,B-03,BOLE_B-03,baby,0.1,28-Jun-13,do_not_use,use
BOLE,B-04,BOLE_B-04,baby,0.1,28-Jun-13,do_not_use,use
BOLE,B-07,BOLE_B-07,baby,0.1,22-Jan-14,do_not_use,use
BOLE,B-08,BOLE_B-08,baby,0.1,22-Jan-14,do_not_use,use
BOLE,B-10,BOLE_B-10,baby,0.1,22-Jan-14,do_not_use,use
COER,152,COER_152,Waratah2011,2.4,14-Jun-13,use,use
COER,153,COER_153,Waratah2011,2.4,14-Jun-13,use,use
COER,154,COER_154,Waratah2011,2.4,14-Jun-13,use,use
COER,156,COER_156,Waratah2011,2.4,14-Jun-13,use,use
COER,157,COER_157,Waratah2011,2.4,14-Jun-13,use,use
COER,158,COER_158,Waratah2011,2.4,14-Jun-13,use,use
COER,159,COER_159,Waratah2011,2.4,14-Jun-13,use,use
COER,159b,COER_159b,Waratah2011,2.4,18-Jun-13,use,use
COER,160,COER_160,Waratah2011,1.4,21-Jan-14,do_not_use,do_not_use
COER,321,COER_321,Wilunga2012,1.35,3-Sep-13,use,use
COER,322,COER_322,Wilunga2012,1.35,3-Sep-13,use,use
COER,324,COER_324,Wilunga2012,1.35,3-Sep-13,use,use
COER,327,COER_327,Wilunga2012,1.35,3-Sep-13,use,use
COER,B-01,COER_B-01,baby,0.1,22-Jan-14,do_not_use,use
COER,B-02,COER_B-02,baby,0.1,22-Jan-14,do_not_use,use
COER,B-03,COER_B-03,baby,0.1,22-Jan-14,do_not_use,use
COER,B-04,COER_B-04,baby,0.1,22-Jan-14,do_not_use,use
COER,B-05,COER_B-05,baby,0.1,27-Jan-14,do_not_use,use
COER,B-06,COER_B-06,baby,0.1,27-Jan-14,do_not_use,use
EPMI,151,EPMI_151,Waratah2011,2.4,14-Jun-13,use,use
EPMI,152,EPMI_152,Waratah2011,2.4,14-Jun-13,use,use
EPMI,153,EPMI_153,Waratah2011,2.4,14-Jun-13,use,use
EPMI,154,EPMI_154,Waratah2011,2.4,14-Jun-13,use,use
EPMI,155,EPMI_155,Waratah2011,2.4,14-Jun-13,use,use
EPMI,156,EPMI_156,Waratah2011,2.4,18-Jun-13,use,use
EPMI,157,EPMI_157,Waratah2011,2.4,18-Jun-13,use,use
EPMI,302,EPMI_302,Wilunga2012,1.35,27-Jun-13,use,use
EPMI,304,EPMI_304,Wilunga2012,1.35,27-Jun-13,use,use
EPMI,307,EPMI_307,Wilunga2012,1.35,28-Jun-13,use,use
EPMI,310,EPMI_310,Wilunga2012,1.35,28-Jun-13,use,use
EPMI,311,EPMI_311,Wilunga2012,1.35,28-Jun-13,use,use
EPMI,312,EPMI_312,Wilunga2012,1.35,28-Jun-13,use,use
EPMI,313,EPMI_313,Wilunga2012,1.35,28-Jun-13,use,use
EPMI,314,EPMI_314,Wilunga2012,1.35,28-Jun-13,use,use
EPMI,B-01,EPMI_B-01,baby,0.1,27-Jan-14,do_not_use,use
EPMI,B-02,EPMI_B-02,baby,0.1,27-Jan-14,do_not_use,use
EPMI,B-03,EPMI_B-03,baby,0.1,27-Jan-14,do_not_use,use
EPMI,B-04,EPMI_B-04,baby,0.1,27-Jan-14,do_not_use,use
GRBU,151,GRBU_151,Waratah2011,2.4,18-Jun-13,use,use
GRBU,152,GRBU_152,Waratah2011,2.4,18-Jun-13,use,use
GRBU,153,GRBU_153,Waratah2011,2.4,18-Jun-13,use,use
GRBU,155,GRBU_155,Waratah2011,1.4,21-Jan-14,do_not_use,do_not_use
GRBU,156,GRBU_156,Waratah2011,2.4,18-Jun-13,use,use
GRBU,157,GRBU_157,Waratah2011,2.4,18-Jun-13,use,use
GRBU,305,GRBU_305,Wilunga2012,1.35,27-Jun-13,use,use
GRBU,306,GRBU_306,Wilunga2012,1.35,27-Jun-13,use,use
GRBU,307,GRBU_307,Wilunga2012,1.35,27-Jun-13,use,use
GRBU,308,GRBU_308,Wilunga2012,1.35,27-Jun-13,use,use
GRBU,310,GRBU_310,Wilunga2012,1.35,27-Jun-13,use,use
GRBU,311,GRBU_311,Wilunga2012,1.35,27-Jun-13,use,use
GRBU,312,GRBU_312,Wilunga2012,1.35,27-Jun-13,use,use
GRBU,313,GRBU_313,Wilunga2012,1.35,27-Jun-13,use,use
GRBU,B-01,GRBU_B-01,baby,0.1,28-Jun-13,do_not_use,use
GRBU,B-02,GRBU_B-02,baby,0.1,28-Jun-13,do_not_use,use
GRBU,B-03,GRBU_B-03,baby,0.1,28-Jun-13,do_not_use,use
GRBU,B-04,GRBU_B-04,baby,0.1,28-Jun-13,do_not_use,use
GRSP,151,GRSP_151,Waratah2011,2.4,14-Jun-13,use,use
GRSP,152,GRSP_152,Waratah2011,2.4,14-Jun-13,use,use
GRSP,153,GRSP_153,Waratah2011,2.4,14-Jun-13,use,use
GRSP,154,GRSP_154,Waratah2011,2.4,18-Jun-13,use,use
GRSP,155,GRSP_155,Waratah2011,2.4,18-Jun-13,use,use
GRSP,156,GRSP_156,Waratah2011,2.4,18-Jun-13,use,use
GRSP,157,GRSP_157,Waratah2011,2.4,18-Jun-13,use,use
GRSP,301,GRSP_301,Wilunga2012,1.35,18-Jun-13,use,use
GRSP,302,GRSP_302,Wilunga2012,1.35,18-Jun-13,use,use
GRSP,306,GRSP_306,Wilunga2012,1.35,18-Jun-13,use,use
GRSP,307,GRSP_307,Wilunga2012,1.35,27-Jun-13,use,use
GRSP,312,GRSP_312,Wilunga2012,1.35,27-Jun-13,use,use
GRSP,314,GRSP_314,Wilunga2012,1.35,27-Jun-13,use,use
GRSP,315,GRSP_315,Wilunga2012,1.35,27-Jun-13,use,use
GRSP,316,GRSP_316,Wilunga2012,1.35,27-Jun-13,use,use
GRSP,B-01,GRSP_B-01,baby,0.1,28-Jun-13,do_not_use,use
GRSP,B-02,GRSP_B-02,baby,0.1,28-Jun-13,do_not_use,use
GRSP,B-03,GRSP_B-03,baby,0.1,28-Jun-13,do_not_use,use
GRSP,B-04,GRSP_B-04,baby,0.1,28-Jun-13,do_not_use,use
GRSP,B-05,GRSP_B-05,baby,0.1,28-Jun-13,do_not_use,use
HATE ,161,HATE _161,Waratah2011,2.4,3-Sep-13,use,use
HATE,151,HATE_151,Waratah2011,2.4,14-Jun-13,use,use
HATE,152,HATE_152,Waratah2011,2.4,14-Jun-13,do_not_use,do_not_use
HATE,153,HATE_153,Waratah2011,2.4,14-Jun-13,use,use
HATE,154,HATE_154,Waratah2011,2.4,18-Jun-13,use,use
HATE,155,HATE_155,Waratah2011,2.4,18-Jun-13,use,use
HATE,156,HATE_156,Waratah2011,2.4,18-Jun-13,use,use
HATE,157,HATE_157,Waratah2011,2.4,18-Jun-13,use,use
HATE,302,HATE_302,Wilunga2012,1.35,18-Jun-13,use,use
HATE,304,HATE_304,Wilunga2012,1.35,18-Jun-13,use,use
HATE,305,HATE_305,Wilunga2012,1,3-Oct-13,do_not_use,do_not_use
HATE,306,HATE_306,Wilunga2012,1.35,18-Jun-13,use,use
HATE,307,HATE_307,Wilunga2012,1.35,18-Jun-13,use,use
HATE,308,HATE_308,Wilunga2012,1.35,18-Jun-13,use,use
HATE,310,HATE_310,Wilunga2012,1.35,27-Jun-13,use,use
HATE,311,HATE_311,Wilunga2012,1.35,27-Jun-13,use,use
HATE,312,HATE_312,Wilunga2012,1.35,27-Jun-13,use,use
HATE,B-01,HATE_B-01,baby,0.1,28-Jun-13,do_not_use,use
HATE,B-02,HATE_B-02,baby,0.1,28-Jun-13,do_not_use,use
HATE,B-03,HATE_B-03,baby,0.1,28-Jun-13,do_not_use,use
HATE,B-04,HATE_B-04,baby,0.1,28-Jun-13,do_not_use,use
HATE,B-05,HATE_B-05,baby,0.1,28-Jun-13,do_not_use,use
HATE,B-06,HATE_B-06,baby,0.1,28-Jun-13,do_not_use,use
HEPU,151,HEPU_151,Waratah2011,2.4,13-Jun-13,use,use
HEPU,152,HEPU_152,Waratah2011,2.4,13-Jun-13,use,use
HEPU,153,HEPU_153,Waratah2011,2.4,13-Jun-13,use,use
HEPU,154,HEPU_154,Waratah2011,2.4,13-Jun-13,use,use
HEPU,155,HEPU_155,Waratah2011,2.4,14-Jun-13,use,use
HEPU,156,HEPU_156,Waratah2011,2.4,14-Jun-13,use,use
HEPU,157,HEPU_157,Waratah2011,2.4,14-Jun-13,use,use
HEPU,B-01,HEPU_B-01,baby,0.1,22-Jan-14,do_not_use,use
HEPU,B-02,HEPU_B-02,baby,0.1,22-Jan-14,do_not_use,use
HEPU,B-03,HEPU_B-03,baby,0.1,22-Jan-14,do_not_use,use
HEPU,B-04,HEPU_B-04,baby,0.1,22-Jan-14,do_not_use,use
LEES,151,LEES_151,Waratah2011,1.4,21-Jan-14,do_not_use,do_not_use
LEES,152,LEES_152,Waratah2011,2.4,14-Jun-13,use,use
LEES,153,LEES_153,Waratah2011,2.4,14-Jun-13,use,use
LEES,155,LEES_155,Waratah2011,2.4,14-Jun-13,use,use
LEES,156,LEES_156,Waratah2011,2.4,18-Jun-13,use,use
LEES,157,LEES_157,Waratah2011,2.4,18-Jun-13,use,use
LEES,B-01,LEES_B-01,baby,0.1,22-Jan-14,do_not_use,use
LEES,B-02,LEES_B-02,baby,0.1,22-Jan-14,do_not_use,use
LEES,B-03,LEES_B-03,baby,0.1,22-Jan-14,do_not_use,use
LEES,B-04,LEES_B-04,baby,0.1,22-Jan-14,do_not_use,use
LEES,B-06,LEES_B-06,baby,0.1,27-Jan-14,do_not_use,use
LEES,B-07,LEES_B-07,baby,0.1,22-Jan-14,do_not_use,use
LEES,B-08,LEES_B-08,baby,0.1,22-Jan-14,do_not_use,use
LEES,B-09,LEES_B-09,baby,0.1,22-Jan-14,do_not_use,use
PELA,151,PELA_151,Waratah2011,2.4,14-Jun-13,use,use
PELA,152,PELA_152,Waratah2011,2.4,14-Jun-13,use,use
PELA,153,PELA_153,Waratah2011,2.4,18-Jun-13,use,use
PELA,154,PELA_154,Waratah2011,2.4,18-Jun-13,do_not_use,do_not_use
PELA,155,PELA_155,Waratah2011,2.4,18-Jun-13,use,use
PELA,156,PELA_156,Waratah2011,2.4,18-Jun-13,use,use
PELA,157,PELA_157,Waratah2011,2.4,18-Jun-13,use,use
PELA,158,PELA_158,Waratah2011,2.4,18-Jun-13,use,use
PELA,161,PELA_161,Waratah2011,2.4,20-Sep-13,use,use
PELA,162,PELA_162,Waratah2011,2.4,20-Sep-13,use,use
PELA,301,PELA_301,Wilunga2012,1.35,27-Jun-13,use,use
PELA,302,PELA_302,Wilunga2012,1.35,27-Jun-13,use,use
PELA,303,PELA_303,Wilunga2012,1.35,27-Jun-13,use,use
PELA,305,PELA_305,Wilunga2012,1.35,27-Jun-13,use,use
PELA,306,PELA_306,Wilunga2012,1.35,27-Jun-13,use,use
PELA,308,PELA_308,Wilunga2012,1.35,27-Jun-13,use,use
PELA,309,PELA_309,Wilunga2012,1,3-Oct-13,do_not_use,do_not_use
PELA,321,PELA_321,Wilunga2012,1.35,3-Sep-13,use,use
PELA,322,PELA_322,Wilunga2012,1.35,3-Sep-13,use,use
PELA,B-01,PELA_B-01,baby,0.1,22-Jan-14,do_not_use,use
PELA,B-02,PELA_B-02,baby,0.1,22-Jan-14,do_not_use,use
PELA,B-03,PELA_B-03,baby,0.1,22-Jan-14,do_not_use,use
PELA,B-05,PELA_B-05,baby,0.1,27-Jan-14,do_not_use,use
PELA,B-06,PELA_B-06,baby,0.1,27-Jan-14,do_not_use,use
PELA,B-07,PELA_B-07,baby,0.1,27-Jan-14,do_not_use,use
PEPU,151,PEPU_151,Waratah2011,2.4,14-Jun-13,use,use
PEPU,152,PEPU_152,Waratah2011,2.4,14-Jun-13,use,use
PEPU,153,PEPU_153,Waratah2011,2.4,14-Jun-13,use,use
PEPU,154,PEPU_154,Waratah2011,2.4,14-Jun-13,use,use
PEPU,155,PEPU_155,Waratah2011,2.4,14-Jun-13,use,use
PEPU,156,PEPU_156,Waratah2011,2.4,14-Jun-13,use,use
PEPU,157,PEPU_157,Waratah2011,2.4,18-Jun-13,use,use
PEPU,158,PEPU_158,Waratah2011,1.4,20-Sep-13,do_not_use,do_not_use
PEPU,158,PEPU_158,Waratah2011,2.4,18-Jun-13,do_not_use,do_not_use
PEPU,301,PEPU_301,Wilunga2012,1.35,18-Jun-13,use,use
PEPU,302,PEPU_302,Wilunga2012,1.35,18-Jun-13,use,use
PEPU,303,PEPU_303,Wilunga2012,1.35,18-Jun-13,use,use
PEPU,305,PEPU_305,Wilunga2012,1.35,18-Jun-13,use,use
PEPU,307,PEPU_307,Wilunga2012,1.35,18-Jun-13,use,use
PEPU,310,PEPU_310,Wilunga2012,1.35,27-Jun-13,use,use
PEPU,313,PEPU_313,Wilunga2012,1.35,27-Jun-13,use,use
PEPU,313,PEPU_313b,Wilunga2012,1,28-Nov-13,do_not_use,do_not_use
PEPU,315,PEPU_315,Wilunga2012,1.35,27-Jun-13,use,use
PEPU,B-01,PEPU_B-01,baby,0.1,28-Jun-13,do_not_use,use
PEPU,B-02,PEPU_B-02,baby,0.1,28-Jun-13,do_not_use,use
PEPU,B-03,PEPU_B-03,baby,0.1,28-Jun-13,do_not_use,use
PEPU,B-07,PEPU_B-07,baby,0.1,22-Jan-14,do_not_use,use
PEPU,B-08,PEPU_B-08,baby,0.1,22-Jan-14,do_not_use,use
PHPH,161,PHPH_161,Waratah2011,2.4,3-Sep-13,use,use
PHPH,162,PHPH_162,Waratah2011,2.4,3-Sep-13,use,use
PHPH,163,PHPH_163,Waratah2011,2.4,3-Sep-13,use,use
PHPH,164,PHPH_164,Waratah2011,2.4,3-Sep-13,use,use
PHPH,165,PHPH_165,Waratah2011,2.4,3-Sep-13,use,use
PHPH,166,PHPH_166,Waratah2011,2.4,3-Sep-13,use,use
PHPH,167,PHPH_167,Waratah2011,2.4,3-Sep-13,use,use
PILI,151,PILI_151,Waratah2011,2.4,14-Jun-13,use,use
PILI,152,PILI_152,Waratah2011,2.4,14-Jun-13,use,use
PILI,153,PILI_153,Waratah2011,2.4,18-Jun-13,use,use
PILI,154,PILI_154,Waratah2011,2.4,18-Jun-13,use,use
PILI,155,PILI_155,Waratah2011,2.4,18-Jun-13,use,use
PILI,161,PILI_161,Waratah2011,2.4,3-Sep-13,use,use
PILI,303,PILI_303,Wilunga2012,1.35,27-Jun-13,use,use
PILI,304,PILI_304,Wilunga2012,1.35,27-Jun-13,use,use
PILI,305,PILI_305,Wilunga2012,1.35,27-Jun-13,use,use
PILI,306,PILI_306,Wilunga2012,1.35,27-Jun-13,use,use
PILI,310,PILI_310,Wilunga2012,1.35,27-Jun-13,use,use
PILI,312,PILI_312,Wilunga2012,1.35,27-Jun-13,use,use
PILI,313,PILI_313,Wilunga2012,1.35,28-Jun-13,use,use
PILI,316,PILI_316,Wilunga2012,1.35,28-Jun-13,use,use
PILI,B-01,PILI_B-01,baby,0.1,22-Jan-14,do_not_use,use
PILI,B-02,PILI_B-02,baby,0.1,27-Jan-14,do_not_use,use
PILI,B-03,PILI_B-03,baby,0.1,27-Jan-14,do_not_use,use
PILI,B-04,PILI_B-04,baby,0.1,27-Jan-14,do_not_use,use
PILI,B-05,PILI_B-05,baby,0.1,27-Jan-14,do_not_use,use
PILI,B-06,PILI_B-06,baby,0.1,27-Jan-14,do_not_use,use
PUTU,151,PUTU_151,Waratah2011,2.4,14-Jun-13,use,use
PUTU,152,PUTU_152,Waratah2011,2.4,14-Jun-13,use,use
PUTU,153,PUTU_153,Waratah2011,2.4,14-Jun-13,use,use
PUTU,154,PUTU_154,Waratah2011,2.4,14-Jun-13,use,use
PUTU,155,PUTU_155,Waratah2011,2.4,14-Jun-13,use,use
PUTU,156,PUTU_156,Waratah2011,2.4,14-Jun-13,use,use
PUTU,157,PUTU_157,Waratah2011,2.4,18-Jun-13,use,use
PUTU,301,PUTU_301,Wilunga2012,1.35,18-Jun-13,use,use
PUTU,302,PUTU_302,Wilunga2012,1.35,18-Jun-13,use,use
PUTU,303,PUTU_303,Wilunga2012,1.35,18-Jun-13,use,use
PUTU,304,PUTU_304,Wilunga2012,1.35,18-Jun-13,use,use
PUTU,305,PUTU_305,Wilunga2012,1.35,18-Jun-13,use,use
PUTU,307,PUTU_307,Wilunga2012,1.35,18-Jun-13,use,use
PUTU,308,PUTU_308,Wilunga2012,1.35,27-Jun-13,use,use
PUTU,309,PUTU_309,Wilunga2012,1.35,27-Jun-13,use,use
PUTU,B-01,PUTU_B-01,baby,0.1,28-Jun-13,do_not_use,use
PUTU,B-02,PUTU_B-02,baby,0.1,28-Jun-13,do_not_use,use
PUTU,B-03,PUTU_B-03,baby,0.1,28-Jun-13,do_not_use,use
PUTU,B-04,PUTU_B-04,baby,0.1,28-Jun-13,do_not_use,use
PUTU,B-05,PUTU_B-05,baby,0.1,28-Jun-13,do_not_use,use
BAER,201,BAER_201,Bobbin2010,2,10-May-12,do_not_use,do_not_use
BAER,202,BAER_202,Bobbin2010,2,10-May-12,do_not_use,do_not_use
BAER,203,BAER_203,Bobbin2010,2,10-May-12,do_not_use,do_not_use
BAER,203b,BAER_203b,Bobbin2010,2,10-May-12,do_not_use,do_not_use
BAER,204,BAER_204,Bobbin2010,2,10-May-12,do_not_use,do_not_use
BAER,205,BAER_205,Bobbin2010,2,10-May-12,do_not_use,do_not_use
BAER,206,BAER_206,Bobbin2010,2,10-May-12,do_not_use,do_not_use
BAER,207,BAER_207,Bobbin2010,2,25-May-12,do_not_use,do_not_use
BOLE,201,BOLE_201,Bobbin2010,2,25-May-12,do_not_use,do_not_use
BOLE,202,BOLE_202,Bobbin2010,2,25-May-12,do_not_use,do_not_use
BOLE,203,BOLE_203,Bobbin2010,2,25-May-12,do_not_use,do_not_use
BOLE,204,BOLE_204,Bobbin2010,2,25-May-12,do_not_use,do_not_use
BOLE,205,BOLE_205,Bobbin2010,2,25-May-12,do_not_use,do_not_use
BOLE,206,BOLE_206,Bobbin2010,2,25-May-12,do_not_use,do_not_use
BOLE,207,BOLE_207,Bobbin2010,2,25-May-12,do_not_use,do_not_use
EPMI,207,EPMI_L207,Bobbin2010,2,25-May-12,do_not_use,do_not_use
EPMI,208,EPMI_L208,Bobbin2010,2,26-Jun-12,do_not_use,do_not_use
EPMI,209,EPMI_L209,Bobbin2010,2,26-Jun-12,do_not_use,do_not_use
GRBU,202,GRBU_202,Bobbin2010,2,10-May-12,do_not_use,do_not_use
GRBU,203,GRBU_203,Bobbin2010,2,10-May-12,do_not_use,do_not_use
GRBU,204,GRBU_204,Bobbin2010,2,10-May-12,do_not_use,do_not_use
GRBU,205,GRBU_205,Bobbin2010,2,10-May-12,do_not_use,do_not_use
GRBU,206,GRBU_206,Bobbin2010,2,25-May-12,do_not_use,do_not_use
GRBU,207,GRBU_207,Bobbin2010,2,26-Jun-12,do_not_use,do_not_use
GRBU,208,GRBU_208,Bobbin2010,2,26-Jun-12,do_not_use,do_not_use
GRSP,201,GRSP_201,Bobbin2010,2,10-May-12,do_not_use,do_not_use
GRSP,201b,GRSP_201b_ex_GRBU,Bobbin2010,2,10-May-12,do_not_use,do_not_use
GRSP,203,GRSP_203,Bobbin2010,2,10-May-12,do_not_use,do_not_use
GRSP,204,GRSP_204,Bobbin2010,2,10-May-12,do_not_use,do_not_use
GRSP,205,GRSP_205,Bobbin2010,2,10-May-12,do_not_use,do_not_use
GRSP,206,GRSP_206,Bobbin2010,2,25-May-12,do_not_use,do_not_use
GRSP,207,GRSP_207,Bobbin2010,2,25-May-12,do_not_use,do_not_use
GRSP,208,GRSP_208,Bobbin2010,2,25-May-12,do_not_use,do_not_use
HEPU,201,HEPU_201,Bobbin2010,2,10-May-12,do_not_use,do_not_use
HEPU,202,HEPU_202,Bobbin2010,2,10-May-12,do_not_use,do_not_use
HEPU,203,HEPU_203,Bobbin2010,2,10-May-12,do_not_use,do_not_use
HEPU,205,HEPU_205,Bobbin2010,2,25-May-12,do_not_use,do_not_use
HEPU,206,HEPU_206,Bobbin2010,2,25-May-12,do_not_use,do_not_use
HEPU,207,HEPU_207,Bobbin2010,2,25-May-12,do_not_use,do_not_use
HEPU,204,HEPU_C204,Bobbin2010,2,10-May-12,do_not_use,do_not_use
HEPU,205,HEPU_C205,Bobbin2010,2,10-May-12,do_not_use,do_not_use
LEES,201,LEES_201,Bobbin2010,2,10-May-12,do_not_use,do_not_use
LEES,202,LEES_202,Bobbin2010,2,10-May-12,do_not_use,do_not_use
LEES,204,LEES_204,Bobbin2010,2,10-May-12,do_not_use,do_not_use
LEES,205,LEES_205,Bobbin2010,2,10-May-12,do_not_use,do_not_use
LEES,206,LEES_206,Bobbin2010,2,10-May-12,do_not_use,do_not_use
PEPU,201,PEPU_201,Bobbin2010,2,10-May-12,do_not_use,do_not_use
