species,replicate,site,age,individual,date_tagged,date_harvested,repro_description,date_census,census,pre-new,repro_verbal,inflorescence_stalk,inflorescence_bud_tiny,inflorescence_bud_small,inflorescence_bud_mid,inflorescence_bud_big_bracts,inflorescence_bud_big_flowers,bud_aborted,bud_tiny,bud_tiny_by_length,bud_small,bud_small_by_length,bud_mid,bud_mid_by_length,bud_big,bud_big_by_length,bud_just_opening,bud_just_opening_by_length,flower_petals,flower_petals_by_length,flower_petals_small,flower_stigma,flower_stigma_by_length,flower_calyx,flower_calyx_by_length,flower_aborted,flower_aborted_without_petals,flower_style_by_length,finished_flower,finished_flower_by_length,finished_flower_stigma,finished_flower_stigma_by_length,late_finished_flower,bract_flower_or_finished_flower,inflorescence_stalk_in_fruit,inflorescence_stalk_in_fruit_large,inflorescence_stalk_in_fruit_very_large,fruit_just_starting,fruit_just_starting_by_length,fruit_young,fruit_young_by_length,cone_just_starting_05,fruit_large_immature_01,fruit_large_immature_02,fruit_large_immature_03,fruit_large_immature_04,fruit_large_immature_05,fruit_large_immature_06,fruit_large_immature_01_by_length,fruit_aborted,fruit_aborted_by_length,fruit_empty,fruit_mature,fruit_mature_by_length,calyx_fruit,calyx_fruit_by_length,bract_fruit,pedicel,seed_pod,seed_pod_by_length,seed_immature,seed_aborted,seed,seed_by_length,cone_just_starting_01,cone_just_starting_02,cone_just_starting_03,cone_just_starting_04,cone_young_01,cone_young_02,cone_young_03,cone_young_04,cone_green_01,cone_green_02,cone_green_03,cone_green_04,cone_brown_no_expanded_follicles,cone_brown,cone_aborted,cone_base_green_01,cone_base_green_02,cone_base_green_03,cone_base_green_04,cone_base_brown
BAER,904,Basin1981,32,BAER_904,14-Jun-12,,"repro Feb 21, 2013 (all sites)",,14,new,no new cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,904,Basin1981,32,BAER_904,14-Jun-12,,"repro March 14, 2013 (all sites)",,15,pre-existing,maybe 1 new cone just starting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,904,Basin1981,32,BAER_904,14-Jun-12,,"repro March 14, 2013 (all sites)",,15,new,maybe 1 new cone just starting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,904,Basin1981,32,BAER_904,14-Jun-12,,"repro April 11 (Basin, Bobbin); April 12 (Waratah)",,16,pre-existing,maybe 1 new cone just starting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,904,Basin1981,32,BAER_904,14-Jun-12,,"repro April 11 (Basin, Bobbin); April 12 (Waratah)",,16,new,maybe 1 new cone just starting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,904,Basin1981,32,BAER_904,14-Jun-12,,repro May (at harvest or late May),,17,pre-existing,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,904,Basin1981,32,BAER_904,14-Jun-12,,repro May (at harvest or late May),,17,new,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,904,Basin1981,32,BAER_904,14-Jun-12,,repro mid June (at harvest),,18,pre-existing,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,904,Basin1981,32,BAER_904,14-Jun-12,,repro mid June (at harvest),,18,new,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,repro at March or early April tagging,,1,pre-existing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,repro at March or early April tagging,,1,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,repro at late April or May tagging),,2,pre-existing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,repro at late April or May tagging),,2,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro June 1, 2012(Basin)/June 15,2012 (Waratah)",,3,pre-existing,"2 current inflorescences, 135mm, 145mm",,,,,,,,,,,,,,,,,,,125;140,,,125;140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125x10.5;140x12.9,,,,,,,10x10.5;10x12.9,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro June 1, 2012(Basin)/June 15,2012 (Waratah)",,3,new,"2 current inflorescences, 135mm, 145mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro June 26 (Bobbin, Basin 5/6) ,28 (Basin 7/8 & 30),29 (Waratah)",,4,pre-existing,"2 current inflorescences, 135mm, 145mm (as before, drying)",,,,,,,,,,,,,,,,,,,,,,,,,,,125;140,,,,125;140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro June 26 (Bobbin, Basin 5/6) ,28 (Basin 7/8 & 30),29 (Waratah)",,4,new,"2 current inflorescences, 135mm, 145mm (as before, drying)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Aug 7 (3 Basin sites), Aug 9 (Waratah, Bobbin)",,5,pre-existing,"2 current infl (as before, dry and shedding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Aug 7 (3 Basin sites), Aug 9 (Waratah, Bobbin)",,5,new,"2 current infl (as before, dry and shedding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Aug 28 (Basin), Aug 30 (Waratah)",,6,pre-existing,"2 current infl (as before, dry, mostly shed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Aug 28 (Basin), Aug 30 (Waratah)",,6,new,"2 current infl (as before, dry, mostly shed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro  Sept 14 (Bobbin, Basin 30yr, Basin 7/8, Basin 5/6), Sept 18 (**Basin 5/6, Waratah 3/4)",,7,pre-existing,"2 current infl (as before, dry, mostly shed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro  Sept 14 (Bobbin, Basin 30yr, Basin 7/8, Basin 5/6), Sept 18 (**Basin 5/6, Waratah 3/4)",,7,new,"2 current infl (as before, dry, mostly shed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Oct 11 (Basin), Oct 16 (Waratah, Bobbin)",,8,pre-existing,"2 current infl (as before, no follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125x10.5;140x12.9,,,,,,,10x10.5;10x12.9
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Oct 11 (Basin), Oct 16 (Waratah, Bobbin)",,8,new,"2 current infl (as before, no follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Nov 1 (Basin), Nov 2 (Waratah, Bobbin)",,9,pre-existing,"2 current infl (as before, no follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Nov 1 (Basin), Nov 2 (Waratah, Bobbin)",,9,new,"2 current infl (as before, no follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Nov 20 (Basin), Nov 23 (Waratah, Bobbin)",,10,pre-existing,"2 current infl (as before, no follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Nov 20 (Basin), Nov 23 (Waratah, Bobbin)",,10,new,"2 current infl (as before, no follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Dec 11 (Waratah, Bobbin), Dec 13 (Basin)",,11,pre-existing,no new cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Dec 11 (Waratah, Bobbin), Dec 13 (Basin)",,11,new,no new cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,repro Jan 5 (all sites),,12,pre-existing,no new cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,repro Jan 5 (all sites),,12,new,no new cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Jan 31, 2013 (all sites)",,13,pre-existing,"1-2 new cones, just starting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Jan 31, 2013 (all sites)",,13,new,"1-2 new cones, just starting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Feb 21, 2013 (all sites)",,14,pre-existing,"3 cones, just starting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro Feb 21, 2013 (all sites)",,14,new,"3 cones, just starting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro March 14, 2013 (all sites)",,15,pre-existing,"3 cones, just starting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro March 14, 2013 (all sites)",,15,new,"3 cones, just starting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro April 11 (Basin, Bobbin); April 12 (Waratah)",,16,pre-existing,"3 cones, just starting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,"repro April 11 (Basin, Bobbin); April 12 (Waratah)",,16,new,"3 cones, just starting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,repro May (at harvest or late May),,17,pre-existing,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,repro May (at harvest or late May),,17,new,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,repro mid June (at harvest),,18,pre-existing,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,905,Basin1981,32,BAER_905,14-Jun-12,,repro mid June (at harvest),,18,new,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,repro at March or early April tagging,,1,pre-existing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,repro at March or early April tagging,,1,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,repro at late April or May tagging),,2,pre-existing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,repro at late April or May tagging),,2,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro June 1, 2012(Basin)/June 15,2012 (Waratah)",,3,pre-existing,"1 current inflorescence, 210mm",,,,,,,,,,,,,,,,,,,165,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165x15,,,,,,,15x15,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro June 1, 2012(Basin)/June 15,2012 (Waratah)",,3,new,"1 current inflorescence, 210mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro June 26 (Bobbin, Basin 5/6) ,28 (Basin 7/8 & 30),29 (Waratah)",,4,pre-existing,"1 current inflorescence, 210mm (as before, drying)",,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro June 26 (Bobbin, Basin 5/6) ,28 (Basin 7/8 & 30),29 (Waratah)",,4,new,"1 current inflorescence, 210mm (as before, drying)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Aug 7 (3 Basin sites), Aug 9 (Waratah, Bobbin)",,5,pre-existing,"1 current infl (as before, dry and shedding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Aug 7 (3 Basin sites), Aug 9 (Waratah, Bobbin)",,5,new,"1 current infl (as before, dry and shedding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Aug 28 (Basin), Aug 30 (Waratah)",,6,pre-existing,"1 current infl (as before, dry, mostly shed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Aug 28 (Basin), Aug 30 (Waratah)",,6,new,"1 current infl (as before, dry, mostly shed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro  Sept 14 (Bobbin, Basin 30yr, Basin 7/8, Basin 5/6), Sept 18 (**Basin 5/6, Waratah 3/4)",,7,pre-existing,"1 current infl (as before, dry, mostly shed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro  Sept 14 (Bobbin, Basin 30yr, Basin 7/8, Basin 5/6), Sept 18 (**Basin 5/6, Waratah 3/4)",,7,new,"1 current infl (as before, dry, mostly shed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Oct 11 (Basin), Oct 16 (Waratah, Bobbin)",,8,pre-existing,"1 current infl (as before, follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,4,66,,,,,,,,,,,,,,,165x32.2,,,,,,15x15
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Oct 11 (Basin), Oct 16 (Waratah, Bobbin)",,8,new,"1 current infl (as before, follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Nov 1 (Basin), Nov 2 (Waratah, Bobbin)",,9,pre-existing,"1 current infl (as before, follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Nov 1 (Basin), Nov 2 (Waratah, Bobbin)",,9,new,"1 current infl (as before, follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Nov 20 (Basin), Nov 23 (Waratah, Bobbin)",,10,pre-existing,"1 current infl (as before, follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Nov 20 (Basin), Nov 23 (Waratah, Bobbin)",,10,new,"1 current infl (as before, follicles expanding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Dec 11 (Waratah, Bobbin), Dec 13 (Basin)",,11,pre-existing,2-3 new cones just starting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Dec 11 (Waratah, Bobbin), Dec 13 (Basin)",,11,new,2-3 new cones just starting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,repro Jan 5 (all sites),,12,pre-existing,2-3 cones just starting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,repro Jan 5 (all sites),,12,new,2-3 cones just starting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Jan 31, 2013 (all sites)",,13,pre-existing,4 cones just starting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Jan 31, 2013 (all sites)",,13,new,4 cones just starting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Feb 21, 2013 (all sites)",,14,pre-existing,no new cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro Feb 21, 2013 (all sites)",,14,new,no new cones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro March 14, 2013 (all sites)",,15,pre-existing,"no new cones, but possibly cones starting now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro March 14, 2013 (all sites)",,15,new,"no new cones, but possibly cones starting now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro April 11 (Basin, Bobbin); April 12 (Waratah)",,16,pre-existing,"no new cones, but possibly cones starting now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,"repro April 11 (Basin, Bobbin); April 12 (Waratah)",,16,new,"no new cones, but possibly cones starting now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,repro May (at harvest or late May),,17,pre-existing,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,repro May (at harvest or late May),,17,new,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,repro mid June (at harvest),,18,pre-existing,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,906,Basin1981,32,BAER_906,14-Jun-12,,repro mid June (at harvest),,18,new,no reproduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,907,Basin1981,32,BAER_907,19-Jun-12,,repro at March or early April tagging,,1,pre-existing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAER,907,Basin1981,32,BAER_907,19-Jun-12,,repro at March or early April tagging,,1,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
