sort01,sort02,species,replicate,individual,site,age,age_exact,date,start_end,census,interval,year,year_div,segment,node_below,node_above,plant_status,use_status,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,diameter_ave,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
4144,1002,GRBU,904,GRBU_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,5,4,5,alive,,73,168.3,,1.08,,,1.08,73,168.3,241.3,,"dry diameter ~ 1.0, scaled by 10%"
4145,1025,GRBU,904,GRBU_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,shed,,,alive,,3065.9,,,,,,,,,,,
4146,3697,GRBU,905,GRBU_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,8.1,8.08,8.08,8.09,,,,1130,
4147,1697,GRBU,905,GRBU_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,1,0,1,alive,use,15260,0,,8.48,8.39,8.21,8.36,45286.1,6395.9,51682,1170,
4148,3693,GRBU,905,GRBU_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,6.4,,,6.4,,,,,
4149,1693,GRBU,905,GRBU_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,2,1,2,alive,,15070,3370,,6.68,,,6.68,20966.1,6395.9,27362,,
4150,3715,GRBU,905,GRBU_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,4.52,,,4.52,,,,,
4151,1715,GRBU,905,GRBU_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,3,2,3,alive,,4480,1569.9,,4.99,,,4.99,5896.1,3025.9,8922,,
4152,3716,GRBU,905,GRBU_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,2.78,,,2.78,,,,,
4153,1716,GRBU,905,GRBU_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,4,3,4,alive,,1269.4,1026.6,,2.93,,,2.93,1416.1,1456,2872.1,,
4154,3696,GRBU,905,GRBU_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,1.22,,,1.22,,,,,
4155,1696,GRBU,905,GRBU_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,5,4,5,alive,,94.4,249.6,,1.59,,,1.59,146.7,429.4,576.1,,
4156,3698,GRBU,905,GRBU_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,6,5,6,alive,,,,,,,,,,,,,
4157,1698,GRBU,905,GRBU_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,6,5,6,alive,,52.3,179.8,,1.06,,,1.06,52.3,179.8,232.1,,
4158,1713,GRBU,905,GRBU_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,shed,,,alive,,9060,0,,5.39,,,5.39,9060,0,9060,,shed side branch labeled as 1.2
4159,1691,GRBU,905,GRBU_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,shed,,,alive,,946.4,30.6,,,,,,,,,,
4160,3705,GRBU,906,GRBU_906,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,7.58,7.47,7.4,7.48,,,,1130,
4161,1705,GRBU,906,GRBU_906,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,1,0,1,alive,use,22540,367.8,,7.55,7.64,7.59,7.59,23667.1,1037.3,24704.4,1070,new height smaller
4162,3683,GRBU,906,GRBU_906,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,2.84,,,2.84,,,,,
4163,1683,GRBU,906,GRBU_906,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,2,1,2,alive,,993.6,388.3,,3.03,,,3.03,1127.1,669.5,1796.6,,
4164,3687,GRBU,906,GRBU_906,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,1.27,,,1.27,,,,,
4165,1687,GRBU,906,GRBU_906,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,3,2,3,alive,,133.5,281.2,,1.47,,,1.47,133.5,281.2,414.7,,
4166,1720,GRBU,906,GRBU_906,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,shed,,,alive,,797.2,,,,,,,,,,,
4167,3011,GRBU,907,GRBU_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,16.32,16.27,16.02,16.2,,,,1430,
4168,1011,GRBU,907,GRBU_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,1,0,1,alive,use,72320,4643.3,,16.31,16.17,16.28,16.25,112007.2,11479.5,123486.7,1365,new height smaller
4169,3024,GRBU,907,GRBU_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,8.68,,,8.68,,,,,
4170,1024,GRBU,907,GRBU_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,2,1,2,alive,,22330,1477.2,,8.88,,,8.88,39687.2,6836.2,46523.4,,
4171,3132,GRBU,907,GRBU_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,6.15,,,6.15,,,,,
4172,1132,GRBU,907,GRBU_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,3,2,3,alive,,10740,1479.3,,6.35,,,6.35,17357.2,5359,22716.2,,
4173,3032,GRBU,907,GRBU_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,4.33,,,4.33,,,,,
4174,1032,GRBU,907,GRBU_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,4,3,4,alive,,4180,1766.1,,4.73,,,4.73,6617.2,3879.7,10496.9,,
4175,3034,GRBU,907,GRBU_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,3.55,,,3.55,,,,,
4176,1034,GRBU,907,GRBU_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,5,4,5,alive,,1873.5,1381.9,,3.99,,,3.99,2437.2,2113.6,4550.8,,
4177,3119,GRBU,907,GRBU_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,6,5,6,alive,,,,,1.48,,,1.48,,,,,
4178,1119,GRBU,907,GRBU_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,6,5,6,alive,,539.9,634.1,,2.5,,,2.5,563.7,731.7,1295.4,,
4179,3037,GRBU,907,GRBU_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,7,6,7,alive,,,,,,,,,,,,,
4180,1037,GRBU,907,GRBU_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,7,6,7,alive,,23.8,97.6,,0.92,,,0.92,23.8,97.6,121.4,,
4181,1023,GRBU,907,GRBU_907,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,shed,,,alive,,4093.4,,,,,,,,,,,
4182,3183,GRSP,901,GRSP_901,Basin1981,32,32,31-May-12,start,3,,2012,2012,1,0,1,dead,do_not_use,,,,6.18,6.14,6.21,6.18,,,,580,
4183,1183,GRSP,901,GRSP_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,dead,do_not_use,7220,0,,6.23,6.1,6.21,6.18,7772.3,0,7772.3,580,
4184,3311,GRSP,901,GRSP_901,Basin1981,32,32,31-May-12,start,3,,2012,2012,2,1,2,dead,do_not_use,,,,2.93,,,2.93,,,,,
4185,1311,GRSP,901,GRSP_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,dead,do_not_use,552.3,0,,2.73,2.86,,2.8,552.3,0,552.3,,
4186,3309,GRSP,902,GRSP_902,Basin1981,32,32,31-May-12,start,3,,2012,2012,1,0,1,dead,do_not_use,,,,3.82,3.82,3.97,3.87,,,,390,
4187,1309,GRSP,902,GRSP_902,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,dead,do_not_use,2550,0,,3.7,3.72,3.75,3.72,3603.1,0,3603.1,390,
4188,3310,GRSP,902,GRSP_902,Basin1981,32,32,31-May-12,start,3,,2012,2012,2,1,2,dead,do_not_use,,,,3.79,,,3.79,,,,,
4189,1310,GRSP,902,GRSP_902,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,dead,do_not_use,1053.1,0,,3.6,,,3.6,1053.1,0,1053.1,,
4190,3222,GRSP,903,GRSP_903,Basin1981,32,32,31-May-12,start,3,1,2012,2012,1,0,1,alive,use,,,,4.74,4.64,4.54,4.64,,,,470,
4191,1222,GRSP,903,GRSP_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,alive,use,5600,0,,4.7,4.67,4.89,4.75,5736.6,73.5,5810.1,485,
4192,3210,GRSP,903,GRSP_903,Basin1981,32,32,31-May-12,start,3,1,2012,2012,2,1,2,alive,,,,,1.02,,,1.02,,,,,
4193,1210,GRSP,903,GRSP_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,2,1,2,alive,,131.3,41.8,,1.3,,,1.3,136.6,73.5,210.1,,
4194,,GRSP,903,GRSP_903,Basin1981,32,32,31-May-12,start,3,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
4195,,GRSP,903,GRSP_903,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,3,2,3,alive,,5.3,31.7,,0.42,,,0.42,5.3,31.7,37,,
4196,3012,GRSP,904,GRSP_904,Basin1981,32,32,7-Jun-12,start,3,,2012,2012,1,0,1,dead,do_not_use,,,,7.95,8.02,7.66,7.88,,,,500,
4197,1012,GRSP,904,GRSP_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,1,0,1,dead,do_not_use,10290,0,,7.83,7.81,7.95,7.86,12803.3,0,12803.3,595,
4198,3015,GRSP,904,GRSP_904,Basin1981,32,32,7-Jun-12,start,3,,2012,2012,2,1,2,dead,do_not_use,,,,4.29,,,4.29,,,,,
4199,1015,GRSP,904,GRSP_904,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,2,1,2,dead,do_not_use,2513.3,0,,4.46,,,4.46,2513.3,0,2513.3,,
4200,3688,GRSP,905,GRSP_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,9.4,8.99,9.23,9.21,,,,1070,
4201,1688,GRSP,905,GRSP_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,1,0,1,alive,use,23280,432.1,,9.27,9.51,9.33,9.37,25423.4,916.3,26339.7,1070,
4202,3717,GRSP,905,GRSP_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,3.44,,,3.44,,,,,
4203,1717,GRSP,905,GRSP_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,2,1,2,alive,,1989.9,0,,3.66,,,3.66,2143.4,484.2,2627.6,,
4204,3685,GRSP,905,GRSP_905,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,1.28,,,1.28,,,,,
4205,1685,GRSP,905,GRSP_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,3,2,3,alive,,153.5,484.2,,1.84,,,1.84,153.5,484.2,637.7,,
4206,1710,GRSP,905,GRSP_905,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,shed,,,alive,,3265.6,,,,,,,,,,,
4207,3699,GRSP,907,GRSP_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,6.36,6.22,6.26,6.28,,,,780,
4208,1699,GRSP,907,GRSP_907,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,1,0,1,alive,use,9620,0,,7.83,6.92,7.11,7.29,13019.3,507.1,13526.4,620,new height much smaller
4209,3706,GRSP,907,GRSP_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,1.2,1,9,alive,,,,,3.98,,,3.98,,,,,
4210,1706,GRSP,907,GRSP_907,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,1.2,1,9,alive,,2024.4,134.5,,4.08,,,4.08,3011.4,134.5,3145.9,,
4211,3719,GRSP,907,GRSP_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,2.25,,,2.25,,,,,
4212,1719,GRSP,907,GRSP_907,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,2,1,2,alive,,330.5,209.2,,2.6,,,2.6,387.9,372.6,760.5,,
4213,3718,GRSP,907,GRSP_907,Basin1981,32,32,8-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
4214,1718,GRSP,907,GRSP_907,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,3,2,3,alive,,57.4,163.4,,1.1,,,1.1,57.4,163.4,220.8,,
4215,1291,GRSP,907,GRSP_907,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,shed,,,alive,,511.6,,,,,,,,,,,
4216,1714,GRSP,907,GRSP_907,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,shed,,,alive,,987,0,,2.62,,,2.62,987,0,987,,"shed tissue, called segment 1.2.1 on map"
4217,3325,HATE,901,HATE_901,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,34.43,34.54,34.5,34.49,,,,2380,
4218,1325,HATE,901,HATE_901,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,1,0,1,alive,use,766960,107530,,37.5,37.64,37.55,37.56,1359000,492782.6,1851782.6,2785,
4219,3552,HATE,901,HATE_901,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,24.33,,,24.33,,,,,
4220,1552,HATE,901,HATE_901,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,2,1,2,alive,,412320,187460,,29.12,,,29.12,592040,385252.6,977292.6,,
4221,3560,HATE,901,HATE_901,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,14.37,,,14.37,,,,,
4222,1560,HATE,901,HATE_901,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,3,2,3,alive,,132000,131890,,17.42,,,17.42,179720,197792.6,377512.6,,
4223,3324,HATE,901,HATE_901,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,7.8,,,7.8,,,,,
4224,1324,HATE,901,HATE_901,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,4,3,4,alive,,44590,60540,,10.06,,,10.06,47720,65902.6,113622.6,,
4225,3728,HATE,901,HATE_901,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,2.41,,,2.41,,,,,
4226,1728,HATE,901,HATE_901,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,5,4,5,alive,,3130,5362.6,,3.84,,,3.84,3130,5362.6,8492.6,,
4227,1066,HATE,901,HATE_901,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,shed,,,alive,,35960,,,,,,,,,,,
4228,,HATE,902,HATE_902,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,23.18,23.03,22.75,22.99,,,,2665,
4229,,HATE,902,HATE_902,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,1,0,1,alive,use,372150,171370,,25.5,25.35,26.38,25.74,585284,364847.3,950131.3,2555,"after comparing needles, the maps, and bag weights, I have added the unlabeled bag to HATE 902 section 1; but this could be wrong; the extra weights are: stems: 129070, leaves: 154310"
4230,3328,HATE,902,HATE_902,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,15.46,,,15.46,,,,,
4231,1328,HATE,902,HATE_902,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,2,1,2,alive,,140540,81640,,17.95,,,17.95,213134,193477.3,406611.3,,
4232,3332,HATE,902,HATE_902,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,8.58,,,8.58,,,,,
4233,1332,HATE,902,HATE_902,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,3,2,3,alive,,42600,57570,,12.04,,,12.04,72594,111837.3,184431.3,,
4234,3409,HATE,902,HATE_902,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,5.58,,,5.58,,,,,
4235,1409,HATE,902,HATE_902,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,4,3,4,alive,,26780,45270,,8.31,,,8.31,29994,54267.3,84261.3,,
4236,3054,HATE,902,HATE_902,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,2.14,,,2.14,,,,,
4237,1054,HATE,902,HATE_902,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,5,4,5,alive,,3080,8520,,4.03,,,4.03,3214,8997.3,12211.3,,
4238,3046,HATE,902,HATE_902,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,6,5,6,alive,,,,,,,,,,,,,
4239,1046,HATE,902,HATE_902,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,6,5,6,alive,,134,477.3,,1.72,,,1.72,134,477.3,611.3,,
4240,1047,HATE,902,HATE_902,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,shed,,,alive,,10950,,,,,,,,,,,
4241,3341,HATE,903,HATE_903,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,46.39,46.75,46.36,46.5,,,,2830,
4242,1341,HATE,903,HATE_903,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,1,0,1,alive,use,1578710,166210,,50.01,49.95,50.2,50.05,2574290,738194.2,3312484.2,3005,leaves and branches in two bags
4243,3556,HATE,903,HATE_903,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,28.05,,,28.05,,,,,
4244,1556,HATE,903,HATE_903,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,2,1,2,alive,,699330,312690,,31.35,,,31.35,995580,571984.2,1567564.2,,"mix of two bags; first is stem: 126790; leaves: 138160; second is stem: 572540, leaves:174530"
4245,3331,HATE,903,HATE_903,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,16.95,,,16.95,,,,,
4246,1331,HATE,903,HATE_903,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,3,2,3,alive,,188120,138680,,20.36,,,20.36,296250,259294.2,555544.2,,
4247,3338,HATE,903,HATE_903,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,11.69,,,11.69,,,,,
4248,1338,HATE,903,HATE_903,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,4,3,4,alive,,97570,105530,,14.78,,,14.78,108130,120614.2,228744.2,,
4249,3729,HATE,903,HATE_903,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,4.65,,,4.65,,,,,
4250,1729,HATE,903,HATE_903,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,5,4,5,alive,,8060,12700,,6.07,,,6.07,10560,15084.2,25644.2,,
4251,3730,HATE,903,HATE_903,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,6,5,6,alive,,,,,3.36,,,3.36,,,,,
4252,1730,HATE,903,HATE_903,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,6,5,6,alive,,2500,2384.2,,3.65,,,3.65,2500,2384.2,4884.2,,
4253,1326,HATE,903,HATE_903,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,shed,,,alive,,152320,,,,,,,,,,,
4254,3289,HATE,904,HATE_904,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,13.32,13.08,13.12,13.17,,,,2070,
4255,1289,HATE,904,HATE_904,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,1,0,1,alive,use,86650,12630,,13.82,13.51,13.46,13.6,161710,50010.1,211720.1,2080,
4256,3284,HATE,904,HATE_904,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,11.03,,,11.03,,,,,
4257,1284,HATE,904,HATE_904,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,2,1,2,alive,,56000,13800,,11.47,11.43,11.68,11.53,75060,37380.1,112440.1,,
4258,3282,HATE,904,HATE_904,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,7.58,,,7.58,,,,,
4259,1282,HATE,904,HATE_904,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,3,2,3,alive,,16770,19860,,8.23,,,8.23,19060,23580.1,42640.1,,one of these is bag HATE 004 3x; switched bags from first guesss
4260,3263,HATE,904,HATE_904,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,2.87,,,2.87,,,,,
4261,1263,HATE,904,HATE_904,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,4,3,4,alive,,2290,3720.1,,4.07,,,4.07,2290,3720.1,6010.1,,
4262,1261,HATE,904,HATE_904,Basin1981,32,32,7-Jun-13,end,18,,2013,2013,shed,,,alive,,5740,,,,,,,,,,,
4263,3432,HATE,905,HATE_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,23.91,23.55,23.55,23.67,,,,2100,
4264,1432,HATE,905,HATE_905,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,1,0,1,alive,use,108840,29580,,24.36,24.8,24.72,24.63,342528.6,118673.8,461202.4,2110,
4265,,HATE,905,HATE_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,19.11,,,19.11,,,,,
4266,,HATE,905,HATE_905,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,2,1,2,alive,,183550,13620,,20.17,,,20.17,233688.6,89093.8,322782.4,,
4267,,HATE,905,HATE_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,9.29,,,9.29,,,,,
4268,,HATE,905,HATE_905,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,3,2,3,alive,,44140,63300,,9.95,,,9.95,50138.6,75473.8,125612.4,,
4269,3056,HATE,905,HATE_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,4.01,,,4.01,,,,,
4270,1056,HATE,905,HATE_905,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,4,3,4,alive,,3980,7405,,5.89,,,5.89,5998.6,12173.8,18172.4,,
4271,3055,HATE,905,HATE_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,1.59,,,1.59,,,,,
4272,1055,HATE,905,HATE_905,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,5,4,5,alive,,1808.7,4177.4,,2.72,,,2.72,2018.6,4768.8,6787.4,,
4273,3044,HATE,905,HATE_905,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,6,5,6,alive,,,,,,,,,,,,,
4274,1044,HATE,905,HATE_905,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,6,5,6,alive,,209.9,591.4,,1.72962963,,,1.73,209.9,591.4,801.3,,"dry diamters: 1.61, 1.59, 1.47"
4275,1048,HATE,905,HATE_905,Basin1981,32,32,11-Jun-13,end,18,,2013,2013,shed,,,alive,,13780,,,,,,,,,,,
4276,3562,HATE,906,HATE_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,30.69,30.95,30.24,30.63,,,,2350,
4277,1562,HATE,906,HATE_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,1,0,1,alive,use,532880,102750,,32.59,32.51,32.06,32.39,838243.9,289563.5,1127807.4,2300,
4278,3561,HATE,906,HATE_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,19.58,,,19.58,,,,,
4279,1561,HATE,906,HATE_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,2,1,2,alive,,211860,80760,,21.59,,,21.59,305363.9,186813.5,492177.4,,
4280,3064,HATE,906,HATE_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,11.66,,,11.66,,,,,
4281,1064,HATE,906,HATE_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,3,2,3,alive,,43710,32520,,13.12,,,13.12,93503.9,106053.5,199557.4,,
4282,3554,HATE,906,HATE_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,9.09,,,9.09,,,,,
4283,1554,HATE,906,HATE_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,4,3,4,alive,,38930,51870,,11.78,,,11.78,49793.9,73533.5,123327.4,,
4284,3722,HATE,906,HATE_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,5,,,5,,,,,
4285,1722,HATE,906,HATE_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,5,4,5,alive,,8840,16860,,6.31,,,6.31,10863.9,21663.5,32527.4,,500 approximated from closest other diameters
4286,3725,HATE,906,HATE_906,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,6,5,6,alive,,,,,2.22,,,2.22,,,,,
4287,1725,HATE,906,HATE_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,6,5,6,alive,,2023.9,4803.5,,3.42,,,3.42,2023.9,4803.5,6827.4,,
4288,1327,HATE,906,HATE_906,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,shed,,,alive,,67730,,,,,,,,,,,
4289,3334,HATE,907,HATE_907,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,26.86,26.89,26.65,26.8,,,,2500,
4290,1334,HATE,907,HATE_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,1,0,1,alive,use,321620,51010,,27.91,27.84,27.59,27.78,509830,169720,679550,2410,
4291,,HATE,907,HATE_907,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,16.8,,,16.8,,,,,
4292,,HATE,907,HATE_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,2,1,2,alive,,101060,19610,,17.8,,,17.8,188210,118710,306920,,
4293,,HATE,907,HATE_907,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,11.19,,,11.19,,,,,
4294,,HATE,907,HATE_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,3,2,3,alive,,59860,53960,,12.11,,,12.11,87150,99100,186250,,
4295,,HATE,907,HATE_907,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,4,3,4,alive,,,,,7.18,,,7.18,,,,,
4296,,HATE,907,HATE_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,4,3,4,alive,,14890,20300,,9.16,,,9.16,27290,45140,72430,,
4297,,HATE,907,HATE_907,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,5,4,5,alive,,,,,5.05,,,5.05,,,,,
4298,,HATE,907,HATE_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,5,4,5,alive,,10450,20100,,7.21,,,7.21,12400,24840,37240,,
4299,3723,HATE,907,HATE_907,Basin1981,32,32,14-Jun-12,start,3,1,2012,2012,6,5,6,alive,,,,,,,,,,,,,
4300,1723,HATE,907,HATE_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,6,5,6,alive,,1950,4740,,3.14,,,3.14,1950,4740,6690,,"unlabeled, but compared diameter and map; definitely 6x"
4301,,HATE,907,HATE_907,Basin1981,32,32,21-Jun-13,end,18,,2013,2013,shed,,,alive,,23560,,,,,,,,,,,
4302,3249,HEPU,901,HEPU_901,Basin1981,32,32,31-May-12,start,3,,2012,2012,1,0,1,dead,do_not_use,,,,3.25,3.04,3.18,3.16,,,,820,
4303,1249,HEPU,901,HEPU_901,Basin1981,32,32,6-Jun-13,end,18,,2013,2013,1,0,1,dead,do_not_use,2115,0,,3.31,3.42,3.38,3.37,5180,0,5180,1090,
