"","species","age","age2","replicate","site","tag_ID","d_start","d_end","length_start","new_length","segment","lvs_start_length","lvs_start_count","lvs_end_length","lvs_end_count","lvs_new_length","lvs_new_count","new_but_shed_count","mm_lvs_spec","count_lvs_spec","notes","dont_use","count_per_length","leaf_start_total","leaf_end_total","leaf_new_total","LL_bd","LL_death","LL_birth"
"259","GRBU",9,9,"807","Waratah2003","GRBU_807",167,308,122,165,"3",237,52,0,54,165,0,0,0,0,"","",0.564398307812476,185.762398951557,54,93.1257207890586,1.04170547477538,1.40982860383297,1.99474857619982
"260","GRBU",32,32,"903","Basin1981","GRBU_903",95,144,55,55,"4",15,0,5,0,55,0,0,0,0,"","",0.564398307812476,8.46597461718715,2.82199153906238,31.0419069296862,0.4,1.5,0.272727272727273
"261","GRBU",32,32,"904","Basin1981","GRBU_904",98,156,52,60,"",147,2,0,19,0,39,0,0,0,"","",0.564398307812476,84.966551248434,19,39,0.994149758090196,1.28802475861509,2.17862951919062
"262","GRBU",32,32,"905","Basin1981","GRBU_905",122,159,85,65,"5",115,12,85,59,65,0,0,0,0,"","",0.564398307812476,76.9058053984348,106.97385616406,36.685890007811,-6.55907136032108,-2.557725008445,2.09633200617623
"263","GRBU",32,32,"907","Basin1981","GRBU_907",87,145,60,40,"N/A - bn 6&7",110,41,0,50,0,20,0,0,0,"","",0.564398307812476,103.083813859372,50,20,1.63407707227671,1.94190670121137,5.15419069296862
"264","GRSP",7,7,"2","Basin2005","GRSP_002",174,234,138,95,"3",75,22,0,41,0,38,0,0,0,"","",0.397925080576199,51.8443810432149,41,38,1.73715718775148,4.78075980884615,1.36432581692671
"265","GRSP",7,7,"3","Basin2005","GRSP_003",145,182,150,40,"N/A - bn 3&4",150,19,0,6,0,72,0,0,0,"","",0.397925080576199,78.6887620864298,6,72,0.723982503580785,1.08254370865287,1.09289947342264
"266","GRSP",7,7,"5","Basin2005","GRSP_005",83,108,83,12,"N/A",0,72,0,60,0,15,0,0,0,"","",0.397925080576199,72,60,15,3.69230769230769,6,4.8
"267","GRSP",7,7,"7","Basin2005","GRSP_007",282,315,167,134,"3",47,45,0,39,0,41,0,0,0,"","",0.397925080576199,63.7024787870813,39,41,1.40926959088109,2.5787889278705,1.55371899480686
"268","GRSP",1.4,1.4,"101","Waratah2011","GRSP_101",143,288,98,173,"1",0,10,0,10,0,67,0,0,0,"","",0.397925080576199,10,10,67,0.298507462686567,NA,0.149253731343284
"269","GRSP",1.4,1.4,"102","Waratah2011","GRSP_102",141,230,100,107,"1",0,9,0,5,0,31,0,0,0,"","",0.397925080576199,9,5,31,0.461538461538462,2.25,0.290322580645161
"270","GRSP",1.4,1.4,"103","Waratah2011","GRSP_103",106,280.67,110,213,"1",0,13,0,2,0,106,0,0,0,"","",0.397925080576199,13,2,106,0.203125,1.18181818181818,0.122641509433962
"271","GRSP",1.4,1.4,"104","Waratah2011","GRSP_104",143,341.67,97,234,"1",0,8,0,4,0,72,0,0,0,"","",0.397925080576199,8,4,72,0.2,2,0.111111111111111
"272","GRSP",1.4,1.4,"105","Waratah2011","GRSP_105",171,677.33,203,364,"1",0,38,0,33,0,83,0,0,0,"","",0.397925080576199,38,33,83,0.817204301075269,7.6,0.457831325301205
"273","GRSP",1.4,1.4,"106","Waratah2011","GRSP_106",92,443,44,576,"2",0,32,0,17,0,157,0,0,0,"","",0.397925080576199,32,17,157,0.342245989304813,2.13333333333333,0.203821656050955
"274","GRSP",1.4,1.4,"107","Waratah2011","GRSP_107",199,797.67,193,330,"1",0,16,0,0,0,53,7,0,0,"","",0.397925080576199,16,0,60,0.347826086956522,1,0.266666666666667
"275","GRSP",1.4,1.4,"110","Waratah2011","GRSP_110",145,281,110,198,"1",0,14,0,12,0,52,0,0,0,"","",0.397925080576199,14,12,52,0.5,7,0.269230769230769
"276","GRSP",1.4,1.4,"111","Waratah2011","GRSP_111",155,299.6666667,127,269,"1",0,15,0,13,0,66,0,0,0,"","",0.397925080576199,15,13,66,0.428571428571429,7.5,0.227272727272727
"277","GRSP",1.4,1.4,"112","Waratah2011","GRSP_112",195,433.3333333,165,256,"1",0,37,0,37,0,97,0,0,0,"","",0.397925080576199,37,37,97,0.762886597938144,NA,0.381443298969072
"278","GRSP",1.4,1.4,"116","Waratah2011","GRSP_116",79,262,37,348,"3",0,50,0,44,0,167,0,0,0,"","",0.397925080576199,50,44,167,0.558659217877095,8.33333333333333,0.29940119760479
"279","GRSP",2.4,2.4,"151","Waratah2011","GRSP_151",105,219,75,312,"1.1.2",0,79,0,26,0,71,4,0,0,"","",0.397925080576199,79,26,75,0.87292817679558,1.49056603773585,1.05333333333333
"280","GRSP",2.4,2.4,"152","Waratah2011","GRSP_152",123,254,145,106,"3",0,138,0,48,0,41,0,0,0,"","",0.397925080576199,138,48,41,1.24886877828054,1.53333333333333,3.36585365853659
"281","GRSP",2.4,2.4,"153","Waratah2011","GRSP_153",170,315,176,67,"3",0,105,0,56,0,40,0,0,0,"","",0.397925080576199,105,56,40,1.52173913043478,2.14285714285714,2.625
"282","GRSP",2.4,2.4,"154","Waratah2011","GRSP_154",104,188,140,83,"N/A - bn 2&3",0,86,0,62,0,28,0,0,0,"","",0.397925080576199,86,62,28,2.26315789473684,3.58333333333333,3.07142857142857
"283","GRSP",2.4,2.4,"155","Waratah2011","GRSP_155",114,314,87,120,"2",0,81,0,46,0,63,0,0,0,"","",0.397925080576199,81,46,63,1.21804511278195,2.31428571428571,1.28571428571429
"284","GRSP",2.4,2.4,"156","Waratah2011","GRSP_156",117,401,126,342,"N/A - bn 2&3",0,92,0,25,0,89,0,0,0,"","",0.397925080576199,92,25,89,0.825112107623318,1.37313432835821,1.03370786516854
"285","GRSP",2.4,2.4,"157","Waratah2011","GRSP_157",97,398,135,390,"4",0,125,0,58,0,92,0,0,0,"","",0.397925080576199,125,58,92,1.10619469026549,1.86567164179104,1.35869565217391
"286","GRSP",1.4,1.35,"301","Wilunga2012","GRSP_301",119.33,341.67,113,245,"1",0,13,0,7,0,106,0,0,0,"","",0.397925080576199,13,7,106,0.220338983050847,2.16666666666667,0.122641509433962
"287","GRSP",1.4,1.35,"302","Wilunga2012","GRSP_302",184.33,468,168,390,"1",0,22,0,8,0,106,15,0,0,"","",0.397925080576199,22,8,121,0.295302013422819,1.57142857142857,0.181818181818182
"288","GRSP",1.4,1.35,"306","Wilunga2012","GRSP_306",124.67,405.67,122,420,"1",0,12,0,11,0,137,0,0,0,"","",0.397925080576199,12,11,137,0.172661870503597,12,0.0875912408759124
"289","GRSP",1.4,1.35,"307","Wilunga2012","GRSP_307",147,362.33,57,280,"1",0,9,0,7,0,56,0,0,0,"","",0.397925080576199,9,7,56,0.3,4.5,0.160714285714286
"290","GRSP",1.4,1.35,"312","Wilunga2012","GRSP_312",144.33,415,117,352,"1",0,9,0,7,0,119,0,0,0,"","",0.397925080576199,9,7,119,0.146341463414634,4.5,0.0756302521008403
"291","GRSP",1.4,1.35,"314","Wilunga2012","GRSP_314",159.67,443.33,136,560,"1",0,17,0,5,0,155,8,0,0,"","",0.397925080576199,17,5,163,0.181818181818182,1.41666666666667,0.104294478527607
"292","GRSP",1.4,1.35,"315","Wilunga2012","GRSP_315",138.67,197,88,145,"1",0,6,0,6,0,38,0,0,0,"","",0.397925080576199,6,6,38,0.315789473684211,NA,0.157894736842105
"293","GRSP",1.4,1.35,"316","Wilunga2012","GRSP_316",132,482.33,80,190,"1",0,9,0,8,0,49,0,0,0,"","",0.397925080576199,9,8,49,0.352941176470588,9,0.183673469387755
"294","GRSP",5,5,"401","Basin2007","GRSP_401",94,132,48,77,"3",94,16,0,38,0,41,0,0,0,"","",0.397925080576199,53.4049575741627,38,41,1.48739787434237,3.46673837412794,1.30255994083324
"295","GRSP",5,5,"402","Basin2007","GRSP_402",111,174,98,117,"3",63,63,0,33,0,19,0,0,0,"","",0.397925080576199,88.0692800763005,33,19,1.36395016286739,1.59924516816413,4.63522526717371
"296","GRSP",5,5,"404","Basin2007","GRSP_404",102,183,115,80,"3",0,61,0,15,0,15,0,0,0,"","",0.397925080576199,61,15,15,1.14018691588785,1.32608695652174,4.06666666666667
"297","GRSP",5,5,"405","Basin2007","GRSP_405",85,153,23,103,"3",0,32,0,10,0,53,0,0,0,"","",0.397925080576199,32,10,53,0.65979381443299,1.45454545454545,0.60377358490566
"298","GRSP",5,5,"406","Basin2007","GRSP_406",100,207,96,153,"3",186,0,0,3,0,43,0,0,0,"","",0.397925080576199,74.0140649871729,3,43,0.800030406159701,1.0422451524292,1.72125732528309
"299","GRSP",9,9,"801","Waratah2003","GRSP_801",204,316,168,158,"N/A - bn 2&3",235,68,0,54,0,49,0,0,0,"","",0.397925080576199,161.512393935407,54,49,1.22346386669144,1.50226767373856,3.29617130480422
"300","GRSP",9,9,"802","Waratah2003","GRSP_802",190,258,155,76,"N/A - bn 3&4",0,60,0,35,76,0,0,0,0,"could probably count nodes on 76 mm length in env 4x","",0.397925080576199,60,35,30.2423061237911,1.49547047931143,2.4,1.98397568473785
"301","GRSP",9,9,"803","Waratah2003","GRSP_803",171,238,150,102,"3",0,88,0,70,0,34,0,0,0,"","",0.397925080576199,88,70,34,2.51428571428571,4.88888888888889,2.58823529411765
"302","GRSP",9,9,"804","Waratah2003","GRSP_804",220,262,221,17,"3",0,61,0,36,0,5,0,0,0,"","",0.397925080576199,61,36,5,2.21818181818182,2.44,12.2
"303","GRSP",9,9,"805","Waratah2003","GRSP_805",196,240,217,98,"N/A - bn 3&4",0,97,0,45,0,37,0,0,0,"","",0.397925080576199,97,45,37,1.3758865248227,1.86538461538462,2.62162162162162
"304","GRSP",32,32,"903","Basin1981","GRSP_903",102,130,37,13,"2",0,24,0,3,0,5,0,0,0,"","",0.397925080576199,24,3,5,1.02127659574468,1.14285714285714,4.8
"305","HATE",7,7,"1","Basin2005","HATE_001",163,204,140,103,"",0,115,0,65,0,41,0,0,0,"","",0.16160867967421,115,65,41,1.63120567375887,2.3,2.80487804878049
"306","HATE",7,7,"2","Basin2005","HATE_002",380,530,397,212,"4",0,121,0,51,0,43,0,0,0,"starting diameter estimated from starting diameter of next branch down","",0.16160867967421,121,51,43,1.3224043715847,1.72857142857143,2.81395348837209
"307","HATE",7,7,"5","Basin2005","HATE_005",250,279,347,167,"3",0,92,0,5,0,51,0,0,0,"think final diameter may be 368","",0.16160867967421,92,5,51,0.817777777777778,1.05747126436782,1.80392156862745
"308","HATE",7,7,"7","Basin2005","HATE_007",218,300,155,85,"4",0,76,0,49,0,16,0,0,0,"","",0.16160867967421,76,49,16,2.17142857142857,2.81481481481481,4.75
"309","HATE",1.4,1.4,"103","Waratah2011","HATE_103",296,778,215,319,"1",0,20,0,20,0,40,0,0,0,"","",0.16160867967421,20,20,40,1,NA,0.5
"310","HATE",1.4,1.4,"104","Waratah2011","HATE_104",198,454,141,449,"1",0,27,0,21,0,126,0,0,0,"","",0.16160867967421,27,21,126,0.391304347826087,4.5,0.214285714285714
"311","HATE",1.4,1.4,"106","Waratah2011","HATE_106",183,385.33,125,410,"1",0,18,0,15,0,44,0,0,0,"","",0.16160867967421,18,15,44,0.72,6,0.409090909090909
"312","HATE",1.4,1.4,"107","Waratah2011","HATE_107",119,324.67,80,170,"1",0,9,0,6,0,28,0,0,0,"","",0.16160867967421,9,6,28,0.529411764705882,3,0.321428571428571
"313","HATE",1.4,1.4,"108","Waratah2011","HATE_108",128,434,135,400,"1",0,15,0,15,0,60,0,0,0,"","",0.16160867967421,15,15,60,0.5,NA,0.25
"314","HATE",1.4,1.35,"302","Wilunga2012","HATE_302",212.33,474.33,125,186,"1",0,22,0,14,0,26,0,0,0,"","",0.16160867967421,22,14,26,1.04761904761905,2.75,0.846153846153846
"315","HATE",1.4,1.35,"304","Wilunga2012","HATE_304",268.67,636.33,162,611,"1",0,24,0,12,0,76,0,0,0,"","",0.16160867967421,24,12,76,0.48,2,0.315789473684211
"316","HATE",1.4,1.35,"306","Wilunga2012","HATE_306",132,339.33,103,518,"1",0,12,0,7,0,76,0,0,0,"","",0.16160867967421,12,7,76,0.27906976744186,2.4,0.157894736842105
"317","HATE",1.4,1.35,"307","Wilunga2012","HATE_307",117,389.33,38,242,"1",0,11,0,4,0,28,0,0,0,"","",0.16160867967421,11,4,28,0.523809523809524,1.57142857142857,0.392857142857143
"318","HATE",1.4,1.35,"308","Wilunga2012","HATE_308",132,316.33,100,332,"1",0,16,0,11,0,49,0,0,0,"","",0.16160867967421,16,11,49,0.542372881355932,3.2,0.326530612244898
"319","HATE",1.4,1.35,"310","Wilunga2012","HATE_310",237,406.67,123,188,"1",0,18,0,8,0,36,0,0,0,"","",0.16160867967421,18,8,36,0.642857142857143,1.8,0.5
"320","HATE",1.4,1.35,"311","Wilunga2012","HATE_311",142.33,313.33,102,270,"1",0,16,0,9,0,35,0,0,0,"","",0.16160867967421,16,9,35,0.653061224489796,2.28571428571429,0.457142857142857
"321","HATE",1.4,1.35,"312","Wilunga2012","HATE_312",158,298,110,212,"1",0,14,0,5,0,23,0,0,0,"","",0.16160867967421,14,5,23,0.682926829268293,1.55555555555556,0.608695652173913
"322","HATE",5,5,"405","Basin2007","HATE_405",174,264,78,213,"N/A - bn 2&3",188,0,78,3,213,0,0,0,0,"","",0.16160867967421,30.3824317787514,15.6054770145883,34.4226487706066,0.949798882171448,2.05606853804781,0.882629107981221
"323","HATE",5,5,"406","Basin2007","HATE_406",167,299,170,130,"N/A - bn 3&4",410,0,170,2,130,0,0,0,0,"","",0.16160867967421,66.2595586664259,29.4734755446156,21.0091283576472,1.40111337967534,1.801212660968,3.15384615384615
"324","HATE",9,9,"801","Waratah2003","HATE_801",188,263,125,228,"N/A - bn 3&4",0,73,0,3,0,41,0,0,0,"","",0.16160867967421,73,3,41,0.806629834254144,1.04285714285714,1.78048780487805
"325","HATE",9,9,"802","Waratah2003","HATE_802",218,431,375,80,"3",0,63,0,27,0,16,0,0,0,"","",0.16160867967421,63,27,16,1.43181818181818,1.75,3.9375
"326","HATE",9,9,"803","Waratah2003","HATE_803",241,453,335,337,"3",0,131,0,92,0,60,0,0,0,"","",0.16160867967421,131,92,60,1.89855072463768,3.35897435897436,2.18333333333333
"327","HATE",9,9,"804","Waratah2003","HATE_804",165,444,120,135,"N/A - bn 3&4",0,114,0,98,0,34,0,0,0,"","",0.16160867967421,114,98,34,3.45454545454545,7.125,3.35294117647059
"328","HATE",9,9,"805","Waratah2003","HATE_805",310,566,540,307,"3",0,102,0,64,0,50,0,0,0,"","",0.16160867967421,102,64,50,1.61904761904762,2.68421052631579,2.04
"329","HEPU",7,7,"2","Basin2005","HEPU_002",41,68,14,30,"3",0,89,0,35,0,18,0,0,0,"","",0.533291178771373,89,35,18,1.41269841269841,1.64814814814815,4.94444444444444
"330","HEPU",7,7,"4","Basin2005","HEPU_004",48,68,130,40,"3",220,0,25,0,40,0,0,0,0,"","",0.533291178771373,117.324059329702,13.3322794692843,21.3316471508549,1.02325581395349,1.12820512820513,5.5
"331","HEPU",1.4,1.4,"106","Waratah2011","HEPU_106",89,482.33,112,150,"1",112,0,30,0,150,0,0,0,0,"","",0.533291178771373,59.7286120223938,15.9987353631412,79.993676815706,0.713375796178344,1.36585365853659,0.746666666666667
"332","HEPU",1.4,1.4,"107","Waratah2011","HEPU_107",84,199.33,103,215,"1",103,0,53,0,215,0,0,0,0,"","",0.533291178771373,54.9289914134514,28.2644324748828,114.657603435845,0.653968253968254,2.06,0.479069767441861
"333","HEPU",1.4,1.4,"108","Waratah2011","HEPU_108",109,169.33,51,74,"1",51,0,0,0,74,0,0,0,0,"","",0.533291178771373,27.19785011734,0,39.4635472290816,0.579545454545455,1,0.689189189189189
"334","HEPU",1.4,1.4,"109","Waratah2011","HEPU_109",99,187.67,35,89,"1",35,0,0,0,89,0,0,0,0,"","",0.533291178771373,18.6651912569981,0,47.4629149106522,0.440251572327044,1,0.393258426966292
"335","HEPU",1.4,1.4,"110","Waratah2011","HEPU_110",60,168,85,173,"1",85,0,75,0,173,0,0,0,0,"","",0.533291178771373,45.3297501955667,39.996838407853,92.2593739274475,0.880829015544041,8.50000000000001,0.491329479768786
"336","HEPU",1.4,1.4,"111","Waratah2011","HEPU_111",85,188.67,125,172,"1",125,0,50,16,172,0,0,0,0,"","",0.533291178771373,66.6613973464216,42.6645589385686,91.7260827486762,0.954215746638247,2.77792416706889,0.726744186046512
"337","HEPU",1.4,1.4,"112","Waratah2011","HEPU_112",98,178.67,62,88,"1",62,0,22,0,88,0,0,0,0,"","",0.533291178771373,33.0640530838251,11.7324059329702,46.9296237318808,0.738095238095238,1.55,0.704545454545455
"338","HEPU",1.4,1.4,"113","Waratah2011","HEPU_113",84.667,139.333,72,50,"1",60,0,60,0,50,0,0,0,0,"","",0.533291178771373,31.9974707262824,31.9974707262824,26.6645589385686,2.4,NA,1.2
"339","HEPU",2.4,2.4,"151","Waratah2011","HEPU_151",41,82,47,70,"2",187,0,105,0,70,0,0,0,0,"","",0.533291178771373,99.7254504302468,55.9955737709942,37.3303825139961,1.5982905982906,2.28048780487805,2.67142857142857
"340","HEPU",2.4,2.4,"152","Waratah2011","HEPU_152",61,175,168,140,"2",238,0,160,16,140,0,0,0,0,"","",0.533291178771373,126.923300547587,101.32658860342,74.6607650279922,2.01698968688235,4.95857830585579,1.7
"341","HEPU",2.4,2.4,"153","Waratah2011","HEPU_153",67,175,95,137,"2",230,0,195,0,137,0,0,0,0,"","",0.533291178771373,122.656971117416,103.991779860418,73.0608914916781,2.22222222222222,6.57142857142857,1.67883211678832
"342","HEPU",2.4,2.4,"154","Waratah2011","HEPU_154",91,149,228,270,"2",283,0,228,6,270,0,0,0,0,"","",0.533291178771373,150.921403592299,127.590388759873,143.988618268271,1.58322465964281,6.4687029122517,1.04814814814815
"343","HEPU",2.4,2.4,"155","Waratah2011","HEPU_155",96.33333333,126.6666667,220,30,"1",207,0,137,0,30,0,0,0,0,"plant nipped","",0.533291178771373,110.391274005674,73.0608914916781,15.9987353631412,2.43529411764706,2.95714285714286,6.9
"344","HEPU",2.4,2.4,"156","Waratah2011","HEPU_156",81,122,150,15,"2",313,0,275,0,15,0,0,0,0,"see bag 2x for more accurate length - only have longer segment #, so 150 mm is an estimate","",0.533291178771373,166.92013895544,146.655074162128,7.99936768157059,6.87912087912088,8.23684210526316,20.8666666666667
"345","HEPU",2.4,2.4,"157","Waratah2011","HEPU_157",35,87,35,180,"3",275,0,155,17,180,0,0,0,0,"","",0.533291178771373,146.655074162128,99.6601327095628,95.9924121788471,1.54388148745442,3.12065659896942,1.52777777777778
"346","HEPU",5,5,"403","Basin2007","HEPU_403",66,74,85,5,"2",70,0,42,0,5,0,0,0,0,"","",0.533291178771373,37.3303825139961,22.3982295083977,2.66645589385686,2.29508196721311,2.5,14
"347","HEPU",5,5,"404","Basin2007","HEPU_404",85,86,84,35,"2",94,0,60,0,35,0,0,0,0,"","",0.533291178771373,50.1293708045091,31.9974707262824,18.6651912569981,1.8252427184466,2.76470588235294,2.68571428571429
"348","HEPU",5,5,"405","Basin2007","HEPU_405",90,96,90,40,"N/A - bn 2&3",103,0,50,0,40,0,0,0,0,"","",0.533291178771373,54.9289914134514,26.6645589385686,21.3316471508549,1.41095890410959,1.94339622641509,2.575
"349","HEPU",5,5,"406","Basin2007","HEPU_406",86,95,133,12,"2",90,0,38,0,12,0,0,0,0,"","",0.533291178771373,47.9962060894236,20.2650647933122,6.39949414525648,1.55172413793103,1.73076923076923,7.5
"350","HEPU",5,5,"407","Basin2007","HEPU_407",65,79,88,38,"3",139,0,30,0,38,0,0,0,0,"","",0.533291178771373,74.1274738492208,15.9987353631412,20.2650647933122,1.0859375,1.27522935779817,3.65789473684211
"351","HEPU",5,5,"408","Basin2007","HEPU_408",77,94,100,40,"1.2",36,4,15,0,40,0,0,0,0,"","",0.533291178771373,23.1984824357694,7.99936768157059,21.3316471508549,0.896908476646061,1.52630484149485,1.08751482113465
"352","HEPU",9,9,"801","Waratah2003","HEPU_801",105,128,280,52,"N/A - bn 3&4",260,11,0,18,52,0,0,0,0,"","",0.533291178771373,149.655706480557,18,27.7311412961114,1.02841116731191,1.13672024161488,5.39666596778483
"353","HEPU",9,9,"802","Waratah2003","HEPU_802",65,93,72,75,"3",122,0,50,0,75,0,0,0,0,"","",0.533291178771373,65.0615238101075,26.6645589385686,39.996838407853,1.11415525114155,1.69444444444444,1.62666666666667
"354","HEPU",9,9,"803","Waratah2003","HEPU_803",63,94,178,52,"N/A - bn 3&4",188,0,75,0,52,0,0,0,0,"","",0.533291178771373,100.258741609018,39.996838407853,27.7311412961114,1.35251798561151,1.66371681415929,3.61538461538462
"355","HEPU",9,9,"804","Waratah2003","HEPU_804",55,69,47,38,"diff branch",107,0,22,14,38,0,0,0,0,"","",0.533291178771373,57.0621561285369,25.7324059329702,20.2650647933122,1.37624251635486,1.8213409226803,2.81578947368421
"356","HEPU",9,9,"806","Waratah2003","HEPU_806",43,60,36,44,"5",56,0,16,0,44,0,0,0,0,"","",0.533291178771373,29.8643060111969,8.53265886034197,23.4648118659404,0.903225806451613,1.4,1.27272727272727
"357","HEPU",9,9,"807","Waratah2003","HEPU_807",75,78,100,18,"N/A - bn 3&4",55,0,32,0,18,0,0,0,0,"","",0.533291178771373,29.3310148324255,17.0653177206839,9.59924121788471,1.71875,2.39130434782609,3.05555555555556
"358","LEES",7,7,"1","Basin2005","LEES_001",129,208,85,83,"3",142,0,0,3,75,0,8,0,0,"","",0.514432810633568,73.0494591099666,3,46.5824607975176,0.782611093773182,1.04282688314967,1.56817518566687
"359","LEES",7,7,"2","Basin2005","LEES_002",85,105,50,33,"2",70,0,0,17,33,0,0,0,0,"","",0.514432810633568,36.0102967443497,17,16.9762827509077,1.30953971230883,1.89425221650224,2.12121212121212
"360","LEES",7,7,"3","Basin2005","LEES_003",100,114,27,46,"N/A - bn 2&3",62,6,0,3,46,0,0,0,0,"","",0.514432810633568,37.8948342592812,3,23.6639092891441,0.810987340415259,1.0859726106652,1.60137675462885
"361","LEES",7,7,"4","Basin2005","LEES_004",111,175,105,77,"3",135,0,23,0,77,0,0,0,0,"","",0.514432810633568,69.4484294355317,11.8319546445721,39.6113264187847,0.897009966777409,1.20535714285714,1.75324675324675
"362","LEES",7,7,"5","Basin2005","LEES_005",92,119,38,73,"2",80,20,35,0,73,0,0,0,0,"","",0.514432810633568,61.1546248506854,18.0051483721749,37.5535951762505,0.987539227451017,1.41727385455399,1.62846258963138
"363","LEES",7,7,"6","Basin2005","LEES_006",86,149,61,52,"N/A - bn 3&4",61,0,0,7,52,0,0,0,0,"","",0.514432810633568,31.3804014486476,7,26.7505061529455,0.831144416467974,1.28711586290915,1.17307692307692
"364","LEES",7,7,"7","Basin2005","LEES_007",112,125,95,42,"2",95,0,0,14,42,0,0,0,0,"","",0.514432810633568,48.8711170101889,14,21.6061780466098,1.06999379418551,1.40147839244465,2.26190476190476
"365","LEES",1.4,1.4,"102","Waratah2011","LEES_102",32,79.33333333,30,45,"1",8,0,0,0,31,0,14,0,0,"","",0.514432810633568,4.11546248506854,0,29.9474171296406,0.215591471956165,1,0.137422952612339
"366","LEES",1.4,1.4,"110","Waratah2011","LEES_110",51,139.6666667,35,97,"1",28,0,0,0,97,0,0,0,0,"","",0.514432810633568,14.4041186977399,0,49.8999826314561,0.366013071895425,1,0.288659793814433
"367","LEES",1.4,1.4,"114","Waratah2011","LEES_114",56,110.3333333,45,30,"1",35,0,10,0,30,0,0,0,0,"","",0.514432810633568,18.0051483721749,5.14432810633568,15.432984319007,0.875,1.4,1.16666666666667
"368","LEES",2.4,2.4,"152","Waratah2011","LEES_152",152.33,246,174,153,"1",145,0,125,0,153,0,0,0,0,"","",0.514432810633568,74.5927575418673,64.304101329196,78.7082200269359,1.50259067357513,7.25,0.947712418300654
"369","LEES",2.4,2.4,"153","Waratah2011","LEES_153",165.33,351.33,270,244,"1",245,0,135,0,234,0,0,0,0,"","",0.514432810633568,126.036038605224,69.4484294355317,120.377277688255,1.07929515418502,2.22727272727273,1.04700854700855
"370","LEES",2.4,2.4,"155","Waratah2011","LEES_155",53.67,79.33,55,45,"1",30,0,12,0,45,0,0,0,0,"","",0.514432810633568,15.432984319007,6.17319372760281,23.1494764785106,0.740740740740741,1.66666666666667,0.666666666666667
"371","LEES",2.4,2.4,"157","Waratah2011","LEES_157",137.67,206.33,218,125,"1",205,0,80,0,125,0,0,0,0,"","",0.514432810633568,105.458726179881,41.1546248506854,64.304101329196,1.09333333333333,1.64,1.64
"372","LEES",5,5,"401","Basin2007","LEES_401",94,164,48,110,"2",68,0,36,0,103,0,7,0,0,"","",0.514432810633568,34.9814311230826,18.5195811828084,59.9865794952575,0.753015303755333,2.125,0.583154289133092
"373","LEES",5,5,"402","Basin2007","LEES_402",70,147,43,25,"2",88,0,43,2,25,0,0,0,0,"","",0.514432810633568,45.270087335754,24.1206108572434,12.8608202658392,1.64141673145938,2.14048264418042,3.52
"374","LEES",5,5,"403","Basin2007","LEES_403",63,139,51,31,"side",38,0,22,0,31,0,0,0,0,"","",0.514432810633568,19.5484468040756,11.3175218339385,15.9474171296406,1.20634920634921,2.375,1.2258064516129
"375","LEES",5,5,"404","Basin2007","LEES_404",119,143,35,67,"2",73,1,6,0,67,0,0,0,0,"","",0.514432810633568,38.5535951762505,3.08659686380141,34.466998312449,0.731560365235027,1.08702729327725,1.11856549928589
"376","LEES",5,5,"407","Basin2007","LEES_407",142,169,137,60,"N/A - bn 2&3",83,0,33,0,60,0,0,0,0,"shed leaves estimated","",0.514432810633568,42.6979232825861,16.9762827509077,30.8659686380141,1.0375,1.66,1.38333333333333
"377","LEES",9,9,"801","Waratah2003","LEES_801",126,152,78,58,"N/A - bn 2&3",158,1,0,6,58,0,0,0,0,"","",0.514432810633568,82.2803840801037,6,29.8371030167469,0.902207723688605,1.07865718129709,2.75765324917508
"378","LEES",9,9,"802","Waratah2003","LEES_802",86,122,57,109,"4",72,0,0,14,109,0,0,0,0,"","",0.514432810633568,37.0391623656169,14,56.0731763590589,0.725180970818581,1.60766098080429,0.660550458715596
"379","LEES",9,9,"803","Waratah2003","LEES_803",87,128,45,112,"N/A - bn 3&4",75,0,0,2,112,0,0,0,0,"","",0.514432810633568,38.5824607975176,2,57.6164747909596,0.590029803377284,1.05467100781082,0.669642857142857
"380","LEES",9,9,"804","Waratah2003","LEES_804",95,172,78,75,"4",346,0,0,25,75,0,0,0,0,"","",0.514432810633568,177.993752479214,25,38.5824607975176,1.03313561928543,1.1634053652184,4.61333333333333
"381","LEES",9,9,"805","Waratah2003","LEES_805",96,137,55,60,"3",55,14,30,0,60,0,0,0,0,"","",0.514432810633568,42.2938045848462,15.432984319007,30.8659686380141,1,1.57455372420753,1.37024063883606
"382","LEES",9,9,"806","Waratah2003","LEES_806",116,140,102,76,"3",87,12,32,0,76,0,0,0,0,"","",0.514432810633568,56.7556545251204,16.4618499402742,39.0968936081512,0.948421110634002,1.40854543545548,1.45166659770861
"383","LEES",9,9,"807","Waratah2003","LEES_807",132,162,118,52,"3",60,0,0,11,0,38,0,0,0,"","",0.514432810633568,30.8659686380141,11,38,0.794164399335841,1.55371073016552,0.812262332579318
"384","LEES",32,32,"902","Basin1981","LEES_902",102,182,113,102,"3",175,0,38,8,102,0,0,0,0,"","",0.514432810633568,90.0257418608744,27.5484468040756,52.4721466846239,1.01479341259887,1.44093533145171,1.7156862745098
"385","LEES",32,32,"903","Basin1981","LEES_903",92,144,102,55,"2",102,1,75,0,55,0,0,0,0,"","",0.514432810633568,53.4721466846239,38.5824607975176,28.2938045848462,1.8415437224929,3.59122059995422,1.88988888094826
