"","species","age","age2","replicate","site","tag_ID","d_start","d_end","length_start","new_length","segment","lvs_start_length","lvs_start_count","lvs_end_length","lvs_end_count","lvs_new_length","lvs_new_count","new_but_shed_count","mm_lvs_spec","count_lvs_spec","notes","dont_use","count_per_length","lvs_start","lvs_end","lvs_new","LL_death","LL_bd","LL_birth"
"252","GRSP",1.4,1.35,"315","Wilunga2012","GRSP_315",138.67,197,88,145,"1",0,6,0,6,0,38,0,NA,NA,"","",0.397925080576199,6,6,38,NA,0.315789473684211,0.157894736842105
"253","GRSP",1.4,1.35,"316","Wilunga2012","GRSP_316",132,482.33,80,190,"1",0,9,0,8,0,49,0,NA,NA,"","",0.397925080576199,9,8,49,9,0.352941176470588,0.183673469387755
"254","GRSP",5,5,"401","Basin2007","GRSP_401",94,132,48,77,"3",94,16,0,38,0,41,0,NA,NA,"","",0.397925080576199,53.4049575741627,38,41,3.46673837412794,1.48739787434237,1.30255994083324
"255","GRSP",5,5,"402","Basin2007","GRSP_402",111,174,98,117,"3",63,63,0,33,0,19,0,NA,NA,"","",0.397925080576199,88.0692800763005,33,19,1.59924516816413,1.36395016286739,4.63522526717371
"256","GRSP",5,5,"403","Basin2007","GRSP_403",210,302,190,86,"1.2",170,0,110,0,0,32,0,110,37,"","",0.336363636363636,57.1818181818182,37,32,2.83333333333333,1.58040201005025,1.78693181818182
"257","GRSP",5,5,"404","Basin2007","GRSP_404",102,183,115,80,"3",0,61,0,15,0,15,0,NA,NA,"","",0.397925080576199,61,15,15,1.32608695652174,1.14018691588785,4.06666666666667
"258","GRSP",5,5,"405","Basin2007","GRSP_405",85,153,23,103,"3",0,32,0,10,0,53,0,NA,NA,"","",0.397925080576199,32,10,53,1.45454545454545,0.65979381443299,0.60377358490566
"259","GRSP",5,5,"406","Basin2007","GRSP_406",100,207,96,153,"3",186,0,0,3,0,43,0,NA,NA,"","",0.397925080576199,74.0140649871729,3,43,1.0422451524292,0.800030406159701,1.72125732528309
"260","GRSP",5,5,"407","Basin2007","GRSP_407",94,141,47,93,"3",95,55,0,49,0,41,0,170,77,"","",0.452941176470588,98.0294117647059,49,41,1.999400119976,1.40989847715736,2.3909612625538
"261","GRSP",5,5,"408","Basin2007","GRSP_408",146,214,110,73,"N/A - bn 2&3",85,60,50,54,73,0,0,110,54,"count of new leaves in bag 3x","",0.490909090909091,101.727272727273,78.5454545454545,35.8363636363636,4.38823529411765,2.47511612475116,2.83866057838661
"262","GRSP",9,9,"801","Waratah2003","GRSP_801",204,316,168,158,"N/A - bn 2&3",235,68,0,54,0,49,0,NA,NA,"","",0.397925080576199,161.512393935407,54,49,1.50226767373856,1.22346386669144,3.29617130480422
"263","GRSP",9,9,"802","Waratah2003","GRSP_802",190,258,155,76,"N/A - bn 3&4",0,60,0,35,76,0,0,NA,NA,"could probably count nodes on 76 mm length in env 4x","",0.397925080576199,60,35,30.2423061237911,2.4,1.49547047931143,1.98397568473785
"264","GRSP",9,9,"803","Waratah2003","GRSP_803",171,238,150,102,"3",0,88,0,70,0,34,0,NA,NA,"","",0.397925080576199,88,70,34,4.88888888888889,2.51428571428571,2.58823529411765
"265","GRSP",9,9,"804","Waratah2003","GRSP_804",220,262,221,17,"3",0,61,0,36,0,5,0,NA,NA,"","",0.397925080576199,61,36,5,2.44,2.21818181818182,12.2
"266","GRSP",9,9,"805","Waratah2003","GRSP_805",196,240,217,98,"N/A - bn 3&4",0,97,0,45,0,37,0,NA,NA,"","",0.397925080576199,97,45,37,1.86538461538462,1.3758865248227,2.62162162162162
"267","GRSP",9,9,"806","Waratah2003","GRSP_806",219,279,222,57,"N/A - bn 2&3",0,137,0,15,0,25,0,122,51,"","",0.418032786885246,137,15,25,1.12295081967213,1.0185873605948,5.48
"268","GRSP",9,9,"807","Waratah2003","GRSP_807",270,289,225,86,"N/A - bn 3&4",338,77,0,29,0,26,0,86,26,"","",0.302325581395349,179.186046511628,29,26,1.19309383710127,1.0980475986889,6.891771019678
"269","GRSP",32,32,"903","Basin1981","GRSP_903",102,130,37,13,"2",0,24,0,3,0,5,0,NA,NA,"","",0.397925080576199,24,3,5,1.14285714285714,1.02127659574468,4.8
"270","GRSP",32,32,"905","Basin1981","GRSP_905",128,184,95,0,"3",0,73,0,45,0,0,0,NA,NA,"","",0.397925080576199,73,45,0,2.60714285714286,2.60714285714286,Inf
"271","HATE",7,7,"1","Basin2005","HATE_001",163,204,140,103,"",0,115,0,65,0,41,0,NA,NA,"","",0.16160867967421,115,65,41,2.3,1.63120567375887,2.80487804878049
"272","HATE",7,7,"2","Basin2005","HATE_002",380,530,397,212,"4",0,121,0,51,0,43,0,NA,NA,"starting diameter estimated from starting diameter of next branch down","",0.16160867967421,121,51,43,1.72857142857143,1.3224043715847,2.81395348837209
"273","HATE",7,7,"4","Basin2005","HATE_004",426,541,680,415,"4",0,172,0,113,0,59,0,1438,247,"","",0.171766342141864,172,113,59,2.91525423728814,1.94350282485876,2.91525423728814
"274","HATE",7,7,"5","Basin2005","HATE_005",250,279,347,167,"3",0,92,0,5,0,51,0,NA,NA,"think final diameter may be 368","",0.16160867967421,92,5,51,1.05747126436782,0.817777777777778,1.80392156862745
"275","HATE",7,7,"6","Basin2005","HATE_006",210,445,370,435,"4",252.5,93,0,67,0,60,0,1025,148,"","",0.144390243902439,129.458536585366,67,60,2.07271165260856,1.40017938166086,2.15764227642276
"276","HATE",7,7,"7","Basin2005","HATE_007",218,300,155,85,"4",0,76,0,49,0,16,0,NA,NA,"","",0.16160867967421,76,49,16,2.81481481481481,2.17142857142857,4.75
"277","HATE",1.4,1.4,"103","Waratah2011","HATE_103",296,778,215,319,"1",0,20,0,20,0,40,0,NA,NA,"","",0.16160867967421,20,20,40,NA,1,0.5
"278","HATE",1.4,1.4,"104","Waratah2011","HATE_104",198,454,141,449,"1",0,27,0,21,0,126,0,NA,NA,"","",0.16160867967421,27,21,126,4.5,0.391304347826087,0.214285714285714
"279","HATE",1.4,1.4,"106","Waratah2011","HATE_106",183,385.33,125,410,"1",0,18,0,15,0,44,0,NA,NA,"","",0.16160867967421,18,15,44,6,0.72,0.409090909090909
"280","HATE",1.4,1.4,"107","Waratah2011","HATE_107",119,324.67,80,170,"1",0,9,0,6,0,28,0,NA,NA,"","",0.16160867967421,9,6,28,3,0.529411764705882,0.321428571428571
"281","HATE",1.4,1.4,"108","Waratah2011","HATE_108",128,434,135,400,"1",0,15,0,15,0,60,0,NA,NA,"","",0.16160867967421,15,15,60,NA,0.5,0.25
"282","HATE",2.4,2.4,"151","Waratah2011","HATE_151",242,353.33,255,245,"1",0,32,0,23,0,34,0,245,34,"","",0.138775510204082,32,23,34,3.55555555555556,1.23076923076923,0.941176470588235
"283","HATE",2.4,2.4,"153","Waratah2011","HATE_153",237,630,290,715,"2",0,100,0,87,0,91,0,715,91,"","",0.127272727272727,100,87,91,7.69230769230769,1.70940170940171,1.0989010989011
"284","HATE",2.4,2.4,"154","Waratah2011","HATE_154",145,476,117,691,"2",0,58,0,50,0,104,0,682,104,"","",0.152492668621701,58,50,104,7.25,0.966666666666667,0.557692307692308
"285","HATE",2.4,2.4,"155","Waratah2011","HATE_155",191,462,210,315,"3",0,60,0,45,0,38,0,525,59,"","",0.112380952380952,60,45,38,4,1.76470588235294,1.57894736842105
"286","HATE",2.4,2.4,"156","Waratah2011","HATE_156",219.33,421.33,197,386,"1",0,27,0,20,0,50,0,556,76,"","",0.136690647482014,27,20,50,3.85714285714286,0.84375,0.54
"287","HATE",2.4,2.4,"157","Waratah2011","HATE_157",259.67,441.33,250,466,"1",0,38,0,33,0,71,0,661,105,"","",0.158850226928896,38,33,71,7.6,0.938271604938272,0.535211267605634
"288","HATE",2.4,2.4,"161","Waratah2011","HATE_161",179,271,118,234,"2",0,17,0,13,0,24,0,352,41,"","",0.116477272727273,17,13,24,4.25,1.0625,0.708333333333333
"289","HATE",1.4,1.35,"302","Wilunga2012","HATE_302",212.33,474.33,125,186,"1",0,22,0,14,0,26,0,NA,NA,"","",0.16160867967421,22,14,26,2.75,1.04761904761905,0.846153846153846
"290","HATE",1.4,1.35,"304","Wilunga2012","HATE_304",268.67,636.33,162,611,"1",0,24,0,12,0,76,0,NA,NA,"","",0.16160867967421,24,12,76,2,0.48,0.315789473684211
"291","HATE",1.4,1.35,"306","Wilunga2012","HATE_306",132,339.33,103,518,"1",0,12,0,7,0,76,0,NA,NA,"","",0.16160867967421,12,7,76,2.4,0.27906976744186,0.157894736842105
"292","HATE",1.4,1.35,"307","Wilunga2012","HATE_307",117,389.33,38,242,"1",0,11,0,4,0,28,0,NA,NA,"","",0.16160867967421,11,4,28,1.57142857142857,0.523809523809524,0.392857142857143
"293","HATE",1.4,1.35,"308","Wilunga2012","HATE_308",132,316.33,100,332,"1",0,16,0,11,0,49,0,NA,NA,"","",0.16160867967421,16,11,49,3.2,0.542372881355932,0.326530612244898
"294","HATE",1.4,1.35,"310","Wilunga2012","HATE_310",237,406.67,123,188,"1",0,18,0,8,0,36,0,NA,NA,"","",0.16160867967421,18,8,36,1.8,0.642857142857143,0.5
"295","HATE",1.4,1.35,"311","Wilunga2012","HATE_311",142.33,313.33,102,270,"1",0,16,0,9,0,35,0,NA,NA,"","",0.16160867967421,16,9,35,2.28571428571429,0.653061224489796,0.457142857142857
"296","HATE",1.4,1.35,"312","Wilunga2012","HATE_312",158,298,110,212,"1",0,14,0,5,0,23,0,NA,NA,"","",0.16160867967421,14,5,23,1.55555555555556,0.682926829268293,0.608695652173913
"297","HATE",5,5,"401","Basin2007","HATE_401",188,355,202,410,"3",130,44,0,44,0,71,0,702,115,"","",0.163817663817664,65.2962962962963,44,71,3.06608695652174,1.14965764590805,0.919666145018258
"298","HATE",5,5,"402","Basin2007","HATE_402",210,406,145,365,"N/A - bn 2&3",111,36,0,15,0,60,0,510,87,"","",0.170588235294118,54.9352941176471,15,60,1.37560760053027,0.785516023214736,0.915588235294118
"299","HATE",5,5,"404","Basin2007","HATE_404",212,348,225,322,"2",130,46,0,54,0,68,0,607,127,"","",0.209225700164745,73.1993410214168,54,68,3.8125965333791,1.37594450637929,1.07646089737378
"300","HATE",5,5,"405","Basin2007","HATE_405",174,264,78,213,"N/A - bn 2&3",188,0,78,3,213,0,0,NA,NA,"","",0.16160867967421,30.3824317787514,15.6054770145883,34.4226487706066,2.05606853804781,0.949798882171448,0.882629107981221
"301","HATE",5,5,"406","Basin2007","HATE_406",167,299,170,130,"N/A - bn 3&4",410,0,170,2,130,0,0,NA,NA,"","",0.16160867967421,66.2595586664259,29.4734755446156,21.0091283576472,1.801212660968,1.40111337967534,3.15384615384615
"302","HATE",5,5,"407","Basin2007","HATE_407",155,283,141,105,"3",0,42,0,42,0,18,0,373,60,"","",0.160857908847185,42,42,18,NA,4.66666666666667,2.33333333333333
"303","HATE",9,9,"801","Waratah2003","HATE_801",188,263,125,228,"N/A - bn 3&4",0,73,0,3,0,41,0,NA,NA,"","",0.16160867967421,73,3,41,1.04285714285714,0.806629834254144,1.78048780487805
"304","HATE",9,9,"802","Waratah2003","HATE_802",218,431,375,80,"3",0,63,0,27,0,16,0,NA,NA,"","",0.16160867967421,63,27,16,1.75,1.43181818181818,3.9375
"305","HATE",9,9,"803","Waratah2003","HATE_803",241,453,335,337,"3",0,131,0,92,0,60,0,NA,NA,"","",0.16160867967421,131,92,60,3.35897435897436,1.89855072463768,2.18333333333333
"306","HATE",9,9,"804","Waratah2003","HATE_804",165,444,120,135,"N/A - bn 3&4",0,114,0,98,0,34,0,NA,NA,"","",0.16160867967421,114,98,34,7.125,3.45454545454545,3.35294117647059
"307","HATE",9,9,"805","Waratah2003","HATE_805",310,566,540,307,"3",0,102,0,64,0,50,0,NA,NA,"","",0.16160867967421,102,64,50,2.68421052631579,1.61904761904762,2.04
"308","HATE",9,9,"806","Waratah2003","HATE_806",435,621,455,240,"N/A - bn 2&3",0,84,0,47,0,37,0,629,116,"","",0.184419713831479,84,47,37,2.27027027027027,1.51351351351351,2.27027027027027
"309","HATE",9,9,"807","Waratah2003","HATE_807",480,622,430,130,"4",0,118,0,68,0,23,0,580,122,"","",0.210344827586207,118,68,23,2.36,1.91869918699187,5.1304347826087
"310","HATE",32,32,"901","Basin1981","HATE_901",241,384,475,250,"5",0,67,0,28,0,24,10,1015,91,"","",0.0896551724137931,67,28,24,1.71794871794872,1.31372549019608,2.79166666666667
"311","HATE",32,32,"902","Basin1981","HATE_902",214,403,395,110,"5",320,59,0,92,0,20,0,835,119,"","",0.14251497005988,104.604790419162,92,20,8.29881235154394,4.62754966887417,5.23023952095808
"312","HATE",32,32,"903","Basin1981","HATE_903",465,607,687,165,"5",0,95,0,44,0,50,0,852,145,"","",0.17018779342723,95,44,50,1.86274509803922,1.25,1.9
"313","HATE",32,32,"904","Basin1981","HATE_904",287,407,445,15,"4",365,83,0,65,0,10,0,460,74,"","",0.160869565217391,141.717391304348,65,10,1.84726551431,1.7342378292099,14.1717391304348
"314","HATE",32,32,"905","Basin1981","HATE_905",159,272,290,140,"5",0,65,0,52,0,19,0,530,70,"","",0.132075471698113,65,52,19,5,2.88888888888889,3.42105263157895
"315","HATE",32,32,"906","Basin1981","HATE_906",222,342,370,340,"6",0,122,0,84,0,39,0,1333,161,"","",0.120780195048762,122,84,39,3.21052631578947,2.12173913043478,3.12820512820513
"316","HATE",32,32,"907","Basin1981","HATE_907",505,721,565,180,"6",0,97,0,87,0,35,0,745,132,"","",0.177181208053691,97,87,35,9.7,3.52727272727273,2.77142857142857
"317","HEPU",7,7,"1","Basin2005","HEPU_001",74,65,73,30,"3",161,5,0,0,42,22,0,70,40,"","",0.571428571428571,97,0,46,1,0.808333333333333,2.10869565217391
"318","HEPU",7,7,"2","Basin2005","HEPU_002",41,68,14,30,"3",0,89,0,35,0,18,0,NA,NA,"","",0.533291178771373,89,35,18,1.64814814814815,1.41269841269841,4.94444444444444
"319","HEPU",7,7,"4","Basin2005","HEPU_004",48,68,130,40,"3",220,0,25,0,40,0,0,NA,NA,"","",0.533291178771373,117.324059329702,13.3322794692843,21.3316471508549,1.12820512820513,1.02325581395349,5.5
"320","HEPU",7,7,"6","Basin2005","HEPU_006",56,87,78,25,"3",183,0,95,18,0,12,0,50,30,"","",0.6,109.8,75,12,3.1551724137931,2.69117647058824,9.15
"321","HEPU",7,7,"7","Basin2005","HEPU_007",75,97,52,40,"N/A - above highest cut",244,14,0,59,0,28,0,120,78,"","",0.65,172.6,59,28,1.5193661971831,1.35266457680251,6.16428571428571
"322","HEPU",7,7,"9","Basin2005","HEPU_009",55,61,55,21,"3",97,0,0,13,0,22,0,60,35,"","",0.583333333333333,56.5833333333333,13,22,1.29827915869981,1.03664122137405,2.5719696969697
"323","HEPU",1.4,1.4,"106","Waratah2011","HEPU_106",89,482.33,112,150,"1",112,0,30,0,150,0,0,NA,NA,"","",0.533291178771373,59.7286120223938,15.9987353631412,79.993676815706,1.36585365853659,0.713375796178344,0.746666666666667
"324","HEPU",1.4,1.4,"107","Waratah2011","HEPU_107",84,199.33,103,215,"1",103,0,53,0,215,0,0,NA,NA,"","",0.533291178771373,54.9289914134514,28.2644324748828,114.657603435845,2.06,0.653968253968254,0.479069767441861
"325","HEPU",1.4,1.4,"108","Waratah2011","HEPU_108",109,169.33,51,74,"1",51,0,0,0,74,0,0,NA,NA,"","",0.533291178771373,27.19785011734,0,39.4635472290816,1,0.579545454545455,0.689189189189189
"326","HEPU",1.4,1.4,"109","Waratah2011","HEPU_109",99,187.67,35,89,"1",35,0,0,0,89,0,0,NA,NA,"","",0.533291178771373,18.6651912569981,0,47.4629149106522,1,0.440251572327044,0.393258426966292
"327","HEPU",1.4,1.4,"110","Waratah2011","HEPU_110",60,168,85,173,"1",85,0,75,0,173,0,0,NA,NA,"","",0.533291178771373,45.3297501955667,39.996838407853,92.2593739274475,8.50000000000001,0.880829015544041,0.491329479768786
"328","HEPU",1.4,1.4,"111","Waratah2011","HEPU_111",85,188.67,125,172,"1",125,0,50,16,172,0,0,NA,NA,"","",0.533291178771373,66.6613973464216,42.6645589385686,91.7260827486762,2.77792416706889,0.954215746638247,0.726744186046512
"329","HEPU",1.4,1.4,"112","Waratah2011","HEPU_112",98,178.67,62,88,"1",62,0,22,0,88,0,0,NA,NA,"","",0.533291178771373,33.0640530838251,11.7324059329702,46.9296237318808,1.55,0.738095238095238,0.704545454545455
"330","HEPU",1.4,1.4,"113","Waratah2011","HEPU_113",84.667,139.333,72,50,"1",60,0,60,0,50,0,0,NA,NA,"","",0.533291178771373,31.9974707262824,31.9974707262824,26.6645589385686,NA,2.4,1.2
"331","HEPU",2.4,2.4,"151","Waratah2011","HEPU_151",41,82,47,70,"2",187,0,105,0,70,0,0,NA,NA,"","",0.533291178771373,99.7254504302468,55.9955737709942,37.3303825139961,2.28048780487805,1.5982905982906,2.67142857142857
"332","HEPU",2.4,2.4,"152","Waratah2011","HEPU_152",61,175,168,140,"2",238,0,160,16,140,0,0,NA,NA,"","",0.533291178771373,126.923300547587,101.32658860342,74.6607650279922,4.95857830585579,2.01698968688235,1.7
"333","HEPU",2.4,2.4,"153","Waratah2011","HEPU_153",67,175,95,137,"2",230,0,195,0,137,0,0,NA,NA,"","",0.533291178771373,122.656971117416,103.991779860418,73.0608914916781,6.57142857142857,2.22222222222222,1.67883211678832
"334","HEPU",2.4,2.4,"154","Waratah2011","HEPU_154",91,149,228,270,"2",283,0,228,6,270,0,0,NA,NA,"","",0.533291178771373,150.921403592299,127.590388759873,143.988618268271,6.4687029122517,1.58322465964281,1.04814814814815
"335","HEPU",2.4,2.4,"155","Waratah2011","HEPU_155",96.33333333,126.6666667,220,30,"1",207,0,137,0,30,0,0,NA,NA,"plant nipped","",0.533291178771373,110.391274005674,73.0608914916781,15.9987353631412,2.95714285714286,2.43529411764706,6.9
"336","HEPU",2.4,2.4,"156","Waratah2011","HEPU_156",81,122,150,15,"2",313,0,275,0,15,0,0,NA,NA,"see bag 2x for more accurate length - only have longer segment #, so 150 mm is an estimate","",0.533291178771373,166.92013895544,146.655074162128,7.99936768157059,8.23684210526316,6.87912087912088,20.8666666666667
"337","HEPU",2.4,2.4,"157","Waratah2011","HEPU_157",35,87,35,180,"3",275,0,155,17,180,0,0,NA,NA,"","",0.533291178771373,146.655074162128,99.6601327095628,95.9924121788471,3.12065659896942,1.54388148745442,1.52777777777778
"338","HEPU",5,5,"402","Basin2007","HEPU_402",87,115,142,83,"2",142,30,0,34,83,0,0,50,34,"","",0.68,126.56,34,56.44,1.36732929991357,1.04785560523265,2.24238128986534
"339","HEPU",5,5,"403","Basin2007","HEPU_403",66,74,85,5,"2",70,0,42,0,5,0,0,NA,NA,"","",0.533291178771373,37.3303825139961,22.3982295083977,2.66645589385686,2.5,2.29508196721311,14
"340","HEPU",5,5,"404","Basin2007","HEPU_404",85,86,84,35,"2",94,0,60,0,35,0,0,NA,NA,"","",0.533291178771373,50.1293708045091,31.9974707262824,18.6651912569981,2.76470588235294,1.8252427184466,2.68571428571429
"341","HEPU",5,5,"405","Basin2007","HEPU_405",90,96,90,40,"N/A - bn 2&3",103,0,50,0,40,0,0,NA,NA,"","",0.533291178771373,54.9289914134514,26.6645589385686,21.3316471508549,1.94339622641509,1.41095890410959,2.575
"342","HEPU",5,5,"406","Basin2007","HEPU_406",86,95,133,12,"2",90,0,38,0,12,0,0,NA,NA,"","",0.533291178771373,47.9962060894236,20.2650647933122,6.39949414525648,1.73076923076923,1.55172413793103,7.5
"343","HEPU",5,5,"407","Basin2007","HEPU_407",65,79,88,38,"3",139,0,30,0,38,0,0,NA,NA,"","",0.533291178771373,74.1274738492208,15.9987353631412,20.2650647933122,1.27522935779817,1.0859375,3.65789473684211
"344","HEPU",5,5,"408","Basin2007","HEPU_408",77,94,100,40,"1.2",36,4,15,0,40,0,0,NA,NA,"","",0.533291178771373,23.1984824357694,7.99936768157059,21.3316471508549,1.52630484149485,0.896908476646061,1.08751482113465
"345","HEPU",9,9,"801","Waratah2003","HEPU_801",105,128,280,52,"N/A - bn 3&4",260,11,0,18,52,0,0,NA,NA,"","",0.533291178771373,149.655706480557,18,27.7311412961114,1.13672024161488,1.02841116731191,5.39666596778483
"346","HEPU",9,9,"802","Waratah2003","HEPU_802",65,93,72,75,"3",122,0,50,0,75,0,0,NA,NA,"","",0.533291178771373,65.0615238101075,26.6645589385686,39.996838407853,1.69444444444444,1.11415525114155,1.62666666666667
"347","HEPU",9,9,"803","Waratah2003","HEPU_803",63,94,178,52,"N/A - bn 3&4",188,0,75,0,52,0,0,NA,NA,"","",0.533291178771373,100.258741609018,39.996838407853,27.7311412961114,1.66371681415929,1.35251798561151,3.61538461538462
"348","HEPU",9,9,"804","Waratah2003","HEPU_804",55,69,47,38,"diff branch",107,0,22,14,38,0,0,NA,NA,"","",0.533291178771373,57.0621561285369,25.7324059329702,20.2650647933122,1.8213409226803,1.37624251635486,2.81578947368421
"349","HEPU",9,9,"805","Waratah2003","HEPU_805",84,109,144,25,"3",285,0,31,25,0,0,0,NA,NA,"","",0.533291178771373,151.987985949841,41.5320265419126,0,1.37600530351223,1.37600530351223,Inf
"350","HEPU",9,9,"806","Waratah2003","HEPU_806",43,60,36,44,"5",56,0,16,0,44,0,0,NA,NA,"","",0.533291178771373,29.8643060111969,8.53265886034197,23.4648118659404,1.4,0.903225806451613,1.27272727272727
"351","HEPU",9,9,"807","Waratah2003","HEPU_807",75,78,100,18,"N/A - bn 3&4",55,0,32,0,18,0,0,NA,NA,"","",0.533291178771373,29.3310148324255,17.0653177206839,9.59924121788471,2.39130434782609,1.71875,3.05555555555556
"352","LEES",7,7,"1","Basin2005","LEES_001",129,208,85,83,"3",142,0,0,3,75,0,8,NA,NA,"","",0.514432810633568,73.0494591099666,3,38.5824607975176,1.04282688314967,0.817650496225824,1.89333333333333
"353","LEES",7,7,"2","Basin2005","LEES_002",85,105,50,33,"2",70,0,0,17,33,0,0,NA,NA,"","",0.514432810633568,36.0102967443497,17,16.9762827509077,1.89425221650224,1.30953971230883,2.12121212121212
"354","LEES",7,7,"3","Basin2005","LEES_003",100,114,27,46,"N/A - bn 2&3",62,6,0,3,46,0,0,NA,NA,"","",0.514432810633568,37.8948342592812,3,23.6639092891441,1.0859726106652,0.810987340415259,1.60137675462885
"355","LEES",7,7,"4","Basin2005","LEES_004",111,175,105,77,"3",135,0,23,0,77,0,0,NA,NA,"","",0.514432810633568,69.4484294355317,11.8319546445721,39.6113264187847,1.20535714285714,0.897009966777409,1.75324675324675
"356","LEES",7,7,"5","Basin2005","LEES_005",92,119,38,73,"2",80,20,35,0,73,0,0,NA,NA,"","",0.514432810633568,61.1546248506854,18.0051483721749,37.5535951762505,1.41727385455399,0.987539227451017,1.62846258963138
"357","LEES",7,7,"6","Basin2005","LEES_006",86,149,61,52,"N/A - bn 3&4",61,0,0,7,52,0,0,NA,NA,"","",0.514432810633568,31.3804014486476,7,26.7505061529455,1.28711586290915,0.831144416467974,1.17307692307692
"358","LEES",7,7,"7","Basin2005","LEES_007",112,125,95,42,"2",95,0,0,14,42,0,0,NA,NA,"","",0.514432810633568,48.8711170101889,14,21.6061780466098,1.40147839244465,1.06999379418551,2.26190476190476
"359","LEES",1.4,1.4,"102","Waratah2011","LEES_102",32,79.33333333,30,45,"1",8,0,0,0,31,0,14,NA,NA,"","",0.514432810633568,4.11546248506854,0,15.9474171296406,1,0.340425531914894,0.258064516129032
"360","LEES",1.4,1.4,"110","Waratah2011","LEES_110",51,139.6666667,35,97,"1",28,0,0,0,97,0,0,NA,NA,"","",0.514432810633568,14.4041186977399,0,49.8999826314561,1,0.366013071895425,0.288659793814433
"361","LEES",1.4,1.4,"114","Waratah2011","LEES_114",56,110.3333333,45,30,"1",35,0,10,0,30,0,0,NA,NA,"","",0.514432810633568,18.0051483721749,5.14432810633568,15.432984319007,1.4,0.875,1.16666666666667
"362","LEES",2.4,2.4,"152","Waratah2011","LEES_152",152.33,246,174,153,"1",145,0,125,0,153,0,0,NA,NA,"","",0.514432810633568,74.5927575418673,64.304101329196,78.7082200269359,7.25,1.50259067357513,0.947712418300654
"363","LEES",2.4,2.4,"153","Waratah2011","LEES_153",165.33,351.33,270,244,"1",245,0,135,0,234,0,0,NA,NA,"","",0.514432810633568,126.036038605224,69.4484294355317,120.377277688255,2.22727272727273,1.07929515418502,1.04700854700855
"364","LEES",2.4,2.4,"155","Waratah2011","LEES_155",53.67,79.33,55,45,"1",30,0,12,0,45,0,0,NA,NA,"","",0.514432810633568,15.432984319007,6.17319372760281,23.1494764785106,1.66666666666667,0.740740740740741,0.666666666666667
"365","LEES",2.4,2.4,"156","Waratah2011","LEES_156",110.33,243.33,158,208,"1",141,0,120,0,145,13,2,63,15,"","",0.238095238095238,33.5714285714286,28.5714285714286,47.5238095238095,6.71428571428571,1.16721854304636,0.706412825651303
"366","LEES",2.4,2.4,"157","Waratah2011","LEES_157",137.67,206.33,218,125,"1",205,0,80,0,125,0,0,NA,NA,"","",0.514432810633568,105.458726179881,41.1546248506854,64.304101329196,1.64,1.09333333333333,1.64
"367","LEES",5,5,"401","Basin2007","LEES_401",94,164,48,110,"2",68,0,36,0,103,0,7,NA,NA,"","",0.514432810633568,34.9814311230826,18.5195811828084,52.9865794952575,2.125,0.81437125748503,0.660194174757282
"368","LEES",5,5,"402","Basin2007","LEES_402",70,147,43,25,"2",88,0,43,2,25,0,0,NA,NA,"","",0.514432810633568,45.270087335754,24.1206108572434,12.8608202658392,2.14048264418042,1.64141673145938,3.52
"369","LEES",5,5,"403","Basin2007","LEES_403",63,139,51,31,"side",38,0,22,0,31,0,0,NA,NA,"","",0.514432810633568,19.5484468040756,11.3175218339385,15.9474171296406,2.375,1.20634920634921,1.2258064516129
"370","LEES",5,5,"404","Basin2007","LEES_404",119,143,35,67,"2",73,1,6,0,67,0,0,NA,NA,"","",0.514432810633568,38.5535951762505,3.08659686380141,34.466998312449,1.08702729327725,0.731560365235027,1.11856549928589
"371","LEES",5,5,"405","Basin2007","LEES_405",68,109,34,10,"3",54,0,26,0,6,0,0,34,28,"","",0.823529411764706,44.4705882352941,21.4117647058824,4.94117647058824,1.92857142857143,1.74193548387097,9
"372","LEES",5,5,"406","Basin2007","LEES_406",103,142,60,92,"2",40,0,0,2,0,47,0,92,47,"","",0.510869565217391,20.4347826086957,2,47,1.10849056603774,0.48729911871436,0.434782608695652
"373","LEES",5,5,"407","Basin2007","LEES_407",142,169,137,60,"N/A - bn 2&3",83,0,33,0,60,0,0,NA,NA,"shed leaves estimated","",0.514432810633568,42.6979232825861,16.9762827509077,30.8659686380141,1.66,1.0375,1.38333333333333
"374","LEES",9,9,"801","Waratah2003","LEES_801",126,152,78,58,"N/A - bn 2&3",158,1,0,6,58,0,0,NA,NA,"","",0.514432810633568,82.2803840801037,6,29.8371030167469,1.07865718129709,0.902207723688605,2.75765324917508
"375","LEES",9,9,"802","Waratah2003","LEES_802",86,122,57,109,"4",72,0,0,14,109,0,0,NA,NA,"","",0.514432810633568,37.0391623656169,14,56.0731763590589,1.60766098080429,0.725180970818581,0.660550458715596
"376","LEES",9,9,"803","Waratah2003","LEES_803",87,128,45,112,"N/A - bn 3&4",75,0,0,2,112,0,0,NA,NA,"","",0.514432810633568,38.5824607975176,2,57.6164747909596,1.05467100781082,0.590029803377284,0.669642857142857
"377","LEES",9,9,"804","Waratah2003","LEES_804",95,172,78,75,"4",346,0,0,25,75,0,0,NA,NA,"","",0.514432810633568,177.993752479214,25,38.5824607975176,1.1634053652184,1.03313561928543,4.61333333333333
"378","LEES",9,9,"805","Waratah2003","LEES_805",96,137,55,60,"3",55,14,30,0,60,0,0,NA,NA,"","",0.514432810633568,42.2938045848462,15.432984319007,30.8659686380141,1.57455372420753,1,1.37024063883606
