"","species","age","age2","replicate","site","tag_ID","d_start","d_end","length_start","new_length","segment","lvs_start_length","lvs_start_count","lvs_end_length","lvs_end_count","lvs_new_length","lvs_new_count","new_but_shed_count","mm_lvs_spec","count_lvs_spec","notes","dont_use","count_per_length","lvs_start","lvs_end","lvs_new","LL_death","LL_bd","LL_birth"
"122","COER",9,9,"803","Waratah2003","COER_803",156,173,138,53,"3",276,45,125,45,53,0,0,NA,NA,"","",1.42752454464257,438.99677432135,223.440568080321,75.6588008660563,2.03657682595544,1.73252451109449,5.8023226550806
"123","COER",9,9,"804","Waratah2003","COER_804",162,191,218,25,"N/A - bn 3&4",385,0,75,1,25,0,0,NA,NA,"","",1.42752454464257,549.59694968739,108.064340848193,35.6881136160643,1.24474826702448,1.19639718511398,15.4
"124","COER",9,9,"807","Waratah2003","COER_807",103,181,48,103,"N/A - bn 2&3",233,2,133,0,103,0,0,NA,NA,"","",1.42752454464257,334.613218901719,189.860764437462,147.035028098185,2.31162380037116,1.53302454378305,2.27573812328771
"125","EPMI",7,7,"1","Basin2005","EPMI_001",89,110,140,42,"2",140,0,120,0,42,0,0,NA,NA,"","",1,140,120,42,7,3.41463414634146,3.33333333333333
"126","EPMI",7,7,"2","Basin2005","EPMI_002",82,86,72,57,"2",146,0,118,0,57,0,0,NA,NA,"","",1,146,118,57,5.21428571428571,2.58407079646018,2.56140350877193
"127","EPMI",7,7,"3","Basin2005","EPMI_003",101,113,132,97,"N/A - bn 3&4",215,10,120,3,97,0,0,NA,NA,"","",1,225,123,97,2.20588235294118,1.49501661129568,2.31958762886598
"128","EPMI",7,7,"4","Basin2005","EPMI_004",65,137,80,37,"N/A - bn 2&3",110,36,80,0,37,0,0,NA,NA,"","",1,146,80,37,2.21212121212121,1.72781065088757,3.94594594594595
"129","EPMI",7,7,"5","Basin2005","EPMI_005",138,173,165,78,"N/A - bn 2&3",265,1,125,33,78,0,0,NA,NA,"","",1,266,158,78,2.46296296296296,1.80952380952381,3.41025641025641
"130","EPMI",7,7,"6","Basin2005","EPMI_006",117,137,87,82,"N/A - bn 2&3",207,21,95,0,82,0,0,NA,NA,"main stem nipped from 87 mm to 82 mm","",1,228,95,82,1.71428571428571,1.31034482758621,2.78048780487805
"131","EPMI",7,7,"7","Basin2005","EPMI_007",109,NA,64,NA,"",217,0,124,11,0,0,0,NA,NA,"LOOK IN ENVELOPE TO FIGURE OUT END OF BRANCH INFO","",1,217,135,0,2.64634146341463,2.64634146341463,Inf
"132","EPMI",1.4,1.4,"101","Waratah2011","EPMI_101",67,187,57,136,"1",52,0,0,15,136,0,0,NA,NA,"","",1,52,15,136,1.40540540540541,0.495238095238095,0.382352941176471
"133","EPMI",1.4,1.4,"101","Waratah2011","EPMI_101",67,187,57,136,"1",52,0,0,15,136,0,0,NA,NA,"","",1,52,15,136,1.40540540540541,0.495238095238095,0.382352941176471
"134","EPMI",1.4,1.4,"102","Waratah2011","EPMI_102",56,109,48,79,"1",48,0,0,16,79,0,0,NA,NA,"","",1,48,16,79,1.5,0.671328671328671,0.607594936708861
"135","EPMI",1.4,1.4,"102","Waratah2011","EPMI_102",56,109,48,79,"1",48,0,0,16,79,0,0,NA,NA,"","",1,48,16,79,1.5,0.671328671328671,0.607594936708861
"136","EPMI",1.4,1.4,"104","Waratah2011","EPMI_104",64,103.3333333,47,108,"1",41,0,8,0,108,0,0,NA,NA,"","",1,41,8,108,1.24242424242424,0.471264367816092,0.37962962962963
"137","EPMI",1.4,1.4,"104","Waratah2011","EPMI_104",64,103.33,47,108,"1",41,0,8,0,108,0,0,NA,NA,"","",1,41,8,108,1.24242424242424,0.471264367816092,0.37962962962963
"138","EPMI",1.4,1.4,"105","Waratah2011","EPMI_105",62,101.3333333,52,103,"1",50,0,37,0,103,0,0,NA,NA,"","",1,50,37,103,3.84615384615385,0.775193798449612,0.485436893203884
"139","EPMI",1.4,1.4,"105","Waratah2011","EPMI_105",62,101.33,52,103,"1",50,0,37,0,103,0,0,NA,NA,"","",1,50,37,103,3.84615384615385,0.775193798449612,0.485436893203884
"140","EPMI",1.4,1.4,"106","Waratah2011","EPMI_106",32,107.6666667,28,133,"1",28,0,0,5,133,0,0,NA,NA,"","",1,28,5,133,1.21739130434783,0.312849162011173,0.210526315789474
"141","EPMI",1.4,1.4,"106","Waratah2011","EPMI_106",32,107.67,28,133,"1",28,0,0,0,121,5,0,NA,NA,"shoot nipped at some point","",1,28,0,126,1,0.307692307692308,0.222222222222222
"142","EPMI",1.4,1.4,"108","Waratah2011","EPMI_108",73,174,44,78,"1",39,0,0,22,74,0,0,NA,NA,"","",1,39,22,74,2.29411764705882,0.722222222222222,0.527027027027027
"143","EPMI",1.4,1.4,"108","Waratah2011","EPMI_108",73,174,44,78,"1",39,0,0,18,78,0,0,NA,NA,"","",1,39,18,78,1.85714285714286,0.65,0.5
"144","EPMI",1.4,1.4,"109","Waratah2011","EPMI_109",66.5,134.6666667,60,182,"1",50,0,35,0,180,0,0,NA,NA,"","",1,50,35,180,3.33333333333333,0.476190476190476,0.277777777777778
"145","EPMI",1.4,1.4,"111","Waratah2011","EPMI_111",35,101,13,108,"1",13,0,0,0,95,0,23,NA,NA,"","",1,13,0,95,1,0.214876033057851,0.136842105263158
"146","EPMI",1.4,1.4,"112","Waratah2011","EPMI_112",35,145.6666667,35,197,"1",35,0,0,9,197,0,0,NA,NA,"","",1,35,9,197,1.34615384615385,0.281124497991968,0.177664974619289
"147","EPMI",1.4,1.4,"113","Waratah2011","EPMI_113",53,218.6666667,42,170,"1",42,0,10,0,170,0,0,NA,NA,"","",1,42,10,170,1.3125,0.358974358974359,0.247058823529412
"148","EPMI",1.4,1.4,"116","Waratah2011","EPMI_116",27,71,35,81,"1",17,0,17,0,81,0,0,NA,NA,"","",1,17,17,81,NA,0.419753086419753,0.209876543209877
"149","EPMI",2.4,2.4,"151","Waratah2011","EPMI_151",80,126,92,122,"2",127,0,0,38,122,0,0,NA,NA,"92 mm length nipped to 80 mm and then regrew","",1,127,38,122,1.42696629213483,0.846666666666667,1.04098360655738
"150","EPMI",2.4,2.4,"152","Waratah2011","EPMI_152",121,143,68,122,"2",136,0,30,0,122,0,0,NA,NA,"68 mm length nipped to 48 mm and then regrew","",1,136,30,122,1.28301886792453,0.81437125748503,1.11475409836066
"151","EPMI",2.4,2.4,"153","Waratah2011","EPMI_153",74,146.67,141,175,"1",130,0,0,33,175,0,0,NA,NA,"main stem nipped from 141 mm to 110 mm","",1,130,33,175,1.34020618556701,0.704607046070461,0.742857142857143
"152","EPMI",2.4,2.4,"154","Waratah2011","EPMI_154",93,145,175,78,"2",155,0,0,0,70,0,0,NA,NA,"","",1,155,0,70,1,0.815789473684211,2.21428571428571
"153","EPMI",2.4,2.4,"155","Waratah2011","EPMI_155",143.33,184,298,292,"1",222,0,0,6,267,0,0,NA,NA,"main stem nipped from 298 mm to 270 mm","",1,222,6,267,1.02777777777778,0.63519313304721,0.831460674157303
"154","EPMI",2.4,2.4,"156","Waratah2011","EPMI_156",88,142.33,183,132,"1",154,0,0,54,132,0,0,NA,NA,"main stem nipped from 183 mm to 175 mm","",1,154,54,132,1.54,0.927710843373494,1.16666666666667
"155","EPMI",2.4,2.4,"157","Waratah2011","EPMI_157",51,133,56,152,"2",266,0,95,0,152,0,0,NA,NA,"","",1,266,95,152,1.55555555555556,1.07692307692308,1.75
"156","EPMI",1.4,1.35,"302","Wilunga2012","EPMI_302",32,89.67,10,113,"1",0,12,0,0,102,0,11,NA,NA,"","",1,12,0,102,1,0.19047619047619,0.117647058823529
"157","EPMI",1.4,1.35,"304","Wilunga2012","EPMI_304",30,109.67,12,200,"1",9,0,0,0,200,0,3,NA,NA,"","",1,9,0,200,1,0.0825688073394495,0.045
"158","EPMI",1.4,1.35,"307","Wilunga2012","EPMI_307",35,94,12,78,"1",10,0,0,0,73,0,0,NA,NA,"","",1,10,0,73,1,0.21505376344086,0.136986301369863
"159","EPMI",1.4,1.35,"310","Wilunga2012","EPMI_310",41,141,20,170,"1",12,0,0,0,230,0,0,NA,NA,"","",1,12,0,230,1,0.094488188976378,0.0521739130434783
"160","EPMI",1.4,1.35,"311","Wilunga2012","EPMI_311",35,120.3333333,15,230,"1",12,0,0,3,220,0,0,NA,NA,"","",1,12,3,220,1.33333333333333,0.100840336134454,0.0545454545454545
"161","EPMI",1.4,1.35,"312","Wilunga2012","EPMI_312",30,70.33333333,10,95,"1",9,0,0,0,60,9,25,NA,NA,"","",1,9,0,69,1,0.206896551724138,0.130434782608696
"162","EPMI",1.4,1.35,"313","Wilunga2012","EPMI_313",30,64.33333333,10,97,"1",10,0,0,0,79,0,0,NA,NA,"","",1,10,0,79,1,0.202020202020202,0.126582278481013
"163","EPMI",1.4,1.35,"314","Wilunga2012","EPMI_314",30,82.66666667,8,175,"1",8,0,0,3,167,0,0,NA,NA,"","",1,8,3,167,1.6,0.0903954802259887,0.0479041916167665
"164","EPMI",5,5,"401","Basin2007","EPMI_401",98,168,108,51,"2",108,46,98,0,51,0,0,NA,NA,"","",1,154,98,51,2.75,1.88957055214724,3.01960784313725
"165","EPMI",5,5,"402","Basin2007","EPMI_402",131.67,174.3,161,85,"1",120,0,100,0,85,0,0,NA,NA,"","",1,120,100,85,6,1.92,1.41176470588235
"166","EPMI",5,5,"403","Basin2007","EPMI_403",113,168.67,180,48,"1",130,0,90,0,48,0,0,NA,NA,"","",1,130,90,48,3.25,2.03125,2.70833333333333
"167","EPMI",5,5,"404","Basin2007","EPMI_404",102,135,83,51,"2",141,0,83,0,51,0,0,NA,NA,"","",1,141,83,51,2.43103448275862,1.68862275449102,2.76470588235294
"168","EPMI",5,5,"405","Basin2007","EPMI_405",142.33,181.67,210,40,"1",163,0,95,0,40,0,0,NA,NA,"","",1,163,95,40,2.39705882352941,1.85227272727273,4.075
"169","EPMI",5,5,"406","Basin2007","EPMI_406",118,134,85,26,"above 3",211,20,110,1,26,0,0,NA,NA,"top shoot nipped from 85 mm to 60 mm","",1,231,111,26,1.925,1.73684210526316,8.88461538461539
"170","EPMI",5,5,"407","Basin2007","EPMI_407",107,119,85,13,"3",166,0,105,0,13,0,0,NA,NA,"","",1,166,105,13,2.72131147540984,2.45925925925926,12.7692307692308
"171","EPMI",9,9,"801","Waratah2003","EPMI_801",99,144,55,57,"4",320,0,20,33,57,0,0,NA,NA,"","",1,320,53,57,1.19850187265918,1.082910321489,5.6140350877193
"172","EPMI",9,9,"802","Waratah2003","EPMI_802",121,141,133,60,"N/A - bn 3&4",248,23,60,29,60,0,0,NA,NA,"main stem nipped from 133 to 88 mm","",1,271,89,60,1.48901098901099,1.27830188679245,4.51666666666667
"173","EPMI",9,9,"803","Waratah2003","EPMI_803",87,126,71,60,"2",60,4,40,0,60,0,0,NA,NA,"","",1,64,40,60,2.66666666666667,1.18518518518519,1.06666666666667
"174","EPMI",9,9,"804","Waratah2003","EPMI_804",129,135,98,12,"4",98,2,0,12,12,0,0,NA,NA,"main stem nipped from 38 mm to 10 mm","",1,100,12,12,1.13636363636364,1.06382978723404,8.33333333333333
"175","EPMI",9,9,"805","Waratah2003","EPMI_805",71,101,18,24,"N/A - bn 3&4",92,0,36,6,24,0,0,NA,NA,"","",1,92,42,24,1.84,1.48387096774194,3.83333333333333
"176","EPMI",9,9,"806","Waratah2003","EPMI_806",122,181,54,72,"3",74,0,0,30,72,0,0,NA,NA,"main stem nipped from 54 to 42 mm","",1,74,30,72,1.68181818181818,0.925,1.02777777777778
"177","EPMI",9,9,"807","Waratah2003","EPMI_807",61,107,38,57,"N/A - bn 3&4",293,0,98,25,57,0,0,NA,NA,"","",1,293,123,57,1.72352941176471,1.47607052896725,5.14035087719298
"178","EPMI",9,9,"808","Waratah2003","EPMI_808",106,130,110,43,"3",212,16,25,1,43,0,0,NA,NA,"","",1,228,26,43,1.12871287128713,1.02013422818792,5.30232558139535
"179","EPMI",32,32,"901","Basin1981","EPMI_901",78,101,35,96,"4",243,19,37,38,96,0,0,NA,NA,"","",1,262,75,96,1.40106951871658,1.11489361702128,2.72916666666667
"180","EPMI",32,32,"902","Basin1981","EPMI_902",96,114,60,12,"4",60,0,30,0,12,0,0,NA,NA,"","",1,60,30,12,2,1.66666666666667,5
"181","EPMI",32,32,"903","Basin1981","EPMI_903",121,141,127,53,"N/A - bn 3&4",202,67,0,113,53,0,0,NA,NA,"","",1,269,113,53,1.72435897435897,1.47397260273973,5.07547169811321
"182","EPMI",32,32,"904","Basin1981","EPMI_904",112,136,210,82,"N/A - bn 4&5",260,54,145,30,82,0,0,NA,NA,"","",1,314,175,82,2.2589928057554,1.74444444444444,3.82926829268293
"183","EPMI",32,32,"905","Basin1981","EPMI_905",60,93,15,31,"5",157,3,15,33,31,0,0,NA,NA,"","",1,160,48,31,1.42857142857143,1.25490196078431,5.16129032258065
"184","EPMI",32,32,"906","Basin1981","EPMI_906",158,180,255,48,"N/A - bn 3&4",272,44,102,15,48,0,0,NA,NA,"","",1,316,117,48,1.58793969849246,1.41704035874439,6.58333333333333
"185","GRBU",7,7,"2","Basin2005","GRBU_002",177,239,215,80,"3",83,165,0,123,0,63,0,NA,NA,"","",0.564398307812476,211.845059548436,123,63,2.38443263615513,1.76031372075705,3.36261999283231
"186","GRBU",7,7,"3","Basin2005","GRBU_003",231,485,184,232,"N/A - bn 2&3",279,21,164,17,232,0,0,NA,NA,"","",0.564398307812476,178.467127879681,109.561322481246,130.940407412495,2.59001584623717,1.32811748963798,1.36296450733856
"187","GRBU",7,7,"7","Basin2005","GRBU_007",129,194,83,87,"3",243,0,110,0,0,44,0,110,52,"","",0.472727272727273,114.872727272727,52,44,1.82706766917293,1.35347043701799,2.61074380165289
"188","GRBU",7,7,"8","Basin2005","GRBU_008",144,225,132,136,"N/A - bn 2&3",152,16,100,3,110,0,0,NA,NA,"","",0.564398307812476,101.788542787496,59.4398307812476,62.0838138593724,2.40358060411559,1.38694214960022,1.63953430789642
"189","GRBU",7,7,"9","Basin2005","GRBU_009",99,110,55,40,"N/A - above highest cut",208,3,85,2,0,17,0,85,58,"","",0.682352941176471,144.929411764706,60,17,1.70646904003325,1.55121828369955,8.52525951557094
"190","GRBU",2.4,2.4,"151","Waratah2011","GRBU_151",200,338,130,45,"side branch",0,91,0,37,0,21,0,NA,NA,"LL along main axis, shoot extension on side branch where leaf # not known","",0.564398307812476,91,37,21,1.68518518518519,1.41085271317829,4.33333333333333
"191","GRBU",2.4,2.4,"152","Waratah2011","GRBU_152",288,702,495,343,"2",495,10,360,0,263,32,0,NA,NA,"","",0.564398307812476,289.377162367176,203.183390812492,180.436754954681,3.3572862301725,1.64034713003039,1.60375951363045
"192","GRBU",2.4,2.4,"153","Waratah2011","GRBU_153",228,539,222,360,"3",0,156,0,96,120,94,0,NA,NA,"bag 5x is leaf count for the 120 mm of new leaves","",0.564398307812476,156,96,161.727796937497,2.6,1.10745195678799,0.964583720016227
"193","GRBU",2.4,2.4,"156","Waratah2011","GRBU_156",153,299.5,240,172,"2",240,15,160,0,172,0,0,NA,NA,"","",0.564398307812476,150.455593874994,90.3037292499962,97.0765089437459,2.50126234345307,1.3842619285466,1.54986613663848
"194","GRBU",2.4,2.4,"157","Waratah2011","GRBU_157",121,372,207,245,"3",170,145,0,171,245,0,0,NA,NA,"","",0.564398307812476,240.947712328121,171,138.277585414057,3.44468323992997,1.73235866604909,1.7424929109561
"195","GRBU",1.4,1.35,"305","Wilunga2012","GRBU_305",134,385.33,32,202,"1",0,8,0,0,130,0,0,NA,NA,"","",0.564398307812476,8,0,73.3717800156219,1,0.17902742898489,0.109033745648486
"196","GRBU",1.4,1.35,"306","Wilunga2012","GRBU_306",201.67,568.33,198,463,"1",0,61,0,54,463,0,0,NA,NA,"","",0.564398307812476,61,54,261.316416517177,8.71428571428571,0.443126499840915,0.233433478129723
"197","GRBU",1.4,1.35,"307","Wilunga2012","GRBU_307",141,627,66,520,"1",0,15,0,4,520,4,0,NA,NA,"","",0.564398307812476,15,4,297.487120062488,1.36363636363636,0.0939004990064462,0.0504223510478343
"198","GRBU",1.4,1.35,"308","Wilunga2012","GRBU_308",159,451.67,57,350,"1",0,15,0,7,350,0,0,NA,NA,"","",0.564398307812476,15,7,197.539407734367,1.875,0.140489291032026,0.0759342157194814
"199","GRBU",1.4,1.35,"310","Wilunga2012","GRBU_310",95,426,53,540,"2",0,27,0,4,540,0,0,NA,NA,"","",0.564398307812476,27,4,304.775086218737,1.17391304347826,0.153944798594751,0.088589918339395
"200","GRBU",1.4,1.35,"311","Wilunga2012","GRBU_311",113,611,105,466,"3",107,27,0,13,0,53,5,NA,NA,"","",0.564398307812476,87.390618935935,13,53,1.17475321735387,0.866191721862937,1.64887960256481
"201","GRBU",1.4,1.35,"312","Wilunga2012","GRBU_312",118.33,481.67,93,472,"1",0,23,0,10,452,0,0,NA,NA,"","",0.564398307812476,23,10,255.108035131239,1.76923076923077,0.163638154201193,0.0901578814958444
"202","GRBU",1.4,1.35,"313","Wilunga2012","GRBU_313",141.5,598.33,73,420,"1",0,12,0,1,378,17,5,NA,NA,"","",0.564398307812476,12,1,230.342560353116,1.09090909090909,0.0951088075131502,0.0520963211557775
"203","GRBU",5,5,"402","Basin2007","GRBU_402",131,152,96,143,"3",291,0,96,52,143,0,0,NA,NA,"","",0.564398307812476,164.239907573431,106.182237549998,80.7089580171841,2.82890972901842,1.66889869989511,2.03496503496504
"204","GRBU",5,5,"403","Basin2007","GRBU_403",117,230,95,165,"3",202,0,95,46,165,0,0,NA,NA,"","",0.564398307812476,114.00845817812,99.6178392421853,93.1257207890586,7.92241519879512,1.87041756156386,1.22424242424242
"205","GRBU",5,5,"404","Basin2007","GRBU_404",86,191,50,108,"3",335,0,0,65,0,56,0,NA,NA,"","",0.564398307812476,189.07343311718,65,56,1.52388330335481,1.24330350963728,3.37631130566392
"206","GRBU",5,5,"405","Basin2007","GRBU_405",74,141,47,107,"3",100,1,47,0,107,0,0,NA,NA,"","",0.564398307812476,57.4398307812476,26.5267204671864,60.390618935935,1.85810583916302,0.939965899725982,0.951138302493345
"207","GRBU",5,5,"406","Basin2007","GRBU_406",124,165,54,130,"N/A - bn 2&3",234,0,100,15,130,0,0,NA,NA,"","",0.564398307812476,132.069204028119,71.4398307812477,73.3717800156219,2.1783039631691,1.35712733656675,1.8
"208","GRBU",5,5,"407","Basin2007","GRBU_407",108,272,90,150,"3",286,2,135,1,150,0,0,NA,NA,"","",0.564398307812476,163.417916034368,77.1937715546843,84.6597461718715,1.89526862830019,1.27120038042337,1.93029064489051
"209","GRBU",5,5,"408","Basin2007","GRBU_408",152,230,148,80,"3",257,22,110,12,67,13,0,NA,NA,"","",0.564398307812476,167.050365107806,74.0838138593724,50.8146866234359,1.79688676050162,1.4112095046676,3.28744259205492
"210","GRBU",9,9,"801","Waratah2003","GRBU_801",141,279,124,88,"3",328,44,0,57,0,54,0,80,43,"","",0.5375,220.3,57,54,1.34905082669933,1.15764582238571,4.07962962962963
"211","GRBU",9,9,"802","Waratah2003","GRBU_802",150,247,100,86,"4",257,4,80,1,86,0,0,NA,NA,"","",0.564398307812476,149.050365107806,46.1518646249981,48.538254471873,1.44851833999961,1.17207789263365,3.07078131938548
"212","GRBU",9,9,"803","Waratah2003","GRBU_803",178,271,175,105,"3",378,0,105,9,105,0,0,NA,NA,"","",0.564398307812476,213.342560353116,68.26182232031,59.26182232031,1.47050920229586,1.22111239484374,3.6
"213","GRBU",9,9,"804","Waratah2003","GRBU_804",147,330,110,71,"3",110,14,28,8,71,0,0,NA,NA,"","",0.564398307812476,76.0838138593724,23.8031526187493,40.0722798546858,1.45529555391801,1.05209042201213,1.89866446669057
"214","GRBU",9,9,"805","Waratah2003","GRBU_805",140,204,82,48,"3",174,51,130,0,48,0,0,NA,NA,"","",0.564398307812476,149.205305559371,73.3717800156219,27.0911187749989,1.96753750388795,1.66935369358661,5.50753576471214
"215","GRBU",9,9,"806","Waratah2003","GRBU_806",269,371,187,98,"5",187,80,70,6,112,0,14,NA,NA,"","",0.564398307812476,185.542483560933,45.5078815468733,63.2126104749974,1.32497597659687,1.08099220944457,2.93521311913421
"216","GRBU",9,9,"807","Waratah2003","GRBU_807",167,308,122,165,"3",237,52,0,54,165,0,0,NA,NA,"","",0.564398307812476,185.762398951557,54,93.1257207890586,1.40982860383297,1.04170547477538,1.99474857619982
"217","GRBU",32,32,"903","Basin1981","GRBU_903",95,144,55,55,"4",15,0,5,0,55,0,0,NA,NA,"","",0.564398307812476,8.46597461718715,2.82199153906238,31.0419069296862,1.5,0.4,0.272727272727273
"218","GRBU",32,32,"904","Basin1981","GRBU_904",98,156,52,60,"",147,2,0,19,0,39,0,NA,NA,"","",0.564398307812476,84.966551248434,19,39,1.28802475861509,0.994149758090196,2.17862951919062
"219","GRBU",32,32,"905","Basin1981","GRBU_905",122,159,85,65,"5",115,12,85,59,65,0,0,NA,NA,"","",0.564398307812476,76.9058053984348,106.97385616406,36.685890007811,-2.557725008445,-6.55907136032108,2.09633200617623
"220","GRBU",32,32,"907","Basin1981","GRBU_907",87,145,60,40,"N/A - bn 6&7",110,41,0,50,0,20,0,NA,NA,"","",0.564398307812476,103.083813859372,50,20,1.94190670121137,1.63407707227671,5.15419069296862
"221","GRSP",7,7,"2","Basin2005","GRSP_002",174,234,138,95,"3",75,22,0,41,0,38,0,NA,NA,"","",0.397925080576199,51.8443810432149,41,38,4.78075980884615,1.73715718775148,1.36432581692671
"222","GRSP",7,7,"3","Basin2005","GRSP_003",145,182,150,40,"N/A - bn 3&4",150,19,0,6,0,72,0,NA,NA,"","",0.397925080576199,78.6887620864298,6,72,1.08254370865287,0.723982503580785,1.09289947342264
"223","GRSP",7,7,"5","Basin2005","GRSP_005",83,108,83,12,"N/A",0,72,0,60,0,15,0,NA,NA,"","",0.397925080576199,72,60,15,6,3.69230769230769,4.8
"224","GRSP",7,7,"6","Basin2005","GRSP_006",195,287,232,192,"3",232,0,90,0,192,0,0,282,108,"","",0.382978723404255,88.8510638297872,34.468085106383,73.531914893617,1.63380281690141,0.974789915966386,1.20833333333333
"225","GRSP",7,7,"7","Basin2005","GRSP_007",282,315,167,134,"3",47,45,0,39,0,41,0,NA,NA,"","",0.397925080576199,63.7024787870813,39,41,2.5787889278705,1.40926959088109,1.55371899480686
"226","GRSP",7,7,"9","Basin2005","GRSP_009",84,179,25,106,"N/A - bn 3&4",25,133,25,82,0,53,0,292,131,"","",0.448630136986301,144.215753424658,93.2157534246575,53,2.82775987107172,1.8608484312859,2.72105195140863
"227","GRSP",1.4,1.4,"101","Waratah2011","GRSP_101",143,288,98,173,"1",0,10,0,10,0,67,0,NA,NA,"","",0.397925080576199,10,10,67,NA,0.298507462686567,0.149253731343284
"228","GRSP",1.4,1.4,"102","Waratah2011","GRSP_102",141,230,100,107,"1",0,9,0,5,0,31,0,NA,NA,"","",0.397925080576199,9,5,31,2.25,0.461538461538462,0.290322580645161
"229","GRSP",1.4,1.4,"103","Waratah2011","GRSP_103",106,280.67,110,213,"1",0,13,0,2,0,106,0,NA,NA,"","",0.397925080576199,13,2,106,1.18181818181818,0.203125,0.122641509433962
"230","GRSP",1.4,1.4,"104","Waratah2011","GRSP_104",143,341.67,97,234,"1",0,8,0,4,0,72,0,NA,NA,"","",0.397925080576199,8,4,72,2,0.2,0.111111111111111
"231","GRSP",1.4,1.4,"105","Waratah2011","GRSP_105",171,677.33,203,364,"1",0,38,0,33,0,83,0,NA,NA,"","",0.397925080576199,38,33,83,7.6,0.817204301075269,0.457831325301205
"232","GRSP",1.4,1.4,"106","Waratah2011","GRSP_106",92,443,44,576,"2",0,32,0,17,0,157,0,NA,NA,"","",0.397925080576199,32,17,157,2.13333333333333,0.342245989304813,0.203821656050955
"233","GRSP",1.4,1.4,"107","Waratah2011","GRSP_107",199,797.67,193,330,"1",0,16,0,0,0,53,7,NA,NA,"","",0.397925080576199,16,0,53,1,0.376470588235294,0.30188679245283
"234","GRSP",1.4,1.4,"110","Waratah2011","GRSP_110",145,281,110,198,"1",0,14,0,12,0,52,0,NA,NA,"","",0.397925080576199,14,12,52,7,0.5,0.269230769230769
"235","GRSP",1.4,1.4,"111","Waratah2011","GRSP_111",155,299.6666667,127,269,"1",0,15,0,13,0,66,0,NA,NA,"","",0.397925080576199,15,13,66,7.5,0.428571428571429,0.227272727272727
"236","GRSP",1.4,1.4,"112","Waratah2011","GRSP_112",195,433.3333333,165,256,"1",0,37,0,37,0,97,0,NA,NA,"","",0.397925080576199,37,37,97,NA,0.762886597938144,0.381443298969072
"237","GRSP",1.4,1.4,"114","Waratah2011","GRSP_114",223,603.6666667,185,301,"1",0,39,0,24,56,86,0,205,72,"","",0.351219512195122,39,24,105.668292682927,2.6,0.574931684165109,0.369079494044871
"238","GRSP",1.4,1.4,"116","Waratah2011","GRSP_116",79,262,37,348,"3",0,50,0,44,0,167,0,NA,NA,"","",0.397925080576199,50,44,167,8.33333333333333,0.558659217877095,0.29940119760479
"239","GRSP",2.4,2.4,"151","Waratah2011","GRSP_151",105,219,75,312,"1.1.2",0,79,0,26,0,71,4,NA,NA,"","",0.397925080576199,79,26,71,1.49056603773585,0.892655367231638,1.11267605633803
"240","GRSP",2.4,2.4,"152","Waratah2011","GRSP_152",123,254,145,106,"3",0,138,0,48,0,41,0,NA,NA,"","",0.397925080576199,138,48,41,1.53333333333333,1.24886877828054,3.36585365853659
"241","GRSP",2.4,2.4,"153","Waratah2011","GRSP_153",170,315,176,67,"3",0,105,0,56,0,40,0,NA,NA,"","",0.397925080576199,105,56,40,2.14285714285714,1.52173913043478,2.625
"242","GRSP",2.4,2.4,"154","Waratah2011","GRSP_154",104,188,140,83,"N/A - bn 2&3",0,86,0,62,0,28,0,NA,NA,"","",0.397925080576199,86,62,28,3.58333333333333,2.26315789473684,3.07142857142857
"243","GRSP",2.4,2.4,"155","Waratah2011","GRSP_155",114,314,87,120,"2",0,81,0,46,0,63,0,NA,NA,"","",0.397925080576199,81,46,63,2.31428571428571,1.21804511278195,1.28571428571429
"244","GRSP",2.4,2.4,"156","Waratah2011","GRSP_156",117,401,126,342,"N/A - bn 2&3",0,92,0,25,0,89,0,NA,NA,"","",0.397925080576199,92,25,89,1.37313432835821,0.825112107623318,1.03370786516854
"245","GRSP",2.4,2.4,"157","Waratah2011","GRSP_157",97,398,135,390,"4",0,125,0,58,0,92,0,NA,NA,"","",0.397925080576199,125,58,92,1.86567164179104,1.10619469026549,1.35869565217391
"246","GRSP",1.4,1.35,"301","Wilunga2012","GRSP_301",119.33,341.67,113,245,"1",0,13,0,7,0,106,0,NA,NA,"","",0.397925080576199,13,7,106,2.16666666666667,0.220338983050847,0.122641509433962
"247","GRSP",1.4,1.35,"302","Wilunga2012","GRSP_302",184.33,468,168,390,"1",0,22,0,8,0,106,15,NA,NA,"","",0.397925080576199,22,8,106,1.57142857142857,0.328358208955224,0.207547169811321
"248","GRSP",1.4,1.35,"306","Wilunga2012","GRSP_306",124.67,405.67,122,420,"1",0,12,0,11,0,137,0,NA,NA,"","",0.397925080576199,12,11,137,12,0.172661870503597,0.0875912408759124
"249","GRSP",1.4,1.35,"307","Wilunga2012","GRSP_307",147,362.33,57,280,"1",0,9,0,7,0,56,0,NA,NA,"","",0.397925080576199,9,7,56,4.5,0.3,0.160714285714286
"250","GRSP",1.4,1.35,"312","Wilunga2012","GRSP_312",144.33,415,117,352,"1",0,9,0,7,0,119,0,NA,NA,"","",0.397925080576199,9,7,119,4.5,0.146341463414634,0.0756302521008403
"251","GRSP",1.4,1.35,"314","Wilunga2012","GRSP_314",159.67,443.33,136,560,"1",0,17,0,5,0,155,8,NA,NA,"","",0.397925080576199,17,5,155,1.41666666666667,0.189944134078212,0.109677419354839
