"","individual","species","age","site","height","diameter","total_weight","total_inv","growth_inv","repro_inv","mature","reproducing","RA","RGR","stem_area","stem_weight","leaf_weight","leaf_area","shoot_diameter_start","shoot_diameter_end","shoot_leaf_count_start","shoot_leaf_count_new","shoot_leaf_area","growth_height","growth_stem","growth_stem_diameter","growth_stem_area","growth_leaf","growth_leaf_area","shoot_growth_leaf_area","growth_shoot_length","growth_shoot_diameter","growth_shoot_area","leaf_size","LMA","LL_bd","LL_death","LL_birth","wood_density","seed_size","fruit_weight","seedpod_weight","seedcosts","costs_per_seed","propagule_inv","accessory_inv","prepollen_aborted_inv","prepollen_success_inv","prepollen_all_inv","postpollen_aborted_inv","packaging_dispersal_inv","seedset","repro_all_count","bud_count","flower_count","aborted_fruit_count","seed_count","prepollen_all_count","prop_prepollen_count","prop_accessory","prop_propagule","prop_prepollen_aborted","prop_prepollen_success","prop_prepollen_all","prop_postpollen_aborted","prop_packaging_dispersal","propagule_per_seed","accessory_per_seed","prepollen_aborted_per_seed","prepollen_success_per_seed","prepollen_all_per_seed","postpollen_aborted_per_seed","packaging_dispersal_per_seed","shoot_length_start","shoot_leaf_count_new_and_shed_count","shoot_leaf_count","prop_allocation","years_repro","maxH","prop_maxH","prop_max_weight","prop_max_repro","scaled_growth_stem_diameter","scaled_growth_shoot_diameter"
"13","BAER_303","BAER",1.4,"Wilunga2012",282,4.73666666666667,5470.5,5110.45265419638,5110.45265419638,0,FALSE,FALSE,0,2.72088975999302,17.6212019206314,1659.4,3811.1,181.769475357711,155,473.67,24,327.61401318726,164.924276761084,215,1581.70658016673,3.18666666666667,15.734282833069,3528.74607402965,168.302674437026,161.958137386084,238,318.67,157265.5410865,0.4943565625,0.0209666666666667,0.132008113711724,1.33333333333333,0.0732569396727298,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,333.61401318726,0,0,2790,0.101075268817204,0.00204368842106773,0,0.869913372643226,1.98522517845555
"14","BAER_315","BAER",1.4,"Wilunga2012",357,5.07333333333333,7148.3,6457.85923822832,6457.85923822832,0,FALSE,FALSE,0,2.33729966634912,20.2151364348842,2129.8,5018.5,239.356120826709,194.33,507.33,37,366.156838268114,188.427384339593,257,1976.26271818804,3.13,17.2490453642287,4481.59652004028,213.748641655339,181.012035902093,274,313,172401.3703,0.4943565625,0.0209666666666667,0.180418788852734,1.68181818181818,0.101049594416989,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,381.156838268114,0,0,2790,0.127956989247312,0.00267048678188803,0,0.854444201790784,1.94990266060999
"15","BAER_311","BAER",1.4,"Wilunga2012",310,5.05,4491.1,4039.47478791902,4039.47478791902,0,FALSE,FALSE,0,2.29700028053258,20.0296166620434,1477.4,3013.7,143.737678855326,196.67,505,36,268.423246098806,147.033133548997,204,1365.95374612984,3.08333333333333,16.9918710989473,2673.52104178918,127.512927271344,132.696793236497,204,308.33,169831.5402135,0.4943565625,0.0209666666666667,0.254936521672904,5.14285714285714,0.134116551093151,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,297.423246098806,0,0,2790,0.111111111111111,0.00167780076187868,0,0.841704884618184,1.92080986372485
"16","BAER_106","BAER",1.4,"Waratah2011",203,2.82,1025.9,842.766153143407,842.766153143407,0,FALSE,FALSE,0,1.72310826600956,6.24580035460187,336.8,689.1,32.8664546899841,139,282,105.992768972349,116.122357373869,58.8889191082424,108,288.341200209387,1.43,4.72833256310166,554.42495293402,26.443161507187,57.4058494207424,105,143,47259.355,0.4943565625,0.0209666666666667,0.658119658119658,1.02912825851692,0.912767974827563,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,119.122357373869,0,0,2790,0.0727598566308244,0.000383259290955742,0,0.390369076217515,0.89085009733939
"17","BAER_157","BAER",2.4,"Waratah2011",465,9.97333333333333,28713.4,20169.5149245811,20169.5149245811,0,FALSE,FALSE,0,1.21214808154022,78.1214958246268,13430.8,15282.6,635.01108033241,181,353,360.706894376619,147.28865298755,53.4215479700433,100,9996.92951857655,3.91,49.2471090188368,10172.5854060046,422.683604127615,34.8162183760538,107,172,72100.68,0.23638085942029,0.0240666666666667,1.01424126726913,1.27911256059514,2.4489795178391,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,225.997773682085,0,0,2790,0.166666666666667,0.0107268518617103,0,1.06737278881852,1.07151200519143
"18","BAER_152","BAER",2.4,"Waratah2011",505,7.67666666666667,16544.7,12080.4962821914,12080.4962821914,0,FALSE,FALSE,0,1.30997494909536,46.284464973454,6880,9664.7,401.580332409972,194,414,419.428250808541,221.621244214911,141.214292520903,155,5304.32290595404,3.19333333333333,30.4977437230088,6776.17337623734,281.558450536178,52.3870201733147,161,220,105001.6,0.23638085942029,0.0240666666666667,2.71547423227442,9.60934769239534,1.8925453301842,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,597.401553015852,0,0,2790,0.181003584229391,0.00618082658258648,0,0.871733275096455,1.37053861129137
"19","BAER_154","BAER",2.4,"Waratah2011",865,10.2633333333333,40454.3,27971.8051851072,27971.8051851072,0,FALSE,FALSE,0,1.17584569393131,82.7307096662799,16896.8,23557.5,978.843490304709,202,281,667.61679157908,540.976080599131,229.69133202054,330,12396.6632848781,3.93,51.2275166677822,15575.1419002291,647.166560951347,127.876390857843,393,79,29953.245,0.23638085942029,0.0240666666666667,1.31581038745516,2.81822493243677,1.23409669211196,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,971.700215422873,0,0,2790,0.310035842293907,0.0151130581285806,0,1.0728324961782,0.49214795587281
"20","BAER_156","BAER",2.4,"Waratah2011",748,8.51666666666667,25441.2,19574.1629757397,19574.1629757397,0,FALSE,FALSE,0,1.46702016665206,56.9677649512514,12896,12545.2,521.268698060942,84,312,587.778082483025,271.176305033152,145.447192655103,203,10420.8961392492,3.85333333333333,39.8879641645886,9153.26683649052,380.329646945589,64.1008880381552,197,228,70876.08,0.23638085942029,0.0240666666666667,1.54990925589837,2.41242937853107,2.16751269035533,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,615.308671826493,0,0,2790,0.268100358422939,0.00950441200220609,0,1.05190361796608,1.42037637897469
"21","BAER_155","BAER",2.4,"Waratah2011",848,7.56333333333333,22528.7,12522.8585449197,12522.8585449197,0,FALSE,FALSE,0,0.811620983980573,44.9279252656339,11872.7,10656,442.770083102493,182,456,653.851496907347,370.286426669634,180.263411031157,273,7108.94204079212,2.14333333333333,21.8557546584051,5413.91650412756,224.954979395882,87.5286237678363,269,274,137227.42,0.23638085942029,0.0240666666666667,1.46379044684129,2.5,1.76579925650558,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,762.597324814042,0,0,2790,0.303942652329749,0.00841635012004545,0,0.585098638712965,1.7069435431538
"22","BAER_153","BAER",2.4,"Waratah2011",1375,12.2566666666667,51740.7,36801.2774396502,36801.2774396502,0,FALSE,FALSE,0,1.24224117747203,117.987128501436,28297,23443.7,974.114958448754,369,735,1218.22857844842,502.433255518277,336.773701114166,505,21303.1327149104,4.89666666666667,75.4424241494618,15498.1447247398,643.967232329907,118.765604740744,365,366,317190.24,0.23638085942029,0.0240666666666667,2.22641509433962,4.11627906976744,2.42465753424658,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,1424.70799852443,0,0,2790,0.492831541218638,0.0193294707043121,0,1.33671835189634,2.28007787151201
"23","BAER_151","BAER",2.4,"Waratah2011",671,6.47666666666667,11695.3,6842.87555480978,6842.87555480978,0,FALSE,FALSE,0,0.879708586040731,32.9452625663117,6111.9,5583.4,231.997229916897,222,392,535.55060818241,236.763068353818,147.783261325703,159,3840.43879045664,1.96333333333333,16.9465623515655,3002.43676435314,124.754990208579,55.9662575764604,172,170,81938.3,0.23638085942029,0.0240666666666667,2.01711020149016,3.64017147184138,2.26196852366385,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,625.191319162359,0,0,2790,0.240501792114695,0.00436917086023461,0,0.535961272475795,1.0590525632706
"24","BAER_403","BAER",5,"Basin2007",565,7.09,15242.4,11017.515706069,11017.515706069,0,FALSE,FALSE,0,1.28308914379243,39.4804734174793,7412.1,7830.3,389.567164179104,116,226,266.540598762939,126.640710979949,45.6794627513564,110,5662.42316376882,2.90333333333333,25.7138747831086,5355.09254230016,266.422514542296,16.6766292584317,92,110,29531.7,0.131684583333333,0.0201,2.43157948097968,5.75732820385118,2.10469916585623,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,346.885425727687,0,0,2790,0.202508960573477,0.00569430881807564,0,0.792567518381015,0.685269305645685
"25","BAER_407","BAER",5,"Basin2007",470,4.76333333333333,7765.9,3014.20375043084,3014.20375043084,0,FALSE,FALSE,0,0.491240695112671,17.8201694553588,3816.1,3949.8,196.507462686567,95,166,145.912123520376,78.4621796288816,23.5477374183423,65,1620.39370517476,0.870000000000001,5.91506918799521,1393.81004525608,69.3437833460734,10.3322594318544,57,71,14546.835,0.131684583333333,0.0201,1.72094289493705,3.2029838375707,1.85964912280702,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,178.819242331017,0,0,2790,0.168458781362007,0.00290121193842791,0,0.23749727014632,0.442310188189487
"26","BAER_103","BAER",1.4,"Waratah2011",217,2.19,894.4,633.790748932778,633.790748932778,0,FALSE,FALSE,0,1.23313093923341,3.7668481314705,213.8,680.6,32.4610492845787,132,215,22,170.689653929497,90.3138293209007,127,160.4128884437,0.87,2.39837037156679,473.377860489078,22.5776404048845,84.3815505709007,124,83,22608.785,0.4943565625,0.0209666666666667,0.230741411992221,2.2,0.128888889827424,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,182.689653929497,0,0,2790,0.0777777777777778,0.000334133063486515,0,0.23749727014632,0.517066839714471
"27","BAER_107","BAER",1.4,"Waratah2011",190,2.44666666666667,1363,1042.74694498121,1042.74694498121,0,FALSE,FALSE,0,1.4483319514842,4.70153303243729,364.7,998.3,47.6136724960254,62,149,22,113.498886841042,61.0524851713142,72,293.216437076798,1.09666666666667,3.27014487964544,749.530507904416,35.7486728730246,56.1089195463141,85,87,14410.245,0.4943565625,0.0209666666666667,0.320002590645456,1.83333333333333,0.193834500163966,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,123.498886841042,0,0,2790,0.0681003584229391,0.000509194281677236,0,0.299373953556089,0.541985723556132
"28","BAER_101","BAER",1.4,"Waratah2011",285,3.12666666666667,2322,1313.6736172379,1313.6736172379,0,FALSE,FALSE,0,0.834136973613261,7.67808735195849,831.2,1490.8,71.1033386327504,222,318,88,151.41824138907,101.549855687896,100,506.035402214628,0.906666666666666,3.80733104347051,807.638215023275,38.5201056449893,74.8546013128958,110,96,40694.4,0.4943565625,0.0209666666666667,0.802121094790469,2.58823529411765,0.581171721403656,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,205.41824138907,0,0,2790,0.102150537634409,0.000867460837897683,0,0.247506733639077,0.59805321219987
"29","BAER_105","BAER",1.4,"Waratah2011",375,4.45333333333333,4397.3,3932.60879137311,3932.60879137311,0,FALSE,FALSE,0,2.24737287766302,15.5761560028384,1349.2,3048.1,145.378378378378,177,460,43,326.237483720087,171.164772260512,240,1241.57969532836,2.68333333333333,13.1155820967305,2691.02909604474,128.347969604678,161.277641010512,237,283,141512.735,0.4943565625,0.0209666666666667,0.231035303431908,1.8695652173913,0.131805822892179,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,346.237483720087,0,0,2790,0.134408602150538,0.00164275863156222,0,0.732510737424474,1.76301103179753
"30","BAER_301","BAER",1.4,"Wilunga2012",392,4.34333333333333,3359.4,3111.35135680604,3111.35135680604,0,FALSE,FALSE,0,2.60589279674012,14.8161785599962,1181.6,2177.8,103.869634340223,149,434.33,30,429.477193758089,215.281008553395,300,1118.63530953244,2.85333333333333,13.0725160974375,1992.7160472736,95.0421008238602,212.314869178395,312,285.33,130656.6158865,0.4943565625,0.0209666666666667,0.125660452026529,1.25,0.0698523703610164,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,435.477193758089,0,0,2790,0.140501792114695,0.00125501633886024,0,0.778918249981801,1.7775262816353
"31","BAER_005","BAER",7,"Basin2005",1220,27.62,468574.3,373432.852638641,276301.571038718,97131.2815999229,TRUE,TRUE,0.260103739972535,0.890779852888789,599.152298681296,276695.9,191878.4,8980.26833073323,109,260,483.16184297785,112.875416308216,63.5574036624537,110,175136.104532459,8.46,310.828234668378,101165.466506259,4734.7332218218,18.1484762791379,82,151,43739.415,0.16078325,0.0213666666666667,1.87871834816029,2.40692049506045,4.28048780487805,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,97131.2815999229,12904.5976694901,42895.8934920635,55800.4911615536,0,41330.7904383694,0,4520,0,4520,0,0,4520,1,1,0,0.132857277871028,0.441627998575667,0.574485276446696,0,0.425514723553304,0,Inf,Inf,Inf,Inf,0,Inf,70,0,395.298662407021,0,2,2790,0.437275985663082,0.175051617095314,0.30376161307393,2.30945621314698,0.940687865022713
"32","BAER_004","BAER",7,"Basin2005",935,19.6133333333333,249174.4,110717.219068782,102689.513649496,8027.70541928508,TRUE,TRUE,0.0725063859696293,0.531230794612114,302.129199517173,113945.6,135228.8,6328.96099843994,170,437,454.254724167209,189.961066469924,70.6566369100588,185,51268.2194487762,3.84333333333333,106.806252607188,51421.2942007203,2406.61283310703,30.5425576405004,138,267,127224.165,0.16078325,0.0213666666666667,1.51547763408276,2.21844069743224,2.39130434782609,0.5875,204.979,0,0,4788.70521077161,0.957195318780758,0,8027.70541928508,63.6570700787306,4265.72834920635,4329.38541928508,0,3698.32,0,662,0,662,0,0,662,1,1,0,0.00792967189924611,0.531375795000988,0.539305466900234,0,0.460694533099766,0,Inf,Inf,Inf,Inf,0,Inf,158,0,439.452722283315,0,2,2790,0.335125448028674,0.0930874391932181,0.0251052874756499,1.04917376428623,1.66333549643089
