"","individual","species","age","site","height","diameter","total_weight","total_inv","growth_inv","repro_inv","mature","reproducing","RA","RGR","stem_area","stem_weight","leaf_weight","leaf_area","shoot_diameter_start","shoot_diameter_end","shoot_leaf_count_start","shoot_leaf_count_new","shoot_leaf_area","growth_height","growth_stem","growth_stem_diameter","growth_stem_area","growth_leaf","growth_leaf_area","shoot_growth_leaf_area","growth_shoot_length","growth_shoot_diameter","growth_shoot_area","leaf_size","LMA","LL_bd","LL_death","LL_birth","wood_density","seed_size","fruit_weight","seedpod_weight","seedcosts","costs_per_seed","propagule_inv","accessory_inv","prepollen_aborted_inv","prepollen_success_inv","prepollen_all_inv","postpollen_aborted_inv","packaging_dispersal_inv","seedset","repro_all_count","bud_count","flower_count","aborted_fruit_count","seed_count","prepollen_all_count","prop_prepollen_count","prop_accessory","prop_propagule","prop_prepollen_aborted","prop_prepollen_success","prop_prepollen_all","prop_postpollen_aborted","prop_packaging_dispersal","propagule_per_seed","accessory_per_seed","prepollen_aborted_per_seed","prepollen_success_per_seed","prepollen_all_per_seed","postpollen_aborted_per_seed","packaging_dispersal_per_seed","shoot_length_start","shoot_leaf_count_new_and_shed_count","shoot_leaf_count","prop_allocation","years_repro","maxH","prop_maxH","prop_max_weight","prop_max_repro","scaled_growth_stem_diameter","scaled_growth_shoot_diameter"
"148","EPMI_806","EPMI",9,"Waratah2003",570,4.18,4096.8,674.660311647288,410.819429637169,263.840882010119,TRUE,TRUE,0.391072184705679,0.105669593130829,13.7227908701456,3239.3,857.5,59.6867749419954,122,181,87.0695929148413,84.7163606738996,7.64073822923208,5,397.408279828498,0.19,1.21917356904186,13.4111498086718,0.933490705940031,5.64257383898817,72,59,14033.445,0.0666054796747968,0.0143666666666667,0.875706958601457,1.52567397921982,1.02777777777778,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,263.840882010119,263.840882010119,0,263.840882010119,0,0,0,612,612,0,0,0,612,1,1,0,1,0,1,0,0,0,Inf,Inf,0,Inf,0,0,54,0,114.7163606739,0,6.6,1370,0.416058394160584,0.272647411154,0.147014505427567,0.361020056669814,1.17496272392834
"149","EPMI_803","EPMI",9,"Waratah2003",382,3.1,1516.4,591.272998046749,439.254085760106,152.018912286643,TRUE,TRUE,0.257104438709078,0.342024233545771,7.54767635024948,1180.4,336,23.3874709976798,87,126,74.5969672282497,70.5969672282497,7.83690810970579,-53,407.645548951973,0.433333333333334,1.96262274386762,31.6085368081337,2.20013017225989,4.70214486582348,60,39,6520.995,0.0666054796747968,0.0143666666666667,1.18726739237278,2.70943243068867,1.05665965773101,0.725,0.0206,60.615,0,2.31300170068027,0.991093824101408,30.3075,121.711412286643,102.186514327459,19.5248979591837,121.711412286643,0,0,0.0952380952380952,189,147,24,0,18,171,0.904761904761905,0.800633358414952,0.199366641585048,0.672196062913403,0.128437295501549,0.800633358414952,0,0,1.68375,6.76174512703573,5.67702857374774,1.08471655328798,6.76174512703573,0,0,71,0,117.661612047083,0.0512580484820376,6.6,1370,0.278832116788321,0.100918408092639,0.0847063011432791,0.823379076615368,0.776670275139075
"150","EPMI_807","EPMI",9,"Waratah2003",565,4.98333333333333,7289.2,3041.64335204649,2514.06030774462,527.583044301875,TRUE,TRUE,0.173453289303923,0.422970572202393,19.5042725571931,5250.4,2038.8,141.911832946636,61,107,344.748523297953,67.0671188668372,13.8123445619139,-35,2141.11430448132,0.846666666666667,6.06453045848974,372.946003263294,25.9591185566098,4.4670376225323,57,46,6066.48,0.0666054796747968,0.0143666666666667,1.44868327491744,1.68630542617361,5.14035087719298,0.725,0.0206,114.495,0,2.31300170068027,0.991093824101408,57.2475,470.335544301875,202.664469769873,229.877278911565,432.541748681437,37.793795620438,0,0.0660194174757282,479,239,206,36,34,445,0.864077669902913,0.89149101621385,0.10850898378615,0.384137572195954,0.435717715711941,0.819855287907894,0.0716357283059554,0,1.68375,13.8333983618199,5.9607196991139,6.76109643857543,12.7218161376893,1.11158222413053,0,38,0,207.375498672978,0.0188212401567338,6.6,1370,0.412408759124088,0.485105816584587,0.293974003342801,1.60875604200233,0.916072632215319
"151","EPMI_804","EPMI",9,"Waratah2003",655,4.1,4381,725.544539250813,301.419670954084,424.124868296729,TRUE,TRUE,0.584560761403668,0.0712828862341599,13.2025431267111,3874.6,506.4,35.2482598607889,129,135,117.308379806141,14.1193934456499,1.73969472926226,-10,327.43711678427,0.126666666666666,0.803165615182751,-26.0174458301858,-1.81095910650945,0.940428973164695,12,6,1243.44,0.0666054796747968,0.0143666666666667,1.04396536302641,1.11395104570112,8.30831581099419,0.725,0.0206,215.52,0,2.31300170068027,0.991093824101408,107.76,316.364868296729,196.314419317137,120.050448979592,316.364868296729,0,0,0.112874779541446,567,386,117,0,64,503,0.887125220458554,0.745923882198277,0.254076117801723,0.462869390577188,0.283054491621089,0.745923882198277,0,0,1.68375,4.94320106713639,3.06741280183027,1.87578826530612,4.94320106713639,0,0,98,0,26.1193934456499,0.148522928876663,6.6,1370,0.478102189781022,0.291561293757487,0.236326179920003,0.240680037779876,0.119487734636781
"152","EPMI_801","EPMI",9,"Waratah2003",745,4.95333333333333,5786.9,2218.16578305003,1700.20217624673,517.963606803307,TRUE,TRUE,0.233509871426785,0.34785947643773,19.2701453646844,4640.1,1146.8,79.8236658932715,99,144,376.517158550665,67.0671188668372,8.23240007374176,10,1624.31304504585,0.703333333333334,5.08389103831795,75.8891312008755,5.28230611607022,4.4670376225323,57,45,8583.975,0.0666054796747968,0.0143666666666667,1.0650567644114,1.17667187949013,5.6140350877193,0.725,0.0206,87.555,0,2.31300170068027,0.991093824101408,43.7775,474.186106803307,235.753644218273,150.712462585034,386.466106803307,87.72,0,0.0505836575875486,430,237,167,84,26,404,0.785992217898833,0.915481513710626,0.084518486289374,0.455154843162173,0.290971142770396,0.746125985932569,0.169355527778057,0,1.68375,18.2379271847426,9.06744785454895,5.79663317634746,14.8640810308964,3.37384615384615,0,55,0,123.599441276254,0.0197359008666182,6.6,1370,0.543795620437956,0.385125781977905,0.28861396650708,1.33640757819879,0.896158009775855
"153","EPMI_105","EPMI",1.4,"Waratah2011",153,1.01333333333333,194.9,131.049250243335,131.049250243335,0,FALSE,FALSE,0,1.11593828163461,0.80648174076154,62.3,132.6,12.5094339622642,62,101.3333333,58.8308060235414,121.191460408495,8.69818280330017,101,46.6619384699738,0.393333333333333,0.504574686751561,84.3873117733614,7.96106714843032,6.39937734814227,103,39.3333333,5043.18888358578,0.0528038636267947,0.0106,0.775193798449612,3.84615384615385,0.485436893203884,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,164.726256865916,0,0,1370,0.111678832116788,0.0129708505257554,0,0.747374854158565,0.783308481955075
"154","EPMI_003","EPMI",7,"Basin2005",493,2.10666666666667,1201,442.745559113385,314.221662054561,128.523897058824,TRUE,TRUE,0.290288393442495,0.303314771851514,3.48563195574291,784.7,416.3,31.5378787878788,101,113,262.972465901228,114.13176368567,16.9124497281554,87,245.761460802987,0.263333333333333,0.816944989627245,68.4602012515737,5.18637888269498,7.47214748513832,97,12,2015.88,0.0654694823232323,0.0132,1.49548376877451,2.21397303622665,2.30411287277991,0.725,0.0206,131.3325,0,2.31300170068027,0.991093824101408,65.66625,62.8576470588235,33.9105042016807,27.9028571428571,61.8133613445378,1.04428571428571,0,0.475609756097561,81,0,42,1,39,42,0.51219512195122,0.489073615858804,0.510926384141196,0.263845907085749,0.217102482739738,0.480948389825487,0.00812522603331705,0,1.68375,1.61173453996983,0.869500107735402,0.715457875457876,1.58495798319328,0.0267765567765568,0,132,0,258.32569814217,0.148315999219731,4.6,1370,0.35985401459854,0.0799281245840543,0.0716146679687107,0.500361131173954,0.238975469273561
"155","EPMI_002","EPMI",7,"Basin2005",260,1.35666666666667,286.4,107.310632798944,107.310632798944,0,FALSE,FALSE,0,0.469504495727137,1.44556022631804,148.9,137.5,10.4166666666667,82,86,171.785953588741,67.0671188668372,13.4806784525691,52,65.6602840479421,0.253333333333333,0.48946013542929,41.6503487510015,3.15532945083345,4.39084955312252,57,4,527.52,0.0654694823232323,0.0132,2.58407079646018,5.21428571428571,2.56140350877193,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,205.907821082395,0,4.6,1370,0.18978102189781,0.0190602954878211,0,0.481360075559753,0.0796584897578538
"156","EPMI_007","EPMI",7,"Basin2005",400,3.36,3060.9,1522.41579297301,1219.15334578633,303.262447186674,TRUE,TRUE,0.199198174760429,0.507994600422457,8.86683110549183,2211.4,849.5,64.3560606060606,179,208,255.32569814217,0,10.2721878948045,-30,1032.71454703524,0.673333333333333,3.19768753574889,186.438798751098,14.1241514205377,0,35,29,8810.055,0.0654694823232323,0.0132,2.59410639548603,2.59410639548603,Inf,0.725,0.0206,84.1875,0,2.31300170068027,0.991093824101408,42.09375,261.168697186674,196.914139363545,43.368843537415,240.282982900959,20.8857142857143,0,0.108695652173913,210,130,55,20,25,185,0.804347826086957,0.861196958639297,0.138803041360703,0.649319232203958,0.143007629001685,0.792326861205644,0.0688700974336531,0,1.68375,10.4467478874669,7.87656557454178,1.7347537414966,9.61131931603838,0.835428571428571,0,209,0,156.900398938383,0.0276493124902484,4.6,1370,0.291970802919708,0.203706908026088,0.168980555053604,1.27940441135619,0.57752405074444
"157","EPMI_004","EPMI",7,"Basin2005",410,2.46666666666667,1603.6,774.865008654371,592.572933824439,182.292074829932,TRUE,TRUE,0.23525655797324,0.461284390419232,4.77871149196047,1153.8,449.8,34.0757575757576,65,137,165.427773251791,43.5347964574206,9.01279645114622,70,502.189115858226,0.453333333333334,1.59509130998266,90.3838179662133,6.84725893683434,2.85020058711462,37,72,11417.04,0.0654694823232323,0.0132,1.77753404336894,2.32021446833434,3.79989770742556,0.725,0.0206,202.05,0,2.31300170068027,0.991093824101408,101.025,81.267074829932,0,54.1156462585034,54.1156462585034,27.1514285714286,0,0.348837209302326,146,0,86,26,60,86,0.5,0.445806955161103,0.554193044838897,0,0.296862309066317,0.296862309066317,0.148944646094787,0,1.68375,1.35445124716553,0,0.901927437641723,0.901927437641723,0.452523809523809,0,80,0,137.664086095087,0.130377548181508,4.6,1370,0.299270072992701,0.106721682417144,0.101574778784509,0.86138118784377,1.43385281564137
"158","EPMI_001","EPMI",7,"Basin2005",245,1.33666666666667,295.3,180.785600705442,147.129450919253,33.6561497861883,TRUE,TRUE,0.186166097603233,0.689627819787658,1.4032534452497,158.7,136.6,10.3484848484848,89,110,164.726256865916,49.4178770597748,12.479256624664,37,91.1539103334785,0.35,0.638659606536025,55.9755405857749,4.2405712564981,3.23536282861659,42,21,3280.515,0.0654694823232323,0.0132,3.41463414634146,7,3.33333333333333,0.725,0.0206,43.7775,0,2.31300170068027,0.991093824101408,21.88875,11.7673997861883,3.58712767734477,8.18027210884354,11.7673997861883,0,0,0.464285714285714,28,2,13,0,13,15,0.535714285714286,0.349635946504415,0.650364053495585,0.106581641100755,0.24305430540366,0.349635946504415,0,0,1.68375,0.905184598937562,0.27593289825729,0.629251700680272,0.905184598937562,0,0,140,0,190.611811516274,0.121075737860693,4.6,1370,0.178832116788321,0.0196526021562625,0.0187535084696344,0.665036946497027,0.418207071228733
"159","EPMI_006","EPMI",7,"Basin2005",460,2.13666666666667,1009,741.875243445615,545.779222603717,196.096020841897,TRUE,TRUE,0.264324793925103,0.778511238891242,3.58561314194341,712.7,296.3,22.4469696969697,117,137,264.559536937461,96.4825218786079,13.6347433491699,65,440.983311146264,0.62,1.77897919997278,104.795911457453,7.9390842013222,6.3166607606324,82,20,3987.8,0.0654694823232323,0.0132,1.31607080963295,1.73162583977133,2.74204624616181,0.725,0.0206,228.99,0,2.31300170068027,0.991093824101408,114.495,81.6010208418975,5.61812496821953,54.7448979591837,60.3630229274032,21.2379979144943,0,0.371584699453552,164,9,87,19,68,96,0.524590163934426,0.416127877004135,0.583872122995865,0.028649867264513,0.279173935932753,0.307823803197266,0.108304073806869,0,1.68375,1.20001501238085,0.0826194848267578,0.805072028811525,0.887691513638282,0.312323498742563,0,87,0,208.261053323337,0.154331878589494,4.6,1370,0.335766423357664,0.0671502728603754,0.109266461288133,1.17806544808045,0.398292448789269
"160","EPMI_310","EPMI",1.4,"Wilunga2012",184,1.41,491.5,461.782106965062,461.782106965062,0,FALSE,FALSE,0,2.80571261609535,1.56145008865047,157,334.5,31.5566037735849,41,141,14.1193934456499,270.62170770829,14.2898717482789,164,152.140389949162,1,1.42942465738336,309.6417170159,29.2114827373491,14.2898717482789,170,100,14287,0.0528038636267947,0.0106,0.094488188976378,1,0.0521739130434783,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,270.62170770829,0,0,1370,0.134306569343066,0.0327099693863969,0,1.90010556142008,1.99146224394635
"161","EPMI_304","EPMI",1.4,"Wilunga2012",208,1.09666666666667,289.9,274.641665726418,274.641665726418,0,FALSE,FALSE,0,2.94441017241315,0.944580917825591,104.2,185.7,17.5188679245283,30,109.67,10.5895450842375,235.323224094166,12.425975433286,196,101.483818033011,0.796666666666667,0.873895083119821,173.157847693407,16.3356460088119,12.425975433286,200,79.67,8735.0944865,0.0528038636267947,0.0106,0.0825688073394495,1,0.045,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,235.323224094166,0,0,1370,0.151824817518248,0.019293225076534,0,1.51375076393133,1.58659796975205
"162","EPMI_104","EPMI",1.4,"Waratah2011",157,1.03333333333333,171.4,113.669641471264,113.669641471264,0,FALSE,FALSE,0,1.08821682666952,0.838630705583275,58.7,112.7,10.6320754716981,64,103.33,48.2412609393039,127.074541010849,7.20706575130586,110,43.4508588516949,0.393333333333333,0.516931617855681,70.218782619569,6.62441345467632,6.71002673397442,108,39.33,5166.1547865,0.0528038636267947,0.0106,0.471264367816092,1.24242424242424,0.37962962962963,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,136.487469974616,0,0,1370,0.114598540145985,0.0114068947158259,0,0.747374854158565,0.783242100544098
"163","EPMI_104","EPMI",1.4,"Waratah2011",157,1.03333333333333,171.4,113.669641471264,113.669641471264,0,FALSE,FALSE,0,1.08821682666952,0.838630705583275,58.7,112.7,10.6320754716981,64,103.3333333,48.2412609393039,127.074541010849,7.20706575130586,110,43.4508588516949,0.393333333333333,0.516931617855681,70.218782619569,6.62441345467632,6.71002673397442,108,39.3333333,5166.69555014778,0.0528038636267947,0.0106,0.471264367816092,1.24242424242424,0.37962962962963,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,136.487469974616,0,0,1370,0.114598540145985,0.0114068947158259,0,0.747374854158565,0.783308481955075
"164","EPMI_312","EPMI",1.4,"Wilunga2012",98,0.703333333333333,149.5,127.917566752686,127.917566752686,0,FALSE,FALSE,0,1.93541668461594,0.388519018140198,52.5,97,9.15094339622642,30,70.33333333,10.5895450842375,79.5969672282497,4.20302740262694,88,47.7244218947582,0.403333333333333,0.317833183434427,80.1931448579277,7.5653910243328,4.20302740262694,95,40.33333333,3176.72055518748,0.0528038636267947,0.0106,0.210159939926001,1,0.13303955480956,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,79.5969672282497,0,0,1370,0.0715328467153285,0.00994942100359377,0,0.766375909772765,0.803223104991977
"165","EPMI_313","EPMI",1.4,"Wilunga2012",118,0.643333333333333,95.482,78.6030909631592,78.6030909631592,0,FALSE,FALSE,0,1.73287289148613,0.325058846537684,33.882,61.6,5.81132075471698,30,64.33333333,11.7661612047083,92.9526735171954,4.90826029614796,108,29.9211207459182,0.343333333333333,0.254373011831914,48.681970217241,4.59263869973972,4.90826029614796,97,34.33333333,2542.44055521888,0.0528038636267947,0.0106,0.202020202020202,1,0.126582278481013,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,92.9526735171954,0,0,1370,0.0861313868613139,0.00635445228270997,0,0.65236957608756,0.683735370355197
"166","EPMI_109","EPMI",1.4,"Waratah2011",242,1.34666666666667,309.4,247.105538535416,247.105538535416,0,FALSE,FALSE,0,1.60276241734751,1.42432829596753,138.2,171.2,16.1509433962264,66.5,134.6666667,58.8308060235414,211.790901684749,13.3579235907824,182,119.218876247215,0.681666666666667,1.0770055931591,127.886662288201,12.0647794611511,11.1833778899574,182,68.1666667,10764.5959792698,0.0528038636267947,0.0106,0.476190476190476,3.33333333333333,0.277777777777778,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,252.972465901228,0,0,1370,0.176642335766423,0.0205909756422201,0,1.29523862436802,1.35751343028725
"167","EPMI_105","EPMI",1.4,"Waratah2011",153,1.01333333333333,194.9,131.049250243335,131.049250243335,0,FALSE,FALSE,0,1.11593828163461,0.80648174076154,62.3,132.6,12.5094339622642,62,101.33,58.8308060235414,121.191460408495,8.69818280330017,101,46.6619384699738,0.393333333333333,0.504574686751561,84.3873117733614,7.96106714843032,6.39937734814227,103,39.33,5042.6585865,0.0528038636267947,0.0106,0.775193798449612,3.84615384615385,0.485436893203884,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,164.726256865916,0,0,1370,0.111678832116788,0.0129708505257554,0,0.747374854158565,0.783242100544098
"168","EPMI_106","EPMI",1.4,"Waratah2011",154,1.07666666666667,263.4,246.662199130486,246.662199130486,0,FALSE,FALSE,0,2.75600410267967,0.910442277656582,101.8,161.6,15.2452830188679,32,107.6666667,32.9452513731832,156.48994402262,8.52729298126914,126,98.4488827434238,0.756666666666667,0.830017505724683,148.213316387062,13.9823883384021,8.26327366313516,133,75.6666667,8295.96722785678,0.0528038636267947,0.0106,0.31024750041155,1.17892127478939,0.210526315789474,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,161.48994402262,0,0,1370,0.112408759124088,0.0175296153334221,0,1.43774654147453,1.50687309858322
"169","EPMI_102","EPMI",1.4,"Waratah2011",132,1.09,239.1,186.428188002502,186.428188002502,0,FALSE,FALSE,0,1.51280143872236,0.933131557932508,101.7,137.4,12.9622641509434,56,109,56.4775737825997,92.9526735171954,5.75312211417667,84,86.0854950052518,0.53,0.686830693891069,100.342692997251,9.46629179219345,4.90826029614796,79,53,6864.825,0.0528038636267947,0.0106,0.649511602538468,1.3952806086139,0.607594936708861,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,108.952673517195,0,0,1370,0.0963503649635036,0.015912418474644,0,1.00705594755264,1.05547498929156
"170","EPMI_307","EPMI",1.4,"Wilunga2012",84,0.94,119.844,107.137887989353,107.137887989353,0,FALSE,FALSE,0,2.24410775867236,0.693977817177985,34.837,85.007,8.01952830188679,35,94,11.7661612047083,85.8929767943705,4.53548103314938,72,32.6750239886809,0.59,0.597766542161798,74.462864000672,7.02479849062943,4.53548103314938,78,59,5974.635,0.0528038636267947,0.0106,0.21505376344086,1,0.136986301369863,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,85.8929767943705,0,0,1370,0.0613138686131387,0.00797577532277386,0,1.12106228123785,1.17496272392834
"171","EPMI_108","EPMI",1.4,"Waratah2011",128,1.74,406,349.550338799829,349.550338799829,0,FALSE,FALSE,0,1.97300387079253,2.37787147950211,168.1,237.9,22.4433962264151,73,174,45.8880286983623,87.0695929148413,5.75929591010529,84,153.504640292407,1.01,1.95933279822761,196.045698507422,18.4948772176814,4.59761091031581,78,101,19583.395,0.0528038636267947,0.0106,0.680600799393029,1.92096339458552,0.527027027027027,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,109.069592914841,0,0,1370,0.0934306569343066,0.0270198322906961,0,1.91910661703428,2.01137686638581
"172","EPMI_154","EPMI",2.4,"Waratah2011",245,1.87333333333333,519.8,213.91276373313,213.91276373313,0,FALSE,FALSE,0,0.530227597102908,2.75625886133448,339.5,180.3,15.5431034482759,93,145,182.375498672978,82.363128432958,4.74211914608107,80,163.460375820268,0.39,1.0281647357036,50.4523879128624,4.34934378559159,4.74211914608107,78,52,9715.16,0.0575757530864198,0.0116,0.815789473684211,1,2.21428571428571,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,82.363128432958,0,0,1370,0.178832116788321,0.0345933714894183,0,0.741041168953831,1.0355603668521
"173","EPMI_302","EPMI",1.4,"Wilunga2012",117,0.896666666666667,148.4,134.111498342134,134.111498342134,0,FALSE,FALSE,0,2.34045619678252,0.631468850017808,45,103.4,9.75471698113208,32,89.67,12,120.014844288024,6.33724747097584,102,42.5214756424087,0.576666666666667,0.55104407808591,91.590022699725,8.64056817921934,6.33724747097584,113,57.67,5508.1164865,0.0528038636267947,0.0106,0.166649487548665,1,0.0999876312900187,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,120.014844288024,0,0,1370,0.0854014598540146,0.00987621456142686,0,1.09572754041891,1.14847627608386
"174","EPMI_903","EPMI",32,"Basin1981",860,3.74,5215.5,1524.79173936328,670.958039582227,853.833699781055,TRUE,TRUE,0.559967422264234,0.137708017368938,10.9858353503381,4622.7,592.8,43.481662591687,121,141,304.676456335107,62.3606543849539,10.6439985190793,30,724.919366378335,0.22,1.2544379465784,-53.9613267961081,-3.95804353027688,3.78515189311026,53,20,4113.4,0.060697757751938,0.0136333333333333,1.3671401494377,1.58953510598319,4.88571615131445,0.725,0.0206,582.5775,0,2.31300170068027,0.991093824101408,291.28875,562.544949781055,44.3962695089456,490.99725170068,535.393521209626,27.1514285714286,0,0.200231481481481,838,223,442,26,173,665,0.769675925925926,0.658846037495716,0.341153962504284,0.051996389367543,0.575050213907679,0.627046603275222,0.0317994342204939,0,1.68375,3.25170491202922,0.256625835311824,2.83813440289411,3.09476023820593,0.156944673823287,0,127,0,175.360654384954,0.191035104978753,29.6,1370,0.627737226277372,0.347098362837748,0.475763794201867,0.418023223512417,0.398292448789269
"175","EPMI_902","EPMI",32,"Basin1981",615,3.36333333333333,3369.6,789.437868090803,317.383322038554,472.054546052249,TRUE,TRUE,0.597962886165922,0.0989259366551511,8.8844327509982,3032.6,337,24.718826405868,96,114,70.5969672282497,14.1193934456499,2.99955433038926,-5,349.732944652235,0.143333333333333,0.741110433628092,-32.3496226136813,-2.37283295454875,0.857015522968361,12,18,2967.3,0.060697757751938,0.0136333333333333,1.66666666666667,2,5,0.725,0.0206,212.1525,0,2.31300170068027,0.991093824101408,106.07625,365.978296052249,72.4552561793655,261.184353741497,333.639609920862,32.3386861313869,0,0.140939597315436,421,129,229,26,63,358,0.80089485458613,0.775288150729388,0.224711849270612,0.153489160914353,0.553292741115955,0.706781902030308,0.0685062486990804,0,1.68375,5.80917930241665,1.1500834314185,4.14578339272217,5.29586682414067,0.513312478275982,0,60,0,49.4178770597748,0.134369345945537,29.6,1370,0.448905109489051,0.224251297750566,0.263033026170843,0.272348463803544,0.358463203910342
"176","EPMI_314","EPMI",1.4,"Wilunga2012",184,0.826666666666667,228.362,205.522079148236,205.522079148236,0,FALSE,FALSE,0,2.30242216971148,0.536723651573296,80.49,147.872,13.9501886792453,30,82.66666667,9.41292896376662,196.494892118628,10.5341010776742,176,75.8428944468566,0.526666666666667,0.466037816867526,129.67918470138,12.2338853491867,10.3756894867938,175,52.66666667,4658.01555598818,0.0528038636267947,0.0106,0.0899378486049834,1.46780496352761,0.0479041916167665,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,199.494892118628,0,0,1370,0.134306569343066,0.0151977904964728,0,1.00072226234791,1.04883678187812
"177","EPMI_311","EPMI",1.4,"Wilunga2012",253,1.20333333333333,449.663,422.458032423592,422.458032423592,0,FALSE,FALSE,0,2.80509882520567,1.13726526724577,162.3,287.363,27.1097169811321,35,120.3333333,14.1193934456499,258.855546503582,13.8269845674949,238,157.272518626792,0.853333333333333,1.04105399222958,265.1855137968,25.0175013015849,13.6685729766146,230,85.3333333,10405.2622159248,0.0528038636267947,0.0106,0.100460178439919,1.26979888918074,0.0545454545454545,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,261.855546503582,0,0,1370,0.184671532846715,0.0299256621855451,0,1.6214234124118,1.69938111417039
"178","EPMI_106","EPMI",1.4,"Waratah2011",154,1.07666666666667,263.4,246.662199130486,246.662199130486,0,FALSE,FALSE,0,2.75600410267967,0.910442277656582,101.8,161.6,15.2452830188679,32,107.67,32.9452513731832,147.37055057697,7.78173445527198,126,98.4488827434238,0.756666666666667,0.830017505724683,148.213316387062,13.9823883384021,7.78173445527198,133,75.67,8296.5306865,0.0528038636267947,0.0106,0.308966413320984,1,0.223553832459737,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,147.37055057697,0,0,1370,0.112408759124088,0.0175296153334221,0,1.43774654147453,1.5069394799942
"179","EPMI_102","EPMI",1.4,"Waratah2011",132,1.09,239.1,186.428188002502,186.428188002502,0,FALSE,FALSE,0,1.51280143872236,0.933131557932508,101.7,137.4,12.9622641509434,56,109,56.4775737825997,92.9526735171954,5.75312211417667,84,86.0854950052518,0.53,0.686830693891069,100.342692997251,9.46629179219345,4.90826029614796,79,53,6864.825,0.0528038636267947,0.0106,0.649511602538468,1.3952806086139,0.607594936708861,0.725,0.0206,0,0,2.31300170068027,0.991093824101408,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,108.952673517195,0,0,1370,0.0963503649635036,0.015912418474644,0,1.00705594755264,1.05547498929156
